algorithm,instance,instance_index,operator_type,operator_name,mean_selection_share,mean_improvement_probability,mean_acceptance_rate,mean_improving_delta
ALNS-B,Example0,0,destroy,destroy_worst_days_10pct,0.18034569597069597,0.037037037037037035,0.037037037037037035,-1.0
ALNS-B,Example0,0,repair,repair_chuffed_fast,0.29698946886446886,0.22645722645722646,0.23546623546623546,-1.361111111111111
ALNS-B,Example0,0,destroy,destroy_all_forbidden_sequences,0.14617673992673993,0.016666666666666666,0.016666666666666666,-2.0
ALNS-B,Example0,0,repair,repair_gecode_long,0.1965430402930403,0.08333333333333333,0.10000000000000002,-3.0
ALNS-B,Example0,0,destroy,destroy_max_border_work,0.04378434065934066,0.0,0.0,nan
ALNS-B,Example0,0,destroy,destroy_max_border_shift_3,0.042811355311355305,0.0,0.0,nan
ALNS-B,Example0,0,destroy,destroy_max_border_off,0.04126602564102564,0.0,0.0,nan
ALNS-B,Example0,0,destroy,destroy_worst_workers_10pct,0.07406135531135531,0.0,0.05555555555555555,nan
ALNS-B,Example0,0,destroy,destroy_exploration,0.1450320512820513,0.2333333333333333,0.2333333333333333,-1.0
ALNS-B,Example0,0,repair,repair_exploration,0.1450320512820513,0.2333333333333333,0.2333333333333333,-1.0
ALNS-B,Example0,0,destroy,destroy_max_border_shift_1,0.04069368131868132,0.0,0.0,nan
ALNS-B,Example0,0,destroy,destroy_random_window_20pct,0.01098901098901099,0.0,1.0,nan
ALNS-B,Example0,0,destroy,destroy_max_border_shift_2,0.05091002747252747,0.0,0.0,nan
ALNS-B,Example1,1,destroy,destroy_streak_around_worst_worker,0.2540446051838457,0.19675925925925927,0.2175925925925926,-1.5833333333333333
ALNS-B,Example1,1,repair,repair_chuffed_long,0.23200924251557165,0.215034965034965,0.25582750582750585,-1.7142857142857142
ALNS-B,Example1,1,destroy,destroy_worst_days_30pct,0.015952380952380954,0.0,0.0,nan
ALNS-B,Example1,1,destroy,destroy_random_days_20pct,0.015952380952380954,1.0,1.0,-7.0
ALNS-B,Example1,1,destroy,destroy_all_forbidden_sequences,0.1631444645368696,0.030303030303030304,0.030303030303030304,-1.5
ALNS-B,Example1,1,repair,repair_chuffed_fast,0.2884086799276673,0.040123456790123455,0.0787037037037037,-3.0
ALNS-B,Example1,1,destroy,destroy_max_border_shift_3,0.11761904761904762,0.0,0.0625,nan
ALNS-B,Example1,1,destroy,destroy_worst_workers_10pct,0.10103074141048825,0.05555555555555555,0.0925925925925926,-1.0
ALNS-B,Example1,1,repair,repair_gecode_long,0.10879445449065701,0.0,0.07407407407407407,nan
ALNS-B,Example1,1,destroy,destroy_max_border_work,0.05275065300381756,0.0,0.0,nan
ALNS-B,Example1,1,repair,repair_gecode_fast,0.2592023307213181,0.08949275362318841,0.10398550724637683,-4.111111111111111
ALNS-B,Example1,1,destroy,destroy_max_border_shift_1,0.05122965641952983,0.0,0.1111111111111111,nan
ALNS-B,Example1,1,destroy,destroy_max_border_off,0.0489873417721519,0.0,0.0,nan
ALNS-B,Example1,1,destroy,destroy_max_border_shift_2,0.04338557363873819,0.0,0.19999999999999998,nan
ALNS-B,Example1,1,destroy,destroy_worst_days_10pct,0.08204942736588307,0.19444444444444445,0.19444444444444445,-2.0
ALNS-B,Example1,1,destroy,destroy_exploration,0.11158529234478602,0.4444444444444444,0.4444444444444444,-1.388888888888889
ALNS-B,Example1,1,repair,repair_exploration,0.11158529234478602,0.4444444444444444,0.4444444444444444,-1.388888888888889
ALNS-B,Example1,1,destroy,destroy_random_window_20pct,0.012658227848101266,0.0,1.0,nan
ALNS-B,Example1,1,destroy,destroy_random_workers_20pct,0.012658227848101266,1.0,1.0,-4.0
ALNS-B,Example2,2,destroy,destroy_streak_around_worst_worker,0.2619047619047619,0.5333333333333333,0.7000000000000001,-4.444444444444444
ALNS-B,Example2,2,repair,repair_chuffed_long,0.20496031746031743,0.358974358974359,0.5256410256410257,-4.0
ALNS-B,Example2,2,destroy,destroy_worst_days_30pct,0.15476190476190477,0.5,0.5,-1.0
ALNS-B,Example2,2,destroy,destroy_max_border_off,0.10267857142857142,0.6,0.6,-8.5
ALNS-B,Example2,2,repair,repair_chuffed_fast,0.46230158730158727,0.5936507936507937,0.6523809523809524,-7.377777777777777
ALNS-B,Example2,2,destroy,destroy_worst_workers_10pct,0.10267857142857142,0.5,0.6,-8.0
ALNS-B,Example2,2,destroy,destroy_random_window_20pct,0.11567460317460317,0.7222222222222222,1.0,-10.166666666666666
ALNS-B,Example2,2,repair,repair_gecode_fast,0.23829365079365075,0.7301587301587302,0.7301587301587302,-9.916666666666666
ALNS-B,Example2,2,destroy,destroy_worst_workers_30pct,0.10734126984126985,1.0,1.0,-12.0
ALNS-B,Example2,2,destroy,destroy_random_workers_20pct,0.08958333333333333,1.0,1.0,-11.0
ALNS-B,Example2,2,repair,repair_gecode_long,0.09166666666666667,0.625,0.6875,-6.25
ALNS-B,Example2,2,destroy,destroy_worst_days_10pct,0.15416666666666667,0.5277777777777778,0.5277777777777778,-1.0
ALNS-B,Example2,2,destroy,destroy_all_forbidden_sequences,0.075,0.16666666666666666,0.16666666666666666,-6.0
ALNS-B,Example2,2,destroy,destroy_max_border_shift_2,0.025,0.0,0.0,nan
ALNS-B,Example2,2,destroy,destroy_max_border_work,0.05,0.0,0.0,nan
ALNS-B,Example2,2,destroy,destroy_exploration,0.1,0.375,0.375,-1.6666666666666667
ALNS-B,Example2,2,repair,repair_exploration,0.1,0.375,0.375,-1.6666666666666667
ALNS-B,Example2,2,destroy,destroy_max_border_shift_3,0.0625,0.0,0.0,nan
ALNS-B,Example2,2,destroy,destroy_max_border_shift_1,0.025,0.0,0.0,nan
ALNS-B,Example3,3,destroy,destroy_max_border_off,0.14771303258145363,0.2698412698412698,0.7619047619047619,-13.0
ALNS-B,Example3,3,repair,repair_chuffed_long,0.12766290726817042,0.0,0.16666666666666666,nan
ALNS-B,Example3,3,destroy,destroy_random_window_20pct,0.23120300751879697,0.25,0.3055555555555555,-62.0
ALNS-B,Example3,3,repair,repair_gecode_fast,0.26801378446115287,0.27777777777777773,0.4074074074074074,-72.83333333333333
ALNS-B,Example3,3,destroy,destroy_streak_around_worst_worker,0.09727443609022557,0.05555555555555555,0.05555555555555555,-14.0
ALNS-B,Example3,3,repair,repair_gecode_long,0.12734962406015038,0.0,0.08333333333333333,nan
ALNS-B,Example3,3,destroy,destroy_random_workers_20pct,0.16651002506265664,0.0,0.0,nan
ALNS-B,Example3,3,repair,repair_chuffed_fast,0.37891604010025065,0.21978021978021978,0.31868131868131866,-23.166666666666668
ALNS-B,Example3,3,destroy,destroy_worst_workers_30pct,0.08302005012531329,0.16666666666666666,0.16666666666666666,-86.0
ALNS-B,Example3,3,destroy,destroy_all_forbidden_sequences,0.07973057644110275,0.16666666666666666,0.5833333333333334,-62.5
ALNS-B,Example3,3,destroy,destroy_exploration,0.09805764411027569,0.16666666666666666,0.16666666666666666,-1.0
ALNS-B,Example3,3,repair,repair_exploration,0.09805764411027569,0.16666666666666666,0.16666666666666666,-1.0
ALNS-B,Example3,3,destroy,destroy_worst_workers_10pct,0.05263157894736842,0.0,0.5,nan
ALNS-B,Example3,3,destroy,destroy_max_border_shift_1,0.02631578947368421,0.0,0.0,nan
ALNS-B,Example3,3,destroy,destroy_worst_days_10pct,0.13157894736842105,0.4,0.4,-1.0
ALNS-B,Example3,3,destroy,destroy_max_border_shift_2,0.02631578947368421,0.0,0.0,nan
ALNS-B,Example3,3,destroy,destroy_max_border_shift_3,0.02631578947368421,0.0,0.0,nan
ALNS-B,Example3,3,destroy,destroy_max_border_work,0.02631578947368421,0.0,0.0,nan
ALNS-B,Example4,4,destroy,destroy_streak_around_worst_worker,0.18767965110516405,0.0,0.030303030303030304,nan
ALNS-B,Example4,4,repair,repair_chuffed_long,0.1989790861334126,0.136002886002886,0.1663059163059163,-3.1666666666666665
ALNS-B,Example4,4,destroy,destroy_random_window_20pct,0.017246506095747842,0.5,1.0,-2.0
ALNS-B,Example4,4,repair,repair_gecode_fast,0.25014867677668745,0.1105820105820106,0.1343915343915344,-2.1666666666666665
ALNS-B,Example4,4,destroy,destroy_all_forbidden_sequences,0.11834258433277167,0.1402116402116402,0.1402116402116402,-7.333333333333333
ALNS-B,Example4,4,repair,repair_gecode_long,0.13240079955066575,0.05555555555555555,0.08585858585858586,-3.5
ALNS-B,Example4,4,repair,repair_chuffed_fast,0.2918896818316979,0.07326007326007326,0.08913308913308914,-3.0
ALNS-B,Example4,4,destroy,destroy_max_border_work,0.06368734925826808,0.0,0.0,nan
ALNS-B,Example4,4,destroy,destroy_worst_workers_10pct,0.12011018601116728,0.1619047619047619,0.1922077922077922,-2.0
ALNS-B,Example4,4,destroy,destroy_worst_days_10pct,0.20577278884593783,0.2135854341736695,0.2135854341736695,-1.111111111111111
ALNS-B,Example4,4,destroy,destroy_max_border_shift_3,0.04877837248488453,0.0,0.0,nan
ALNS-B,Example4,4,destroy,destroy_max_border_shift_2,0.0377060825321307,0.0,0.0,nan
ALNS-B,Example4,4,destroy,destroy_exploration,0.12658175570753627,0.14444444444444446,0.14444444444444446,-1.25
ALNS-B,Example4,4,repair,repair_exploration,0.12658175570753627,0.14444444444444446,0.14444444444444446,-1.25
ALNS-B,Example4,4,destroy,destroy_max_border_off,0.04696534179138997,0.08333333333333333,0.08333333333333333,-14.0
ALNS-B,Example4,4,destroy,destroy_worst_workers_30pct,0.01694915254237288,0.0,1.0,nan
ALNS-B,Example4,4,destroy,destroy_max_border_shift_1,0.0408427495291902,0.0,0.0,nan
ALNS-B,Example5,5,destroy,destroy_streak_around_worst_worker,0.2653449665668822,0.21865079365079365,0.24246031746031746,-2.4444444444444446
ALNS-B,Example5,5,repair,repair_chuffed_long,0.08923073645186379,0.09523809523809523,0.14285714285714285,-2.5
ALNS-B,Example5,5,destroy,destroy_worst_days_10pct,0.14152347065236304,0.26666666666666666,0.26666666666666666,-5.166666666666667
ALNS-B,Example5,5,repair,repair_chuffed_fast,0.35872332719002015,0.13888888888888887,0.1830808080808081,-4.25
ALNS-B,Example5,5,destroy,destroy_random_window_20pct,0.0649415675036487,0.38888888888888884,0.7222222222222222,-3.25
ALNS-B,Example5,5,destroy,destroy_worst_workers_30pct,0.03173039022467481,0.5,0.5,-10.0
ALNS-B,Example5,5,destroy,destroy_worst_days_30pct,0.06976744186046512,0.0,0.0,nan
ALNS-B,Example5,5,repair,repair_gecode_fast,0.3495261126321434,0.29717341482047366,0.29717341482047366,-4.2444444444444445
ALNS-B,Example5,5,destroy,destroy_random_workers_20pct,0.07353865493400377,0.5,0.5,-2.5
ALNS-B,Example5,5,destroy,destroy_random_days_20pct,0.023255813953488372,0.0,0.0,nan
ALNS-B,Example5,5,destroy,destroy_all_forbidden_sequences,0.1302595461050329,0.13888888888888887,0.13888888888888887,-6.5
ALNS-B,Example5,5,destroy,destroy_max_border_shift_1,0.06976744186046512,0.0,0.0,nan
ALNS-B,Example5,5,repair,repair_gecode_long,0.13930406559496036,0.23232323232323235,0.2626262626262626,-1.75
ALNS-B,Example5,5,destroy,destroy_max_border_work,0.020102483247930625,0.0,0.0,nan
ALNS-B,Example5,5,destroy,destroy_worst_workers_10pct,0.13487590862443052,0.24801587301587302,0.2896825396825397,-1.8333333333333333
ALNS-B,Example5,5,destroy,destroy_max_border_shift_2,0.03389830508474576,0.0,0.0,nan
ALNS-B,Example5,5,destroy,destroy_max_border_shift_3,0.021988089784699953,0.0,0.0,nan
ALNS-B,Example5,5,destroy,destroy_exploration,0.09482363719651855,0.25,0.25,-1.0
ALNS-B,Example5,5,repair,repair_exploration,0.09482363719651855,0.25,0.25,-1.0
ALNS-B,Example5,5,destroy,destroy_max_border_off,0.10810810810810811,0.25,0.5,-3.0
ALNS-B,Example6,6,destroy,destroy_streak_around_worst_worker,0.23573310912225617,0.15663221021068413,0.17417606985980694,-2.4833333333333334
ALNS-B,Example6,6,repair,repair_chuffed_long,0.171229255826433,0.0196078431372549,0.07516339869281045,-2.0
ALNS-B,Example6,6,destroy,destroy_random_days_20pct,0.014705882352941176,1.0,1.0,-2.0
ALNS-B,Example6,6,repair,repair_gecode_fast,0.27177955588142316,0.13059288537549407,0.14069389547650415,-3.5555555555555554
ALNS-B,Example6,6,destroy,destroy_random_window_20pct,0.011485172581429266,0.5,1.0,-3.0
ALNS-B,Example6,6,destroy,destroy_all_forbidden_sequences,0.14988869142020714,0.03888888888888889,0.03888888888888889,-1.5
ALNS-B,Example6,6,repair,repair_gecode_long,0.145077052633816,0.05592105263157895,0.07675438596491228,-2.0
ALNS-B,Example6,6,destroy,destroy_worst_days_10pct,0.1900760033047225,0.05128205128205129,0.05128205128205129,-1.0
ALNS-B,Example6,6,destroy,destroy_max_border_shift_3,0.05476767322563763,0.0,0.0,nan
ALNS-B,Example6,6,repair,repair_chuffed_fast,0.2531533003392388,0.067816091954023,0.08764367816091954,-1.9166666666666667
ALNS-B,Example6,6,destroy,destroy_worst_workers_10pct,0.06686683615323924,0.0,0.041666666666666664,nan
ALNS-B,Example6,6,destroy,destroy_exploration,0.15876083531908902,0.13333333333333333,0.13333333333333333,-1.3333333333333333
ALNS-B,Example6,6,repair,repair_exploration,0.15876083531908902,0.13333333333333333,0.13333333333333333,-1.3333333333333333
ALNS-B,Example6,6,destroy,destroy_max_border_work,0.04804266917443037,0.0,0.16666666666666666,nan
ALNS-B,Example6,6,destroy,destroy_max_border_off,0.023532865252861745,0.0,0.16666666666666666,nan
ALNS-B,Example6,6,destroy,destroy_max_border_shift_1,0.02411796584234561,0.0,0.0,nan
ALNS-B,Example6,6,destroy,destroy_random_workers_20pct,0.008230592060696384,1.0,1.0,-5.5
ALNS-B,Example6,6,destroy,destroy_max_border_shift_2,0.04115296030348191,0.0,0.2,nan
ALNS-B,Example6,6,destroy,destroy_worst_days_30pct,0.00819672131147541,0.0,0.0,nan
ALNS-B,Example7,7,destroy,destroy_max_border_off,0.11826599326599326,0.7666666666666666,1.0,-33.361111111111114
ALNS-B,Example7,7,repair,repair_chuffed_long,0.1755050505050505,0.2698412698412698,0.42857142857142855,-28.0
ALNS-B,Example7,7,destroy,destroy_random_window_20pct,0.41624579124579125,0.09109730848861282,0.09109730848861282,-135.0
ALNS-B,Example7,7,repair,repair_gecode_fast,0.20875420875420878,0.24206349206349206,0.24206349206349206,-133.66666666666666
ALNS-B,Example7,7,destroy,destroy_worst_workers_30pct,0.059343434343434344,0.5,0.5,-98.0
ALNS-B,Example7,7,destroy,destroy_all_forbidden_sequences,0.06734006734006734,0.8333333333333334,1.0,-56.666666666666664
ALNS-B,Example7,7,destroy,destroy_random_workers_20pct,0.24368686868686865,0.15079365079365079,0.20634920634920637,-8.75
ALNS-B,Example7,7,repair,repair_chuffed_fast,0.49284511784511786,0.2414814814814815,0.32888888888888884,-24.873015873015873
ALNS-B,Example7,7,repair,repair_gecode_long,0.10774410774410774,0.3888888888888889,0.4444444444444444,-19.5
ALNS-B,Example7,7,destroy,destroy_streak_around_worst_worker,0.10795454545454546,0.0,0.0,nan
ALNS-B,Example7,7,destroy,destroy_exploration,0.045454545454545456,0.0,0.0,nan
ALNS-B,Example7,7,repair,repair_exploration,0.045454545454545456,0.0,0.0,nan
ALNS-B,Example7,7,destroy,destroy_worst_workers_10pct,0.041666666666666664,0.0,1.0,nan
ALNS-B,Example7,7,destroy,destroy_max_border_shift_1,0.041666666666666664,0.0,1.0,nan
ALNS-B,Example8,8,destroy,destroy_max_border_off,0.09572616925558103,0.3611111111111111,0.5277777777777778,-8.5
ALNS-B,Example8,8,repair,repair_chuffed_long,0.20346320346320346,0.3980392156862746,0.4176470588235294,-4.366666666666666
ALNS-B,Example8,8,destroy,destroy_random_window_20pct,0.051916221033868094,0.6,0.8,-5.0
ALNS-B,Example8,8,repair,repair_gecode_fast,0.28548085901027076,0.26406926406926406,0.2958152958152958,-13.666666666666666
ALNS-B,Example8,8,destroy,destroy_worst_days_30pct,0.014705882352941176,0.0,0.0,nan
ALNS-B,Example8,8,destroy,destroy_random_days_20pct,0.014705882352941176,0.0,0.0,nan
ALNS-B,Example8,8,destroy,destroy_all_forbidden_sequences,0.11533401239283592,0.23611111111111108,0.23611111111111108,-25.666666666666668
ALNS-B,Example8,8,destroy,destroy_worst_workers_30pct,0.022504456327985742,0.5,0.5,-7.0
ALNS-B,Example8,8,destroy,destroy_random_workers_20pct,0.058823529411764705,0.0,0.0,nan
ALNS-B,Example8,8,destroy,destroy_streak_around_worst_worker,0.18655037772684832,0.0,0.0,nan
ALNS-B,Example8,8,repair,repair_chuffed_fast,0.3380018674136321,0.15454545454545454,0.18484848484848485,-2.444444444444444
ALNS-B,Example8,8,destroy,destroy_exploration,0.04651557592734063,0.13333333333333333,0.13333333333333333,-3.5
ALNS-B,Example8,8,repair,repair_exploration,0.04651557592734063,0.13333333333333333,0.13333333333333333,-3.5
ALNS-B,Example8,8,destroy,destroy_worst_workers_10pct,0.29129530600118836,0.4523809523809524,0.5,-3.1222222222222222
ALNS-B,Example8,8,repair,repair_gecode_long,0.126538494185553,0.19444444444444442,0.24999999999999997,-1.5
ALNS-B,Example8,8,destroy,destroy_max_border_shift_2,0.025210084033613446,0.0,0.0,nan
ALNS-B,Example8,8,destroy,destroy_max_border_work,0.07878151260504201,0.0,0.0,nan
ALNS-B,Example8,8,destroy,destroy_worst_days_10pct,0.07221373397843987,0.13333333333333333,0.13333333333333333,-3.0
ALNS-B,Example8,8,destroy,destroy_max_border_shift_3,0.03300865800865801,0.0,0.0,nan
ALNS-B,Example8,8,destroy,destroy_max_border_shift_1,0.03300865800865801,0.0,0.0,nan
ALNS-B,Example9,9,destroy,destroy_max_border_off,0.09064327485380118,0.6666666666666666,1.0,-42.666666666666664
ALNS-B,Example9,9,repair,repair_chuffed_long,0.12631578947368421,0.0,0.125,nan
ALNS-B,Example9,9,destroy,destroy_random_window_20pct,0.39122807017543854,0.07037037037037037,0.07037037037037037,-215.5
ALNS-B,Example9,9,repair,repair_gecode_fast,0.24883040935672515,0.2619047619047619,0.32857142857142857,-91.75
ALNS-B,Example9,9,destroy,destroy_all_forbidden_sequences,0.056432748538011696,0.6666666666666666,1.0,-46.0
ALNS-B,Example9,9,destroy,destroy_random_workers_20pct,0.22485380116959064,0.0,0.0,nan
ALNS-B,Example9,9,repair,repair_chuffed_fast,0.46900584795321637,0.1574074074074074,0.19444444444444442,-76.0
ALNS-B,Example9,9,destroy,destroy_worst_workers_30pct,0.07397660818713449,0.0,0.0,nan
ALNS-B,Example9,9,destroy,destroy_exploration,0.09619883040935673,0.16666666666666666,0.16666666666666666,-29.0
ALNS-B,Example9,9,repair,repair_exploration,0.09619883040935673,0.16666666666666666,0.16666666666666666,-29.0
ALNS-B,Example9,9,repair,repair_gecode_long,0.15263157894736842,0.0,0.16666666666666666,nan
ALNS-B,Example9,9,destroy,destroy_worst_workers_10pct,0.06666666666666667,0.0,1.0,nan
ALNS-B,Example9,9,destroy,destroy_streak_around_worst_worker,0.13333333333333333,0.0,0.0,nan
ALNS-B,Example10,10,destroy,destroy_max_border_off,0.10051060051060051,0.7222222222222222,1.0,-24.666666666666668
ALNS-B,Example10,10,repair,repair_chuffed_long,0.1258741258741259,0.0,0.3333333333333333,nan
ALNS-B,Example10,10,destroy,destroy_random_window_20pct,0.35603285603285606,0.1272727272727273,0.1878787878787879,-106.25
ALNS-B,Example10,10,repair,repair_gecode_fast,0.25491175491175494,0.40277777777777773,0.5555555555555555,-94.22222222222221
ALNS-B,Example10,10,destroy,destroy_all_forbidden_sequences,0.10356310356310357,0.5555555555555555,1.0,-77.83333333333333
ALNS-B,Example10,10,repair,repair_chuffed_fast,0.4313464313464313,0.2425925925925926,0.2796296296296296,-37.0
ALNS-B,Example10,10,destroy,destroy_random_workers_20pct,0.19286269286269286,0.05555555555555555,0.05555555555555555,-15.0
ALNS-B,Example10,10,repair,repair_gecode_long,0.1701076701076701,0.08333333333333333,0.16666666666666666,-24.5
ALNS-B,Example10,10,destroy,destroy_worst_workers_30pct,0.05666555666555667,0.16666666666666666,0.16666666666666666,-293.0
ALNS-B,Example10,10,destroy,destroy_exploration,0.05971805971805971,0.0,0.0,nan
ALNS-B,Example10,10,repair,repair_exploration,0.05971805971805971,0.0,0.0,nan
ALNS-B,Example10,10,destroy,destroy_worst_days_30pct,0.07692307692307693,0.0,0.0,nan
ALNS-B,Example10,10,destroy,destroy_random_days_20pct,0.07692307692307693,0.0,0.0,nan
ALNS-B,Example10,10,destroy,destroy_worst_workers_10pct,0.09523809523809523,0.5,1.0,-1.0
ALNS-B,Example10,10,destroy,destroy_max_border_shift_2,0.047619047619047616,1.0,1.0,-48.0
ALNS-B,Example10,10,destroy,destroy_streak_around_worst_worker,0.09523809523809523,0.0,0.0,nan
ALNS-B,Example11,11,destroy,destroy_max_border_off,0.09338000172845906,0.7222222222222222,1.0,-19.0
ALNS-B,Example11,11,repair,repair_chuffed_long,0.10528476363322098,0.0,0.1111111111111111,nan
ALNS-B,Example11,11,destroy,destroy_random_window_20pct,0.26363322098349323,0.15277777777777776,0.2638888888888889,-535.0
ALNS-B,Example11,11,repair,repair_gecode_fast,0.47902082793189865,0.3060897435897436,0.3060897435897436,-96.68888888888888
ALNS-B,Example11,11,destroy,destroy_all_forbidden_sequences,0.07583614207933627,0.8888888888888888,1.0,-20.666666666666668
ALNS-B,Example11,11,destroy,destroy_random_workers_20pct,0.2513179500475326,0.037037037037037035,0.037037037037037035,-48.0
ALNS-B,Example11,11,repair,repair_gecode_long,0.12263417163598651,0.06666666666666667,0.21666666666666667,-48.0
ALNS-B,Example11,11,destroy,destroy_worst_workers_30pct,0.1306715063520871,0.0,0.0,nan
ALNS-B,Example11,11,repair,repair_chuffed_fast,0.24606775559588626,0.21746031746031746,0.3761904761904762,-135.66666666666666
ALNS-B,Example11,11,destroy,destroy_max_border_shift_1,0.04094287442744793,0.6666666666666666,1.0,-394.5
ALNS-B,Example11,11,destroy,destroy_worst_days_30pct,0.043557168784029036,0.0,0.0,nan
ALNS-B,Example11,11,destroy,destroy_random_days_20pct,0.035098522167487683,0.0,0.0,nan
ALNS-B,Example11,11,destroy,destroy_worst_workers_10pct,0.07048872180451127,0.0,0.5,nan
ALNS-B,Example11,11,destroy,destroy_streak_around_worst_worker,0.044172932330827065,0.0,0.0,nan
ALNS-B,Example11,11,destroy,destroy_exploration,0.07048872180451127,0.0,0.0,nan
ALNS-B,Example11,11,repair,repair_exploration,0.07048872180451127,0.0,0.0,nan
ALNS-B,Example11,11,destroy,destroy_max_border_shift_2,0.03571428571428571,1.0,1.0,-1.0
ALNS-B,Example12,12,destroy,destroy_streak_around_worst_worker,0.07279001192044669,0.4166666666666667,0.5833333333333334,-10.5
ALNS-B,Example12,12,repair,repair_chuffed_long,0.1987452161365205,0.3797979797979798,0.44646464646464645,-9.388888888888888
ALNS-B,Example12,12,destroy,destroy_random_days_20pct,0.14756258234519104,0.25,0.25,-164.5
ALNS-B,Example12,12,repair,repair_gecode_fast,0.3655185394315829,0.23650793650793647,0.3841269841269841,-66.94444444444444
ALNS-B,Example12,12,destroy,destroy_max_border_shift_2,0.03689064558629776,0.5,1.0,-2.0
ALNS-B,Example12,12,repair,repair_chuffed_fast,0.31276742581090405,0.35058922558922556,0.4179292929292929,-19.37777777777778
ALNS-B,Example12,12,destroy,destroy_worst_days_30pct,0.06823514649601606,0.0,0.0,nan
ALNS-B,Example12,12,destroy,destroy_random_window_20pct,0.22946232511449902,0.4666666666666666,0.5083333333333333,-21.42222222222222
ALNS-B,Example12,12,destroy,destroy_max_border_off,0.08917748917748917,0.75,0.75,-8.75
ALNS-B,Example12,12,repair,repair_gecode_long,0.14097496706192358,0.2,0.3666666666666667,-10.0
ALNS-B,Example12,12,destroy,destroy_worst_workers_30pct,0.1168454733672125,0.08333333333333333,0.08333333333333333,-97.0
ALNS-B,Example12,12,destroy,destroy_random_workers_20pct,0.1909530083443127,0.0,0.24206349206349206,nan
ALNS-B,Example12,12,destroy,destroy_all_forbidden_sequences,0.05316519229562708,0.7777777777777777,0.8888888888888888,-7.333333333333333
ALNS-B,Example12,12,destroy,destroy_max_border_shift_1,0.02857142857142857,0.0,1.0,nan
ALNS-B,Example12,12,destroy,destroy_worst_workers_10pct,0.11428571428571428,0.5,0.5,-4.0
ALNS-B,Example12,12,destroy,destroy_worst_days_10pct,0.02857142857142857,1.0,1.0,-1.0
ALNS-B,Example12,12,destroy,destroy_exploration,0.08695652173913043,0.5,1.0,-13.0
ALNS-B,Example12,12,repair,repair_exploration,0.08695652173913043,0.5,1.0,-13.0
ALNS-B,Example13,13,destroy,destroy_max_border_off,0.09192239858906526,0.9166666666666666,1.0,-17.333333333333332
ALNS-B,Example13,13,repair,repair_chuffed_long,0.11703703703703704,0.125,0.625,-15.0
ALNS-B,Example13,13,destroy,destroy_random_window_20pct,0.24126984126984127,0.2074074074074074,0.2814814814814815,-106.0
ALNS-B,Example13,13,repair,repair_gecode_fast,0.4135449735449736,0.26666666666666666,0.32222222222222224,-67.1111111111111
ALNS-B,Example13,13,destroy,destroy_all_forbidden_sequences,0.041552028218694886,1.0,1.0,-38.0
ALNS-B,Example13,13,repair,repair_gecode_long,0.16423280423280423,0.27777777777777773,0.3611111111111111,-5.0
ALNS-B,Example13,13,destroy,destroy_worst_workers_30pct,0.16423280423280423,0.0,0.0,nan
ALNS-B,Example13,13,repair,repair_chuffed_fast,0.2867724867724868,0.15555555555555556,0.18888888888888888,-72.0
ALNS-B,Example13,13,destroy,destroy_random_workers_20pct,0.22462081128747793,0.0,0.08333333333333333,nan
ALNS-B,Example13,13,destroy,destroy_worst_days_30pct,0.05703703703703704,0.0,0.0,nan
ALNS-B,Example13,13,destroy,destroy_exploration,0.05742504409171076,0.0,0.0,nan
ALNS-B,Example13,13,repair,repair_exploration,0.05742504409171076,0.0,0.0,nan
ALNS-B,Example13,13,destroy,destroy_max_border_shift_1,0.04380952380952381,0.5,1.0,-168.0
ALNS-B,Example13,13,destroy,destroy_streak_around_worst_worker,0.12,0.0,0.0,nan
ALNS-B,Example13,13,destroy,destroy_random_days_20pct,0.12,0.0,0.0,nan
ALNS-B,Example13,13,destroy,destroy_worst_workers_10pct,0.047619047619047616,0.0,1.0,nan
ALNS-B,Example13,13,destroy,destroy_max_border_shift_2,0.047619047619047616,1.0,1.0,-2.0
ALNS-B,Example14,14,destroy,destroy_max_border_off,0.04790940766550522,0.5,0.75,-15.0
ALNS-B,Example14,14,repair,repair_chuffed_long,0.1588333978577881,0.19444444444444442,0.23611111111111108,-9.5
ALNS-B,Example14,14,destroy,destroy_random_window_20pct,0.03557233191379533,0.8333333333333334,1.0,-52.0
ALNS-B,Example14,14,repair,repair_gecode_fast,0.345444573493354,0.21539961013645223,0.24317738791423002,-44.047619047619044
ALNS-B,Example14,14,destroy,destroy_streak_around_worst_worker,0.1460640082591302,0.06666666666666667,0.06666666666666667,-14.0
ALNS-B,Example14,14,repair,repair_gecode_long,0.11645373596593107,0.08333333333333333,0.13888888888888887,-14.0
ALNS-B,Example14,14,destroy,destroy_all_forbidden_sequences,0.1260291650535553,0.3055555555555555,0.3055555555555555,-15.833333333333334
ALNS-B,Example14,14,destroy,destroy_random_workers_20pct,0.03571428571428571,1.0,1.0,-10.0
ALNS-B,Example14,14,destroy,destroy_max_border_shift_2,0.09714156665376177,0.0,0.0,nan
ALNS-B,Example14,14,repair,repair_chuffed_fast,0.3036262743579817,0.06004901960784314,0.10171568627450982,-11.75
ALNS-B,Example14,14,destroy,destroy_worst_workers_10pct,0.26590527810040004,0.11428571428571428,0.1276190476190476,-3.5
ALNS-B,Example14,14,destroy,destroy_max_border_shift_1,0.06229190863337205,0.1111111111111111,0.27777777777777773,-37.0
