algorithm,instance,instance_index,seed,iteration,elapsed,step_runtime,operator_type,operator_name,objective_before,objective_after,delta_objective,accepted,repair_failed,used_exploration
ALNS-A,Example12,12,0,22,121.953,15.431,destroy,destroy_worst_workers_30pct,32.0,67.0,35.0,False,False,False
ALNS-A,Example12,12,0,22,121.953,15.431,repair,repair_gecode_long,32.0,67.0,35.0,False,False,False
ALNS-A,Example12,12,0,23,125.536,3.583,destroy,destroy_random_window_20pct,32.0,46.0,14.0,False,False,False
ALNS-A,Example12,12,0,23,125.536,3.583,repair,repair_chuffed_fast,32.0,46.0,14.0,False,False,False
ALNS-A,Example12,12,0,24,128.968,3.432,destroy,destroy_streak_around_worst_worker,32.0,60.0,28.0,False,False,False
ALNS-A,Example12,12,0,24,128.968,3.432,repair,repair_gecode_fast,32.0,60.0,28.0,False,False,False
ALNS-A,Example12,12,0,25,132.6,3.632,destroy,destroy_random_days_20pct,32.0,107.0,75.0,False,False,False
ALNS-A,Example12,12,0,25,132.6,3.632,repair,repair_chuffed_fast,32.0,107.0,75.0,False,False,False
ALNS-A,Example12,12,0,26,136.28,3.679,destroy,destroy_random_window_20pct,32.0,65.0,33.0,False,False,False
ALNS-A,Example12,12,0,26,136.28,3.679,repair,repair_chuffed_fast,32.0,65.0,33.0,False,False,False
ALNS-A,Example12,12,0,27,139.711,3.432,destroy,destroy_random_window_20pct,32.0,64.0,32.0,False,False,False
ALNS-A,Example12,12,0,27,139.711,3.432,repair,repair_gecode_fast,32.0,64.0,32.0,False,False,False
ALNS-A,Example12,12,0,28,155.131,15.419,destroy,destroy_random_workers_20pct,32.0,34.0,2.0,False,False,False
ALNS-A,Example12,12,0,28,155.131,15.419,repair,repair_gecode_long,32.0,34.0,2.0,False,False,False
ALNS-A,Example12,12,0,29,158.713,3.582,destroy,destroy_random_window_20pct,32.0,55.0,23.0,False,False,False
ALNS-A,Example12,12,0,29,158.713,3.582,repair,repair_chuffed_fast,32.0,55.0,23.0,False,False,False
ALNS-A,Example12,12,0,30,162.328,3.615,destroy,destroy_random_window_20pct,32.0,55.0,23.0,False,False,False
ALNS-A,Example12,12,0,30,162.328,3.615,repair,repair_chuffed_fast,32.0,55.0,23.0,False,False,False
ALNS-A,Example12,12,0,31,177.924,15.595,destroy,destroy_random_workers_20pct,32.0,33.0,1.0,True,False,False
ALNS-A,Example12,12,0,31,177.924,15.595,repair,repair_chuffed_long,32.0,33.0,1.0,True,False,False
ALNS-A,Example12,12,0,32,228.586,50.662,destroy,destroy_exploration,33.0,70.0,37.0,False,False,True
ALNS-A,Example12,12,0,32,228.586,50.662,repair,repair_exploration,33.0,70.0,37.0,False,False,True
ALNS-A,Example12,12,1,1,1.048,1.048,destroy,destroy_max_border_shift_1,inf,199.0,nan,True,False,False
ALNS-A,Example12,12,1,1,1.048,1.048,repair,repair_chuffed_fast,inf,199.0,nan,True,False,False
ALNS-A,Example12,12,1,2,4.687,3.639,destroy,destroy_random_window_20pct,199.0,56.0,-143.0,True,False,False
ALNS-A,Example12,12,1,2,4.687,3.639,repair,repair_gecode_fast,199.0,56.0,-143.0,True,False,False
ALNS-A,Example12,12,1,3,5.972,1.285,destroy,destroy_worst_workers_10pct,56.0,49.0,-7.0,True,False,False
ALNS-A,Example12,12,1,3,5.972,1.285,repair,repair_chuffed_fast,56.0,49.0,-7.0,True,False,False
ALNS-A,Example12,12,1,4,22.035,16.063,destroy,destroy_streak_around_worst_worker,49.0,78.0,29.0,False,False,False
ALNS-A,Example12,12,1,4,22.035,16.063,repair,repair_chuffed_long,49.0,78.0,29.0,False,False,False
ALNS-A,Example12,12,1,5,37.625,15.589,destroy,destroy_random_window_20pct,49.0,46.0,-3.0,True,False,False
ALNS-A,Example12,12,1,5,37.625,15.589,repair,repair_chuffed_long,49.0,46.0,-3.0,True,False,False
ALNS-A,Example12,12,1,6,41.113,3.488,destroy,destroy_worst_days_30pct,46.0,111.0,65.0,False,False,False
ALNS-A,Example12,12,1,6,41.113,3.488,repair,repair_gecode_fast,46.0,111.0,65.0,False,False,False
ALNS-A,Example12,12,1,7,44.965,3.853,destroy,destroy_streak_around_worst_worker,46.0,127.0,81.0,False,False,False
ALNS-A,Example12,12,1,7,44.965,3.853,repair,repair_chuffed_fast,46.0,127.0,81.0,False,False,False
ALNS-A,Example12,12,1,8,48.433,3.468,destroy,destroy_worst_workers_30pct,46.0,58.0,12.0,False,False,False
ALNS-A,Example12,12,1,8,48.433,3.468,repair,repair_gecode_fast,46.0,58.0,12.0,False,False,False
ALNS-A,Example12,12,1,9,63.983,15.55,destroy,destroy_random_workers_20pct,46.0,73.0,27.0,False,False,False
ALNS-A,Example12,12,1,9,63.983,15.55,repair,repair_chuffed_long,46.0,73.0,27.0,False,False,False
ALNS-A,Example12,12,1,10,67.555,3.572,destroy,destroy_random_window_20pct,46.0,98.0,52.0,False,False,False
ALNS-A,Example12,12,1,10,67.555,3.572,repair,repair_chuffed_fast,46.0,98.0,52.0,False,False,False
ALNS-A,Example12,12,1,11,71.127,3.572,destroy,destroy_random_workers_20pct,46.0,80.0,34.0,False,False,False
ALNS-A,Example12,12,1,11,71.127,3.572,repair,repair_chuffed_fast,46.0,80.0,34.0,False,False,False
ALNS-A,Example12,12,1,12,71.771,0.644,destroy,destroy_all_forbidden_sequences,46.0,31.0,-15.0,True,False,False
ALNS-A,Example12,12,1,12,71.771,0.644,repair,repair_gecode_fast,46.0,31.0,-15.0,True,False,False
ALNS-A,Example12,12,1,13,87.371,15.6,destroy,destroy_random_workers_20pct,31.0,38.0,7.0,False,False,False
ALNS-A,Example12,12,1,13,87.371,15.6,repair,repair_chuffed_long,31.0,38.0,7.0,False,False,False
ALNS-A,Example12,12,1,14,103.005,15.634,destroy,destroy_random_window_20pct,31.0,87.0,56.0,False,False,False
ALNS-A,Example12,12,1,14,103.005,15.634,repair,repair_chuffed_long,31.0,87.0,56.0,False,False,False
ALNS-A,Example12,12,1,15,106.689,3.684,destroy,destroy_worst_workers_30pct,31.0,61.0,30.0,False,False,False
ALNS-A,Example12,12,1,15,106.689,3.684,repair,repair_chuffed_fast,31.0,61.0,30.0,False,False,False
ALNS-A,Example12,12,1,16,110.281,3.591,destroy,destroy_random_workers_20pct,31.0,51.0,20.0,False,False,False
ALNS-A,Example12,12,1,16,110.281,3.591,repair,repair_chuffed_fast,31.0,51.0,20.0,False,False,False
ALNS-A,Example12,12,1,17,114.255,3.974,destroy,destroy_random_window_20pct,31.0,24.0,-7.0,True,False,False
ALNS-A,Example12,12,1,17,114.255,3.974,repair,repair_chuffed_long,31.0,24.0,-7.0,True,False,False
ALNS-A,Example12,12,1,18,117.692,3.437,destroy,destroy_worst_workers_30pct,24.0,61.0,37.0,False,False,False
ALNS-A,Example12,12,1,18,117.692,3.437,repair,repair_gecode_fast,24.0,61.0,37.0,False,False,False
ALNS-A,Example12,12,1,19,133.231,15.539,destroy,destroy_random_workers_20pct,24.0,32.0,8.0,False,False,False
ALNS-A,Example12,12,1,19,133.231,15.539,repair,repair_chuffed_long,24.0,32.0,8.0,False,False,False
ALNS-A,Example12,12,1,20,149.326,16.095,destroy,destroy_worst_days_30pct,24.0,73.0,49.0,False,False,False
ALNS-A,Example12,12,1,20,149.326,16.095,repair,repair_chuffed_long,24.0,73.0,49.0,False,False,False
ALNS-A,Example12,12,1,21,152.778,3.452,destroy,destroy_random_workers_20pct,24.0,36.0,12.0,True,False,False
ALNS-A,Example12,12,1,21,152.778,3.452,repair,repair_gecode_fast,24.0,36.0,12.0,True,False,False
ALNS-A,Example12,12,1,22,156.237,3.459,destroy,destroy_random_window_20pct,36.0,54.0,18.0,False,False,False
ALNS-A,Example12,12,1,22,156.237,3.459,repair,repair_gecode_fast,36.0,54.0,18.0,False,False,False
ALNS-A,Example12,12,1,23,157.174,0.937,destroy,destroy_all_forbidden_sequences,36.0,36.0,0.0,True,False,False
ALNS-A,Example12,12,1,23,157.174,0.937,repair,repair_gecode_fast,36.0,36.0,0.0,True,False,False
ALNS-A,Example12,12,1,24,159.71,2.536,destroy,destroy_random_window_20pct,36.0,27.0,-9.0,True,False,False
ALNS-A,Example12,12,1,24,159.71,2.536,repair,repair_gecode_fast,36.0,27.0,-9.0,True,False,False
ALNS-A,Example12,12,1,25,160.325,0.615,destroy,destroy_max_border_off,27.0,19.0,-8.0,True,False,False
ALNS-A,Example12,12,1,25,160.325,0.615,repair,repair_gecode_fast,27.0,19.0,-8.0,True,False,False
ALNS-A,Example12,12,1,26,163.947,3.622,destroy,destroy_random_workers_20pct,19.0,32.0,13.0,False,False,False
ALNS-A,Example12,12,1,26,163.947,3.622,repair,repair_chuffed_fast,19.0,32.0,13.0,False,False,False
ALNS-A,Example12,12,1,27,166.96,3.013,destroy,destroy_random_window_20pct,19.0,13.0,-6.0,True,False,False
ALNS-A,Example12,12,1,27,166.96,3.013,repair,repair_gecode_fast,19.0,13.0,-6.0,True,False,False
ALNS-A,Example12,12,1,28,171.048,4.088,destroy,destroy_worst_days_30pct,13.0,111.0,98.0,False,False,False
ALNS-A,Example12,12,1,28,171.048,4.088,repair,repair_chuffed_fast,13.0,111.0,98.0,False,False,False
ALNS-A,Example12,12,1,29,174.67,3.621,destroy,destroy_random_workers_20pct,13.0,28.0,15.0,False,False,False
ALNS-A,Example12,12,1,29,174.67,3.621,repair,repair_chuffed_fast,13.0,28.0,15.0,False,False,False
ALNS-A,Example12,12,1,30,175.362,0.693,destroy,destroy_worst_workers_10pct,13.0,12.0,-1.0,True,False,False
ALNS-A,Example12,12,1,30,175.362,0.693,repair,repair_gecode_fast,13.0,12.0,-1.0,True,False,False
ALNS-A,Example12,12,1,31,179.078,3.716,destroy,destroy_worst_workers_30pct,12.0,70.0,58.0,False,False,False
ALNS-A,Example12,12,1,31,179.078,3.716,repair,repair_chuffed_fast,12.0,70.0,58.0,False,False,False
ALNS-A,Example12,12,1,32,182.659,3.581,destroy,destroy_random_workers_20pct,12.0,35.0,23.0,False,False,False
ALNS-A,Example12,12,1,32,182.659,3.581,repair,repair_chuffed_fast,12.0,35.0,23.0,False,False,False
ALNS-A,Example12,12,2,1,0.919,0.919,destroy,destroy_max_border_shift_2,inf,254.0,nan,True,False,False
ALNS-A,Example12,12,2,1,0.919,0.919,repair,repair_gecode_long,inf,254.0,nan,True,False,False
ALNS-A,Example12,12,2,2,4.891,3.971,destroy,destroy_worst_workers_30pct,254.0,157.0,-97.0,True,False,False
ALNS-A,Example12,12,2,2,4.891,3.971,repair,repair_chuffed_fast,254.0,157.0,-97.0,True,False,False
ALNS-A,Example12,12,2,3,20.585,15.694,destroy,destroy_random_days_20pct,157.0,117.0,-40.0,True,False,False
ALNS-A,Example12,12,2,3,20.585,15.694,repair,repair_chuffed_long,157.0,117.0,-40.0,True,False,False
ALNS-A,Example12,12,2,4,24.174,3.589,destroy,destroy_worst_days_30pct,117.0,166.0,49.0,False,False,False
ALNS-A,Example12,12,2,4,24.174,3.589,repair,repair_gecode_fast,117.0,166.0,49.0,False,False,False
ALNS-A,Example12,12,2,5,27.764,3.59,destroy,destroy_streak_around_worst_worker,117.0,97.0,-20.0,True,False,False
ALNS-A,Example12,12,2,5,27.764,3.59,repair,repair_chuffed_fast,117.0,97.0,-20.0,True,False,False
ALNS-A,Example12,12,2,6,43.279,15.515,destroy,destroy_random_workers_20pct,97.0,112.0,15.0,False,False,False
ALNS-A,Example12,12,2,6,43.279,15.515,repair,repair_chuffed_long,97.0,112.0,15.0,False,False,False
ALNS-A,Example12,12,2,7,46.735,3.455,destroy,destroy_worst_workers_30pct,97.0,118.0,21.0,False,False,False
ALNS-A,Example12,12,2,7,46.735,3.455,repair,repair_gecode_fast,97.0,118.0,21.0,False,False,False
ALNS-A,Example12,12,2,8,47.346,0.612,destroy,destroy_all_forbidden_sequences,97.0,92.0,-5.0,True,False,False
ALNS-A,Example12,12,2,8,47.346,0.612,repair,repair_chuffed_long,97.0,92.0,-5.0,True,False,False
ALNS-A,Example12,12,2,9,49.348,2.002,destroy,destroy_random_window_20pct,92.0,76.0,-16.0,True,False,False
ALNS-A,Example12,12,2,9,49.348,2.002,repair,repair_chuffed_fast,92.0,76.0,-16.0,True,False,False
ALNS-A,Example12,12,2,10,53.037,3.689,destroy,destroy_worst_workers_30pct,76.0,125.0,49.0,False,False,False
ALNS-A,Example12,12,2,10,53.037,3.689,repair,repair_chuffed_fast,76.0,125.0,49.0,False,False,False
ALNS-A,Example12,12,2,11,56.732,3.695,destroy,destroy_worst_days_30pct,76.0,92.0,16.0,False,False,False
ALNS-A,Example12,12,2,11,56.732,3.695,repair,repair_chuffed_fast,76.0,92.0,16.0,False,False,False
ALNS-A,Example12,12,2,12,60.237,3.505,destroy,destroy_random_days_20pct,76.0,86.0,10.0,False,False,False
ALNS-A,Example12,12,2,12,60.237,3.505,repair,repair_chuffed_fast,76.0,86.0,10.0,False,False,False
ALNS-A,Example12,12,2,13,63.672,3.435,destroy,destroy_random_days_20pct,76.0,93.0,17.0,False,False,False
ALNS-A,Example12,12,2,13,63.672,3.435,repair,repair_gecode_fast,76.0,93.0,17.0,False,False,False
ALNS-A,Example12,12,2,14,67.084,3.412,destroy,destroy_random_workers_20pct,76.0,76.0,0.0,True,False,False
ALNS-A,Example12,12,2,14,67.084,3.412,repair,repair_gecode_fast,76.0,76.0,0.0,True,False,False
ALNS-A,Example12,12,2,15,67.708,0.624,destroy,destroy_all_forbidden_sequences,76.0,76.0,0.0,True,False,False
ALNS-A,Example12,12,2,15,67.708,0.624,repair,repair_chuffed_fast,76.0,76.0,0.0,True,False,False
ALNS-A,Example12,12,2,16,83.273,15.564,destroy,destroy_random_workers_20pct,76.0,88.0,12.0,False,False,False
ALNS-A,Example12,12,2,16,83.273,15.564,repair,repair_chuffed_long,76.0,88.0,12.0,False,False,False
ALNS-A,Example12,12,2,17,86.691,3.418,destroy,destroy_random_window_20pct,76.0,81.0,5.0,False,False,False
ALNS-A,Example12,12,2,17,86.691,3.418,repair,repair_gecode_fast,76.0,81.0,5.0,False,False,False
ALNS-A,Example12,12,2,18,89.454,2.763,destroy,destroy_random_window_20pct,76.0,68.0,-8.0,True,False,False
ALNS-A,Example12,12,2,18,89.454,2.763,repair,repair_chuffed_fast,76.0,68.0,-8.0,True,False,False
ALNS-A,Example12,12,2,19,90.486,1.032,destroy,destroy_max_border_off,68.0,36.0,-32.0,True,False,False
ALNS-A,Example12,12,2,19,90.486,1.032,repair,repair_gecode_fast,68.0,36.0,-32.0,True,False,False
ALNS-A,Example12,12,2,20,94.081,3.595,destroy,destroy_random_days_20pct,36.0,77.0,41.0,False,False,False
ALNS-A,Example12,12,2,20,94.081,3.595,repair,repair_chuffed_fast,36.0,77.0,41.0,False,False,False
ALNS-A,Example12,12,2,21,95.3,1.219,destroy,destroy_random_window_20pct,36.0,36.0,0.0,True,False,False
ALNS-A,Example12,12,2,21,95.3,1.219,repair,repair_chuffed_fast,36.0,36.0,0.0,True,False,False
ALNS-A,Example12,12,2,22,98.85,3.55,destroy,destroy_random_workers_20pct,36.0,57.0,21.0,False,False,False
ALNS-A,Example12,12,2,22,98.85,3.55,repair,repair_chuffed_fast,36.0,57.0,21.0,False,False,False
ALNS-A,Example12,12,2,23,102.255,3.405,destroy,destroy_random_window_20pct,36.0,35.0,-1.0,True,False,False
ALNS-A,Example12,12,2,23,102.255,3.405,repair,repair_gecode_fast,36.0,35.0,-1.0,True,False,False
ALNS-A,Example12,12,2,24,105.664,3.409,destroy,destroy_random_window_20pct,35.0,36.0,1.0,True,False,False
ALNS-A,Example12,12,2,24,105.664,3.409,repair,repair_gecode_fast,35.0,36.0,1.0,True,False,False
ALNS-A,Example12,12,2,25,109.105,3.441,destroy,destroy_worst_workers_30pct,36.0,88.0,52.0,False,False,False
ALNS-A,Example12,12,2,25,109.105,3.441,repair,repair_gecode_fast,36.0,88.0,52.0,False,False,False
ALNS-A,Example12,12,2,26,112.68,3.575,destroy,destroy_random_window_20pct,36.0,98.0,62.0,False,False,False
ALNS-A,Example12,12,2,26,112.68,3.575,repair,repair_chuffed_fast,36.0,98.0,62.0,False,False,False
ALNS-A,Example12,12,2,27,116.093,3.413,destroy,destroy_random_window_20pct,36.0,43.0,7.0,True,False,False
ALNS-A,Example12,12,2,27,116.093,3.413,repair,repair_gecode_fast,36.0,43.0,7.0,True,False,False
ALNS-A,Example12,12,2,28,119.788,3.695,destroy,destroy_streak_around_worst_worker,43.0,88.0,45.0,False,False,False
ALNS-A,Example12,12,2,28,119.788,3.695,repair,repair_chuffed_fast,43.0,88.0,45.0,False,False,False
ALNS-A,Example12,12,2,29,123.341,3.553,destroy,destroy_random_window_20pct,43.0,63.0,20.0,False,False,False
ALNS-A,Example12,12,2,29,123.341,3.553,repair,repair_chuffed_fast,43.0,63.0,20.0,False,False,False
ALNS-A,Example12,12,2,30,123.939,0.599,destroy,destroy_max_border_off,43.0,39.0,-4.0,True,False,False
ALNS-A,Example12,12,2,30,123.939,0.599,repair,repair_chuffed_fast,43.0,39.0,-4.0,True,False,False
ALNS-A,Example12,12,2,31,139.368,15.428,destroy,destroy_random_days_20pct,39.0,62.0,23.0,False,False,False
ALNS-A,Example12,12,2,31,139.368,15.428,repair,repair_gecode_long,39.0,62.0,23.0,False,False,False
ALNS-A,Example12,12,2,32,154.933,15.565,destroy,destroy_random_workers_20pct,39.0,51.0,12.0,False,False,False
ALNS-A,Example12,12,2,32,154.933,15.565,repair,repair_chuffed_long,39.0,51.0,12.0,False,False,False
ALNS-A,Example12,12,2,33,158.442,3.509,destroy,destroy_random_days_20pct,39.0,100.0,61.0,False,False,False
ALNS-A,Example12,12,2,33,158.442,3.509,repair,repair_chuffed_fast,39.0,100.0,61.0,False,False,False
ALNS-A,Example12,12,2,34,173.874,15.432,destroy,destroy_random_window_20pct,39.0,47.0,8.0,False,False,False
ALNS-A,Example12,12,2,34,173.874,15.432,repair,repair_gecode_long,39.0,47.0,8.0,False,False,False
ALNS-A,Example12,12,2,35,177.695,3.821,destroy,destroy_streak_around_worst_worker,39.0,111.0,72.0,False,False,False
ALNS-A,Example12,12,2,35,177.695,3.821,repair,repair_chuffed_fast,39.0,111.0,72.0,False,False,False
ALNS-A,Example12,12,2,36,181.116,3.42,destroy,destroy_random_window_20pct,39.0,70.0,31.0,False,False,False
ALNS-A,Example12,12,2,36,181.116,3.42,repair,repair_gecode_fast,39.0,70.0,31.0,False,False,False
ALNS-A,Example13,13,0,1,15.932,15.932,destroy,destroy_max_border_off,inf,398.0,nan,True,False,False
ALNS-A,Example13,13,0,1,15.932,15.932,repair,repair_chuffed_long,inf,398.0,nan,True,False,False
ALNS-A,Example13,13,0,2,19.607,3.675,destroy,destroy_random_window_20pct,398.0,121.0,-277.0,True,False,False
ALNS-A,Example13,13,0,2,19.607,3.675,repair,repair_gecode_fast,398.0,121.0,-277.0,True,False,False
ALNS-A,Example13,13,0,3,23.29,3.684,destroy,destroy_random_window_20pct,121.0,52.0,-69.0,True,False,False
ALNS-A,Example13,13,0,3,23.29,3.684,repair,repair_gecode_fast,121.0,52.0,-69.0,True,False,False
ALNS-A,Example13,13,0,4,23.927,0.637,destroy,destroy_all_forbidden_sequences,52.0,50.0,-2.0,True,False,False
ALNS-A,Example13,13,0,4,23.927,0.637,repair,repair_gecode_long,52.0,50.0,-2.0,True,False,False
ALNS-A,Example13,13,0,5,27.425,3.498,destroy,destroy_worst_workers_30pct,50.0,124.0,74.0,False,False,False
ALNS-A,Example13,13,0,5,27.425,3.498,repair,repair_gecode_fast,50.0,124.0,74.0,False,False,False
ALNS-A,Example13,13,0,6,30.851,3.426,destroy,destroy_random_window_20pct,50.0,63.0,13.0,False,False,False
ALNS-A,Example13,13,0,6,30.851,3.426,repair,repair_gecode_fast,50.0,63.0,13.0,False,False,False
ALNS-A,Example13,13,0,7,31.534,0.683,destroy,destroy_max_border_off,50.0,35.0,-15.0,True,False,False
ALNS-A,Example13,13,0,7,31.534,0.683,repair,repair_gecode_fast,50.0,35.0,-15.0,True,False,False
ALNS-A,Example13,13,0,8,34.979,3.444,destroy,destroy_random_window_20pct,35.0,35.0,0.0,True,False,False
ALNS-A,Example13,13,0,8,34.979,3.444,repair,repair_gecode_fast,35.0,35.0,0.0,True,False,False
ALNS-A,Example13,13,0,9,39.015,4.036,destroy,destroy_worst_workers_30pct,35.0,141.0,106.0,False,False,False
ALNS-A,Example13,13,0,9,39.015,4.036,repair,repair_chuffed_fast,35.0,141.0,106.0,False,False,False
ALNS-A,Example13,13,0,10,54.722,15.708,destroy,destroy_random_window_20pct,35.0,36.0,1.0,True,False,False
ALNS-A,Example13,13,0,10,54.722,15.708,repair,repair_chuffed_long,35.0,36.0,1.0,True,False,False
ALNS-A,Example13,13,0,11,58.218,3.496,destroy,destroy_random_workers_20pct,36.0,68.0,32.0,False,False,False
ALNS-A,Example13,13,0,11,58.218,3.496,repair,repair_gecode_fast,36.0,68.0,32.0,False,False,False
ALNS-A,Example13,13,0,12,58.869,0.651,destroy,destroy_max_border_off,36.0,32.0,-4.0,True,False,False
ALNS-A,Example13,13,0,12,58.869,0.651,repair,repair_gecode_long,36.0,32.0,-4.0,True,False,False
ALNS-A,Example13,13,0,13,62.399,3.53,destroy,destroy_worst_days_30pct,32.0,120.0,88.0,False,False,False
ALNS-A,Example13,13,0,13,62.399,3.53,repair,repair_gecode_fast,32.0,120.0,88.0,False,False,False
ALNS-A,Example13,13,0,14,66.021,3.622,destroy,destroy_random_window_20pct,32.0,82.0,50.0,False,False,False
ALNS-A,Example13,13,0,14,66.021,3.622,repair,repair_chuffed_fast,32.0,82.0,50.0,False,False,False
ALNS-A,Example13,13,0,15,69.476,3.456,destroy,destroy_random_workers_20pct,32.0,56.0,24.0,True,False,False
ALNS-A,Example13,13,0,15,69.476,3.456,repair,repair_gecode_fast,32.0,56.0,24.0,True,False,False
ALNS-A,Example13,13,0,16,73.02,3.543,destroy,destroy_max_border_off,56.0,27.0,-29.0,True,False,False
ALNS-A,Example13,13,0,16,73.02,3.543,repair,repair_chuffed_fast,56.0,27.0,-29.0,True,False,False
ALNS-A,Example13,13,0,17,88.574,15.554,destroy,destroy_random_window_20pct,27.0,100.0,73.0,False,False,False
ALNS-A,Example13,13,0,17,88.574,15.554,repair,repair_gecode_long,27.0,100.0,73.0,False,False,False
ALNS-A,Example13,13,0,18,104.077,15.503,destroy,destroy_worst_workers_30pct,27.0,104.0,77.0,False,False,False
ALNS-A,Example13,13,0,18,104.077,15.503,repair,repair_gecode_long,27.0,104.0,77.0,False,False,False
ALNS-A,Example13,13,0,19,107.527,3.45,destroy,destroy_random_workers_20pct,27.0,52.0,25.0,False,False,False
ALNS-A,Example13,13,0,19,107.527,3.45,repair,repair_gecode_fast,27.0,52.0,25.0,False,False,False
ALNS-A,Example13,13,0,20,123.028,15.501,destroy,destroy_worst_workers_30pct,27.0,106.0,79.0,False,False,False
ALNS-A,Example13,13,0,20,123.028,15.501,repair,repair_gecode_long,27.0,106.0,79.0,False,False,False
ALNS-A,Example13,13,0,21,126.556,3.528,destroy,destroy_worst_days_30pct,27.0,93.0,66.0,False,False,False
ALNS-A,Example13,13,0,21,126.556,3.528,repair,repair_gecode_fast,27.0,93.0,66.0,False,False,False
ALNS-A,Example13,13,0,22,130.008,3.452,destroy,destroy_random_workers_20pct,27.0,57.0,30.0,False,False,False
ALNS-A,Example13,13,0,22,130.008,3.452,repair,repair_gecode_fast,27.0,57.0,30.0,False,False,False
ALNS-A,Example13,13,0,23,145.441,15.433,destroy,destroy_random_window_20pct,27.0,80.0,53.0,False,False,False
ALNS-A,Example13,13,0,23,145.441,15.433,repair,repair_gecode_long,27.0,80.0,53.0,False,False,False
ALNS-A,Example13,13,0,24,149.445,4.004,destroy,destroy_worst_workers_30pct,27.0,113.0,86.0,False,False,False
ALNS-A,Example13,13,0,24,149.445,4.004,repair,repair_chuffed_fast,27.0,113.0,86.0,False,False,False
ALNS-A,Example13,13,0,25,153.417,3.972,destroy,destroy_worst_workers_30pct,27.0,122.0,95.0,False,False,False
ALNS-A,Example13,13,0,25,153.417,3.972,repair,repair_chuffed_fast,27.0,122.0,95.0,False,False,False
ALNS-A,Example13,13,0,26,157.303,3.885,destroy,destroy_random_window_20pct,27.0,57.0,30.0,False,False,False
ALNS-A,Example13,13,0,26,157.303,3.885,repair,repair_chuffed_fast,27.0,57.0,30.0,False,False,False
ALNS-A,Example13,13,0,27,207.938,50.635,destroy,destroy_exploration,27.0,50.0,23.0,False,False,True
ALNS-A,Example13,13,0,27,207.938,50.635,repair,repair_exploration,27.0,50.0,23.0,False,False,True
ALNS-A,Example13,13,1,1,1.759,1.759,destroy,destroy_max_border_shift_1,inf,158.0,nan,True,False,False
ALNS-A,Example13,13,1,1,1.759,1.759,repair,repair_chuffed_fast,inf,158.0,nan,True,False,False
ALNS-A,Example13,13,1,2,5.538,3.779,destroy,destroy_random_window_20pct,158.0,83.0,-75.0,True,False,False
ALNS-A,Example13,13,1,2,5.538,3.779,repair,repair_gecode_fast,158.0,83.0,-75.0,True,False,False
ALNS-A,Example13,13,1,3,9.317,3.779,destroy,destroy_max_border_off,83.0,65.0,-18.0,True,False,False
ALNS-A,Example13,13,1,3,9.317,3.779,repair,repair_chuffed_fast,83.0,65.0,-18.0,True,False,False
ALNS-A,Example13,13,1,4,13.497,4.18,destroy,destroy_random_window_20pct,65.0,132.0,67.0,False,False,False
ALNS-A,Example13,13,1,4,13.497,4.18,repair,repair_chuffed_fast,65.0,132.0,67.0,False,False,False
ALNS-A,Example13,13,1,5,14.241,0.743,destroy,destroy_all_forbidden_sequences,65.0,60.0,-5.0,True,False,False
ALNS-A,Example13,13,1,5,14.241,0.743,repair,repair_gecode_long,65.0,60.0,-5.0,True,False,False
ALNS-A,Example13,13,1,6,17.758,3.517,destroy,destroy_worst_workers_30pct,60.0,139.0,79.0,False,False,False
ALNS-A,Example13,13,1,6,17.758,3.517,repair,repair_gecode_fast,60.0,139.0,79.0,False,False,False
ALNS-A,Example13,13,1,7,21.203,3.445,destroy,destroy_random_window_20pct,60.0,56.0,-4.0,True,False,False
ALNS-A,Example13,13,1,7,21.203,3.445,repair,repair_gecode_fast,60.0,56.0,-4.0,True,False,False
ALNS-A,Example13,13,1,8,24.652,3.449,destroy,destroy_random_workers_20pct,56.0,83.0,27.0,False,False,False
ALNS-A,Example13,13,1,8,24.652,3.449,repair,repair_gecode_fast,56.0,83.0,27.0,False,False,False
ALNS-A,Example13,13,1,9,40.103,15.451,destroy,destroy_random_workers_20pct,56.0,71.0,15.0,False,False,False
ALNS-A,Example13,13,1,9,40.103,15.451,repair,repair_gecode_long,56.0,71.0,15.0,False,False,False
ALNS-A,Example13,13,1,10,43.791,3.688,destroy,destroy_random_workers_20pct,56.0,88.0,32.0,False,False,False
ALNS-A,Example13,13,1,10,43.791,3.688,repair,repair_chuffed_fast,56.0,88.0,32.0,False,False,False
ALNS-A,Example13,13,1,11,47.243,3.452,destroy,destroy_random_workers_20pct,56.0,87.0,31.0,False,False,False
ALNS-A,Example13,13,1,11,47.243,3.452,repair,repair_gecode_fast,56.0,87.0,31.0,False,False,False
ALNS-A,Example13,13,1,12,50.944,3.701,destroy,destroy_random_workers_20pct,56.0,107.0,51.0,False,False,False
ALNS-A,Example13,13,1,12,50.944,3.701,repair,repair_chuffed_fast,56.0,107.0,51.0,False,False,False
ALNS-A,Example13,13,1,13,67.287,16.343,destroy,destroy_streak_around_worst_worker,56.0,195.0,139.0,False,False,False
ALNS-A,Example13,13,1,13,67.287,16.343,repair,repair_chuffed_long,56.0,195.0,139.0,False,False,False
ALNS-A,Example13,13,1,14,82.831,15.544,destroy,destroy_max_border_off,56.0,40.0,-16.0,True,False,False
