algorithm,instance,instance_index,seed,iteration,elapsed,step_runtime,operator_type,operator_name,objective_before,objective_after,delta_objective,accepted,repair_failed,used_exploration
ALNS-A,Example5,5,0,11,26.85,3.417,destroy,destroy_random_workers_20pct,19.0,22.0,3.0,False,False,False
ALNS-A,Example5,5,0,11,26.85,3.417,repair,repair_chuffed_fast,19.0,22.0,3.0,False,False,False
ALNS-A,Example5,5,0,12,30.266,3.415,destroy,destroy_random_workers_20pct,19.0,24.0,5.0,False,False,False
ALNS-A,Example5,5,0,12,30.266,3.415,repair,repair_chuffed_fast,19.0,24.0,5.0,False,False,False
ALNS-A,Example5,5,0,13,33.682,3.417,destroy,destroy_random_workers_20pct,19.0,16.0,-3.0,True,False,False
ALNS-A,Example5,5,0,13,33.682,3.417,repair,repair_gecode_fast,19.0,16.0,-3.0,True,False,False
ALNS-A,Example5,5,0,14,49.154,15.472,destroy,destroy_worst_workers_30pct,16.0,29.0,13.0,False,False,False
ALNS-A,Example5,5,0,14,49.154,15.472,repair,repair_chuffed_long,16.0,29.0,13.0,False,False,False
ALNS-A,Example5,5,0,15,52.579,3.425,destroy,destroy_worst_days_30pct,16.0,38.0,22.0,False,False,False
ALNS-A,Example5,5,0,15,52.579,3.425,repair,repair_gecode_fast,16.0,38.0,22.0,False,False,False
ALNS-A,Example5,5,0,16,53.49,0.911,destroy,destroy_all_forbidden_sequences,16.0,14.0,-2.0,True,False,False
ALNS-A,Example5,5,0,16,53.49,0.911,repair,repair_chuffed_fast,16.0,14.0,-2.0,True,False,False
ALNS-A,Example5,5,0,17,54.218,0.727,destroy,destroy_random_window_20pct,14.0,13.0,-1.0,True,False,False
ALNS-A,Example5,5,0,17,54.218,0.727,repair,repair_gecode_fast,14.0,13.0,-1.0,True,False,False
ALNS-A,Example5,5,0,18,57.644,3.426,destroy,destroy_random_workers_20pct,13.0,14.0,1.0,True,False,False
ALNS-A,Example5,5,0,18,57.644,3.426,repair,repair_chuffed_fast,13.0,14.0,1.0,True,False,False
ALNS-A,Example5,5,0,19,61.067,3.423,destroy,destroy_worst_workers_30pct,14.0,39.0,25.0,False,False,False
ALNS-A,Example5,5,0,19,61.067,3.423,repair,repair_gecode_fast,14.0,39.0,25.0,False,False,False
ALNS-A,Example5,5,0,20,61.797,0.73,destroy,destroy_all_forbidden_sequences,14.0,14.0,0.0,True,False,False
ALNS-A,Example5,5,0,20,61.797,0.73,repair,repair_gecode_fast,14.0,14.0,0.0,True,False,False
ALNS-A,Example5,5,0,21,77.23,15.432,destroy,destroy_random_workers_20pct,14.0,13.0,-1.0,True,False,False
ALNS-A,Example5,5,0,21,77.23,15.432,repair,repair_chuffed_long,14.0,13.0,-1.0,True,False,False
ALNS-A,Example5,5,0,22,77.874,0.645,destroy,destroy_random_window_20pct,13.0,11.0,-2.0,True,False,False
ALNS-A,Example5,5,0,22,77.874,0.645,repair,repair_gecode_fast,13.0,11.0,-2.0,True,False,False
ALNS-A,Example5,5,0,23,80.969,3.095,destroy,destroy_random_window_20pct,11.0,8.0,-3.0,True,False,False
ALNS-A,Example5,5,0,23,80.969,3.095,repair,repair_gecode_fast,11.0,8.0,-3.0,True,False,False
ALNS-A,Example5,5,0,24,82.08,1.111,destroy,destroy_random_window_20pct,8.0,8.0,0.0,True,False,False
ALNS-A,Example5,5,0,24,82.08,1.111,repair,repair_chuffed_long,8.0,8.0,0.0,True,False,False
ALNS-A,Example5,5,0,25,82.867,0.787,destroy,destroy_random_window_20pct,8.0,7.0,-1.0,True,False,False
ALNS-A,Example5,5,0,25,82.867,0.787,repair,repair_chuffed_fast,8.0,7.0,-1.0,True,False,False
ALNS-A,Example5,5,0,26,83.739,0.871,destroy,destroy_random_workers_20pct,7.0,7.0,0.0,True,False,False
ALNS-A,Example5,5,0,26,83.739,0.871,repair,repair_gecode_long,7.0,7.0,0.0,True,False,False
ALNS-A,Example5,5,0,27,87.156,3.418,destroy,destroy_random_window_20pct,7.0,19.0,12.0,True,False,False
ALNS-A,Example5,5,0,27,87.156,3.418,repair,repair_gecode_fast,7.0,19.0,12.0,True,False,False
ALNS-A,Example5,5,0,28,88.182,1.025,destroy,destroy_random_workers_20pct,19.0,10.0,-9.0,True,False,False
ALNS-A,Example5,5,0,28,88.182,1.025,repair,repair_gecode_fast,19.0,10.0,-9.0,True,False,False
ALNS-A,Example5,5,0,29,91.342,3.16,destroy,destroy_random_workers_20pct,10.0,9.0,-1.0,True,False,False
ALNS-A,Example5,5,0,29,91.342,3.16,repair,repair_gecode_fast,10.0,9.0,-1.0,True,False,False
ALNS-A,Example5,5,0,30,92.064,0.722,destroy,destroy_random_window_20pct,9.0,8.0,-1.0,True,False,False
ALNS-A,Example5,5,0,30,92.064,0.722,repair,repair_gecode_fast,9.0,8.0,-1.0,True,False,False
ALNS-A,Example5,5,0,31,93.006,0.942,destroy,destroy_random_window_20pct,8.0,8.0,0.0,True,False,False
ALNS-A,Example5,5,0,31,93.006,0.942,repair,repair_chuffed_long,8.0,8.0,0.0,True,False,False
ALNS-A,Example5,5,0,32,105.552,12.547,destroy,destroy_random_window_20pct,8.0,5.0,-3.0,True,False,False
ALNS-A,Example5,5,0,32,105.552,12.547,repair,repair_chuffed_long,8.0,5.0,-3.0,True,False,False
ALNS-A,Example5,5,0,33,106.51,0.958,destroy,destroy_random_workers_20pct,5.0,5.0,0.0,True,False,False
ALNS-A,Example5,5,0,33,106.51,0.958,repair,repair_gecode_fast,5.0,5.0,0.0,True,False,False
ALNS-A,Example5,5,0,34,107.199,0.689,destroy,destroy_random_window_20pct,5.0,5.0,0.0,True,False,False
ALNS-A,Example5,5,0,34,107.199,0.689,repair,repair_gecode_fast,5.0,5.0,0.0,True,False,False
ALNS-A,Example5,5,0,35,110.648,3.449,destroy,destroy_random_window_20pct,5.0,26.0,21.0,False,False,False
ALNS-A,Example5,5,0,35,110.648,3.449,repair,repair_chuffed_fast,5.0,26.0,21.0,False,False,False
ALNS-A,Example5,5,0,36,111.638,0.99,destroy,destroy_random_workers_20pct,5.0,5.0,0.0,True,False,False
ALNS-A,Example5,5,0,36,111.638,0.99,repair,repair_gecode_long,5.0,5.0,0.0,True,False,False
ALNS-A,Example5,5,0,37,115.058,3.42,destroy,destroy_random_window_20pct,5.0,16.0,11.0,True,False,False
ALNS-A,Example5,5,0,37,115.058,3.42,repair,repair_gecode_fast,5.0,16.0,11.0,True,False,False
ALNS-A,Example5,5,0,38,118.469,3.411,destroy,destroy_random_workers_20pct,16.0,14.0,-2.0,True,False,False
ALNS-A,Example5,5,0,38,118.469,3.411,repair,repair_gecode_fast,16.0,14.0,-2.0,True,False,False
ALNS-A,Example5,5,0,39,119.215,0.745,destroy,destroy_random_window_20pct,14.0,9.0,-5.0,True,False,False
ALNS-A,Example5,5,0,39,119.215,0.745,repair,repair_chuffed_fast,14.0,9.0,-5.0,True,False,False
ALNS-A,Example5,5,0,40,122.653,3.439,destroy,destroy_random_workers_20pct,9.0,24.0,15.0,False,False,False
ALNS-A,Example5,5,0,40,122.653,3.439,repair,repair_chuffed_fast,9.0,24.0,15.0,False,False,False
ALNS-A,Example5,5,0,41,126.114,3.461,destroy,destroy_random_window_20pct,9.0,42.0,33.0,False,False,False
ALNS-A,Example5,5,0,41,126.114,3.461,repair,repair_chuffed_fast,9.0,42.0,33.0,False,False,False
ALNS-A,Example5,5,0,42,127.061,0.947,destroy,destroy_random_window_20pct,9.0,7.0,-2.0,True,False,False
ALNS-A,Example5,5,0,42,127.061,0.947,repair,repair_chuffed_fast,9.0,7.0,-2.0,True,False,False
ALNS-A,Example5,5,0,43,127.749,0.688,destroy,destroy_random_window_20pct,7.0,7.0,0.0,True,False,False
ALNS-A,Example5,5,0,43,127.749,0.688,repair,repair_chuffed_fast,7.0,7.0,0.0,True,False,False
ALNS-A,Example5,5,0,44,128.407,0.657,destroy,destroy_random_window_20pct,7.0,7.0,0.0,True,False,False
ALNS-A,Example5,5,0,44,128.407,0.657,repair,repair_chuffed_fast,7.0,7.0,0.0,True,False,False
ALNS-A,Example5,5,0,45,135.232,6.825,destroy,destroy_random_window_20pct,7.0,7.0,0.0,True,False,False
ALNS-A,Example5,5,0,45,135.232,6.825,repair,repair_chuffed_long,7.0,7.0,0.0,True,False,False
ALNS-A,Example5,5,0,46,150.761,15.529,destroy,destroy_worst_days_30pct,7.0,33.0,26.0,False,False,False
ALNS-A,Example5,5,0,46,150.761,15.529,repair,repair_chuffed_long,7.0,33.0,26.0,False,False,False
ALNS-A,Example5,5,0,47,155.615,4.854,destroy,destroy_random_window_20pct,7.0,7.0,0.0,True,False,False
ALNS-A,Example5,5,0,47,155.615,4.854,repair,repair_chuffed_long,7.0,7.0,0.0,True,False,False
ALNS-A,Example5,5,0,48,156.336,0.721,destroy,destroy_random_window_20pct,7.0,6.0,-1.0,True,False,False
ALNS-A,Example5,5,0,48,156.336,0.721,repair,repair_gecode_fast,7.0,6.0,-1.0,True,False,False
ALNS-A,Example5,5,0,49,158.455,2.118,destroy,destroy_random_window_20pct,6.0,6.0,0.0,True,False,False
ALNS-A,Example5,5,0,49,158.455,2.118,repair,repair_chuffed_long,6.0,6.0,0.0,True,False,False
ALNS-A,Example5,5,0,50,159.125,0.67,destroy,destroy_random_window_20pct,6.0,6.0,0.0,True,False,False
ALNS-A,Example5,5,0,50,159.125,0.67,repair,repair_gecode_fast,6.0,6.0,0.0,True,False,False
ALNS-A,Example5,5,0,51,174.608,15.483,destroy,destroy_worst_workers_30pct,6.0,24.0,18.0,False,False,False
ALNS-A,Example5,5,0,51,174.608,15.483,repair,repair_chuffed_long,6.0,24.0,18.0,False,False,False
ALNS-A,Example5,5,0,52,178.096,3.488,destroy,destroy_worst_days_30pct,6.0,49.0,43.0,False,False,False
ALNS-A,Example5,5,0,52,178.096,3.488,repair,repair_chuffed_fast,6.0,49.0,43.0,False,False,False
ALNS-A,Example5,5,0,53,179.404,1.308,destroy,destroy_random_window_20pct,6.0,6.0,0.0,True,False,False
ALNS-A,Example5,5,0,53,179.404,1.308,repair,repair_chuffed_fast,6.0,6.0,0.0,True,False,False
ALNS-A,Example5,5,0,54,180.322,0.918,destroy,destroy_random_window_20pct,6.0,6.0,0.0,True,False,False
ALNS-A,Example5,5,0,54,180.322,0.918,repair,repair_chuffed_fast,6.0,6.0,0.0,True,False,False
ALNS-A,Example5,5,1,1,1.689,1.689,destroy,destroy_random_window_20pct,inf,30.0,nan,True,False,False
ALNS-A,Example5,5,1,1,1.689,1.689,repair,repair_chuffed_fast,inf,30.0,nan,True,False,False
ALNS-A,Example5,5,1,2,5.397,3.708,destroy,destroy_worst_workers_30pct,30.0,20.0,-10.0,True,False,False
ALNS-A,Example5,5,1,2,5.397,3.708,repair,repair_gecode_fast,30.0,20.0,-10.0,True,False,False
ALNS-A,Example5,5,1,3,6.625,1.229,destroy,destroy_worst_days_10pct,20.0,14.0,-6.0,True,False,False
ALNS-A,Example5,5,1,3,6.625,1.229,repair,repair_chuffed_fast,20.0,14.0,-6.0,True,False,False
ALNS-A,Example5,5,1,4,7.5,0.874,destroy,destroy_worst_workers_10pct,14.0,10.0,-4.0,True,False,False
ALNS-A,Example5,5,1,4,7.5,0.874,repair,repair_gecode_fast,14.0,10.0,-4.0,True,False,False
ALNS-A,Example5,5,1,5,8.253,0.753,destroy,destroy_random_window_20pct,10.0,10.0,0.0,True,False,False
ALNS-A,Example5,5,1,5,8.253,0.753,repair,repair_gecode_fast,10.0,10.0,0.0,True,False,False
ALNS-A,Example5,5,1,6,11.841,3.588,destroy,destroy_worst_days_30pct,10.0,37.0,27.0,False,False,False
ALNS-A,Example5,5,1,6,11.841,3.588,repair,repair_gecode_fast,10.0,37.0,27.0,False,False,False
ALNS-A,Example5,5,1,7,12.517,0.676,destroy,destroy_all_forbidden_sequences,10.0,8.0,-2.0,True,False,False
ALNS-A,Example5,5,1,7,12.517,0.676,repair,repair_gecode_fast,10.0,8.0,-2.0,True,False,False
ALNS-A,Example5,5,1,8,15.94,3.423,destroy,destroy_worst_workers_30pct,8.0,35.0,27.0,False,False,False
ALNS-A,Example5,5,1,8,15.94,3.423,repair,repair_gecode_fast,8.0,35.0,27.0,False,False,False
ALNS-A,Example5,5,1,9,19.386,3.446,destroy,destroy_worst_days_30pct,8.0,48.0,40.0,False,False,False
ALNS-A,Example5,5,1,9,19.386,3.446,repair,repair_gecode_fast,8.0,48.0,40.0,False,False,False
ALNS-A,Example5,5,1,10,20.274,0.887,destroy,destroy_random_window_20pct,8.0,8.0,0.0,True,False,False
ALNS-A,Example5,5,1,10,20.274,0.887,repair,repair_chuffed_fast,8.0,8.0,0.0,True,False,False
ALNS-A,Example5,5,1,11,23.882,3.608,destroy,destroy_streak_around_worst_worker,8.0,31.0,23.0,False,False,False
ALNS-A,Example5,5,1,11,23.882,3.608,repair,repair_chuffed_fast,8.0,31.0,23.0,False,False,False
ALNS-A,Example5,5,1,12,27.325,3.443,destroy,destroy_random_workers_20pct,8.0,12.0,4.0,False,False,False
ALNS-A,Example5,5,1,12,27.325,3.443,repair,repair_chuffed_fast,8.0,12.0,4.0,False,False,False
ALNS-A,Example5,5,1,13,42.737,15.412,destroy,destroy_random_workers_20pct,8.0,15.0,7.0,False,False,False
ALNS-A,Example5,5,1,13,42.737,15.412,repair,repair_gecode_long,8.0,15.0,7.0,False,False,False
ALNS-A,Example5,5,1,14,46.186,3.449,destroy,destroy_random_window_20pct,8.0,17.0,9.0,False,False,False
ALNS-A,Example5,5,1,14,46.186,3.449,repair,repair_chuffed_fast,8.0,17.0,9.0,False,False,False
ALNS-A,Example5,5,1,15,49.04,2.854,destroy,destroy_random_window_20pct,8.0,8.0,0.0,True,False,False
ALNS-A,Example5,5,1,15,49.04,2.854,repair,repair_chuffed_fast,8.0,8.0,0.0,True,False,False
ALNS-A,Example5,5,1,16,52.452,3.412,destroy,destroy_random_workers_20pct,8.0,8.0,0.0,True,False,False
ALNS-A,Example5,5,1,16,52.452,3.412,repair,repair_gecode_fast,8.0,8.0,0.0,True,False,False
ALNS-A,Example5,5,1,17,68.031,15.58,destroy,destroy_streak_around_worst_worker,8.0,58.0,50.0,False,False,False
ALNS-A,Example5,5,1,17,68.031,15.58,repair,repair_chuffed_long,8.0,58.0,50.0,False,False,False
ALNS-A,Example5,5,1,18,68.782,0.75,destroy,destroy_exploration,8.0,8.0,0.0,True,False,True
ALNS-A,Example5,5,1,18,68.782,0.75,repair,repair_exploration,8.0,8.0,0.0,True,False,True
ALNS-A,Example5,5,1,19,73.429,4.647,destroy,destroy_exploration,8.0,7.0,-1.0,True,False,True
ALNS-A,Example5,5,1,19,73.429,4.647,repair,repair_exploration,8.0,7.0,-1.0,True,False,True
ALNS-A,Example5,5,1,20,76.877,3.448,destroy,destroy_random_workers_20pct,7.0,14.0,7.0,False,False,False
ALNS-A,Example5,5,1,20,76.877,3.448,repair,repair_chuffed_fast,7.0,14.0,7.0,False,False,False
ALNS-A,Example5,5,1,21,78.982,2.105,destroy,destroy_random_workers_20pct,7.0,5.0,-2.0,True,False,False
ALNS-A,Example5,5,1,21,78.982,2.105,repair,repair_gecode_fast,7.0,5.0,-2.0,True,False,False
ALNS-A,Example5,5,1,22,80.202,1.22,destroy,destroy_random_window_20pct,5.0,3.0,-2.0,True,False,False
ALNS-A,Example5,5,1,22,80.202,1.22,repair,repair_chuffed_fast,5.0,3.0,-2.0,True,False,False
ALNS-A,Example5,5,1,23,81.835,1.633,destroy,destroy_random_window_20pct,3.0,2.0,-1.0,True,False,False
ALNS-A,Example5,5,1,23,81.835,1.633,repair,repair_gecode_long,3.0,2.0,-1.0,True,False,False
ALNS-A,Example5,5,1,24,83.021,1.186,destroy,destroy_random_window_20pct,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,24,83.021,1.186,repair,repair_chuffed_fast,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,25,86.458,3.437,destroy,destroy_worst_workers_30pct,2.0,28.0,26.0,False,False,False
ALNS-A,Example5,5,1,25,86.458,3.437,repair,repair_gecode_fast,2.0,28.0,26.0,False,False,False
ALNS-A,Example5,5,1,26,89.892,3.434,destroy,destroy_worst_workers_30pct,2.0,15.0,13.0,False,False,False
ALNS-A,Example5,5,1,26,89.892,3.434,repair,repair_gecode_fast,2.0,15.0,13.0,False,False,False
ALNS-A,Example5,5,1,27,105.313,15.421,destroy,destroy_worst_days_30pct,2.0,35.0,33.0,False,False,False
ALNS-A,Example5,5,1,27,105.313,15.421,repair,repair_gecode_long,2.0,35.0,33.0,False,False,False
ALNS-A,Example5,5,1,28,108.782,3.469,destroy,destroy_worst_workers_30pct,2.0,26.0,24.0,False,False,False
ALNS-A,Example5,5,1,28,108.782,3.469,repair,repair_chuffed_fast,2.0,26.0,24.0,False,False,False
ALNS-A,Example5,5,1,29,111.323,2.54,destroy,destroy_random_window_20pct,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,29,111.323,2.54,repair,repair_chuffed_fast,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,30,112.607,1.284,destroy,destroy_streak_around_worst_worker,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,30,112.607,1.284,repair,repair_gecode_fast,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,31,114.409,1.802,destroy,destroy_random_days_20pct,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,31,114.409,1.802,repair,repair_chuffed_fast,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,32,116.177,1.768,destroy,destroy_random_workers_20pct,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,32,116.177,1.768,repair,repair_chuffed_fast,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,33,119.665,3.488,destroy,destroy_worst_workers_30pct,2.0,30.0,28.0,False,False,False
ALNS-A,Example5,5,1,33,119.665,3.488,repair,repair_chuffed_fast,2.0,30.0,28.0,False,False,False
ALNS-A,Example5,5,1,34,129.118,9.453,destroy,destroy_exploration,2.0,2.0,0.0,True,False,True
ALNS-A,Example5,5,1,34,129.118,9.453,repair,repair_exploration,2.0,2.0,0.0,True,False,True
ALNS-A,Example5,5,1,35,130.27,1.152,destroy,destroy_exploration,2.0,2.0,0.0,True,False,True
ALNS-A,Example5,5,1,35,130.27,1.152,repair,repair_exploration,2.0,2.0,0.0,True,False,True
ALNS-A,Example5,5,1,36,132.67,2.4,destroy,destroy_random_workers_20pct,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,36,132.67,2.4,repair,repair_gecode_fast,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,37,136.143,3.473,destroy,destroy_worst_days_30pct,2.0,38.0,36.0,False,False,False
ALNS-A,Example5,5,1,37,136.143,3.473,repair,repair_chuffed_fast,2.0,38.0,36.0,False,False,False
ALNS-A,Example5,5,1,38,136.695,0.552,destroy,destroy_all_forbidden_sequences,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,38,136.695,0.552,repair,repair_gecode_long,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,39,140.118,3.424,destroy,destroy_worst_workers_30pct,2.0,18.0,16.0,False,False,False
ALNS-A,Example5,5,1,39,140.118,3.424,repair,repair_gecode_fast,2.0,18.0,16.0,False,False,False
ALNS-A,Example5,5,1,40,141.202,1.084,destroy,destroy_random_workers_20pct,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,40,141.202,1.084,repair,repair_gecode_long,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,41,142.619,1.416,destroy,destroy_random_workers_20pct,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,41,142.619,1.416,repair,repair_gecode_long,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,42,143.801,1.183,destroy,destroy_random_days_20pct,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,42,143.801,1.183,repair,repair_gecode_fast,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,43,148.881,5.08,destroy,destroy_random_days_20pct,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,43,148.881,5.08,repair,repair_gecode_long,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,44,149.472,0.591,destroy,destroy_exploration,2.0,2.0,0.0,True,False,True
ALNS-A,Example5,5,1,44,149.472,0.591,repair,repair_exploration,2.0,2.0,0.0,True,False,True
ALNS-A,Example5,5,1,45,150.933,1.461,destroy,destroy_exploration,2.0,2.0,0.0,True,False,True
ALNS-A,Example5,5,1,45,150.933,1.461,repair,repair_exploration,2.0,2.0,0.0,True,False,True
ALNS-A,Example5,5,1,46,154.369,3.436,destroy,destroy_worst_days_30pct,2.0,56.0,54.0,False,False,False
ALNS-A,Example5,5,1,46,154.369,3.436,repair,repair_gecode_fast,2.0,56.0,54.0,False,False,False
ALNS-A,Example5,5,1,47,157.784,3.415,destroy,destroy_random_workers_20pct,2.0,8.0,6.0,False,False,False
ALNS-A,Example5,5,1,47,157.784,3.415,repair,repair_gecode_fast,2.0,8.0,6.0,False,False,False
ALNS-A,Example5,5,1,48,159.844,2.06,destroy,destroy_random_workers_20pct,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,48,159.844,2.06,repair,repair_chuffed_fast,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,49,162.72,2.876,destroy,destroy_random_workers_20pct,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,49,162.72,2.876,repair,repair_gecode_long,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,50,163.416,0.696,destroy,destroy_worst_workers_10pct,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,50,163.416,0.696,repair,repair_gecode_fast,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,51,165.307,1.89,destroy,destroy_random_days_20pct,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,51,165.307,1.89,repair,repair_chuffed_fast,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,52,168.793,3.486,destroy,destroy_random_window_20pct,2.0,20.0,18.0,False,False,False
ALNS-A,Example5,5,1,52,168.793,3.486,repair,repair_chuffed_fast,2.0,20.0,18.0,False,False,False
ALNS-A,Example5,5,1,53,169.852,1.059,destroy,destroy_random_workers_20pct,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,53,169.852,1.059,repair,repair_chuffed_fast,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,54,171.604,1.752,destroy,destroy_exploration,2.0,2.0,0.0,True,False,True
ALNS-A,Example5,5,1,54,171.604,1.752,repair,repair_exploration,2.0,2.0,0.0,True,False,True
ALNS-A,Example5,5,1,55,172.208,0.604,destroy,destroy_exploration,2.0,2.0,0.0,True,False,True
ALNS-A,Example5,5,1,55,172.208,0.604,repair,repair_exploration,2.0,2.0,0.0,True,False,True
ALNS-A,Example5,5,1,56,173.133,0.925,destroy,destroy_random_window_20pct,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,56,173.133,0.925,repair,repair_chuffed_fast,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,57,176.534,3.4,destroy,destroy_random_days_20pct,2.0,28.0,26.0,False,False,False
ALNS-A,Example5,5,1,57,176.534,3.4,repair,repair_chuffed_fast,2.0,28.0,26.0,False,False,False
ALNS-A,Example5,5,1,58,177.191,0.657,destroy,destroy_random_window_20pct,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,58,177.191,0.657,repair,repair_gecode_long,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,59,179.24,2.049,destroy,destroy_random_days_20pct,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,59,179.24,2.049,repair,repair_gecode_long,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,60,179.795,0.555,destroy,destroy_all_forbidden_sequences,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,60,179.795,0.555,repair,repair_gecode_fast,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,61,181.518,1.723,destroy,destroy_random_workers_20pct,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,1,61,181.518,1.723,repair,repair_gecode_fast,2.0,2.0,0.0,True,False,False
ALNS-A,Example5,5,2,1,1.064,1.064,destroy,destroy_worst_workers_10pct,inf,43.0,nan,True,False,False
ALNS-A,Example5,5,2,1,1.064,1.064,repair,repair_gecode_long,inf,43.0,nan,True,False,False
ALNS-A,Example5,5,2,2,1.854,0.79,destroy,destroy_max_border_off,43.0,43.0,0.0,True,False,False
ALNS-A,Example5,5,2,2,1.854,0.79,repair,repair_chuffed_fast,43.0,43.0,0.0,True,False,False
ALNS-A,Example5,5,2,3,5.291,3.436,destroy,destroy_all_forbidden_sequences,43.0,32.0,-11.0,True,False,False
ALNS-A,Example5,5,2,3,5.291,3.436,repair,repair_gecode_fast,43.0,32.0,-11.0,True,False,False
ALNS-A,Example5,5,2,4,8.454,3.163,destroy,destroy_streak_around_worst_worker,32.0,27.0,-5.0,True,False,False
ALNS-A,Example5,5,2,4,8.454,3.163,repair,repair_gecode_long,32.0,27.0,-5.0,True,False,False
ALNS-A,Example5,5,2,5,9.195,0.741,destroy,destroy_max_border_off,27.0,24.0,-3.0,True,False,False
ALNS-A,Example5,5,2,5,9.195,0.741,repair,repair_gecode_fast,27.0,24.0,-3.0,True,False,False
ALNS-A,Example5,5,2,6,21.239,12.044,destroy,destroy_random_workers_20pct,24.0,21.0,-3.0,True,False,False
ALNS-A,Example5,5,2,6,21.239,12.044,repair,repair_gecode_long,24.0,21.0,-3.0,True,False,False
ALNS-A,Example5,5,2,7,24.726,3.487,destroy,destroy_random_window_20pct,21.0,34.0,13.0,False,False,False
ALNS-A,Example5,5,2,7,24.726,3.487,repair,repair_chuffed_fast,21.0,34.0,13.0,False,False,False
ALNS-A,Example5,5,2,8,28.245,3.519,destroy,destroy_streak_around_worst_worker,21.0,53.0,32.0,False,False,False
ALNS-A,Example5,5,2,8,28.245,3.519,repair,repair_chuffed_fast,21.0,53.0,32.0,False,False,False
ALNS-A,Example5,5,2,9,31.66,3.415,destroy,destroy_random_workers_20pct,21.0,26.0,5.0,False,False,False
ALNS-A,Example5,5,2,9,31.66,3.415,repair,repair_gecode_fast,21.0,26.0,5.0,False,False,False
ALNS-A,Example5,5,2,10,47.074,15.414,destroy,destroy_random_window_20pct,21.0,20.0,-1.0,True,False,False
ALNS-A,Example5,5,2,10,47.074,15.414,repair,repair_gecode_long,21.0,20.0,-1.0,True,False,False
ALNS-A,Example5,5,2,11,50.489,3.415,destroy,destroy_random_window_20pct,20.0,36.0,16.0,False,False,False
ALNS-A,Example5,5,2,11,50.489,3.415,repair,repair_chuffed_fast,20.0,36.0,16.0,False,False,False
ALNS-A,Example5,5,2,12,51.402,0.913,destroy,destroy_random_window_20pct,20.0,13.0,-7.0,True,False,False
ALNS-A,Example5,5,2,12,51.402,0.913,repair,repair_gecode_fast,20.0,13.0,-7.0,True,False,False
ALNS-A,Example5,5,2,13,51.937,0.535,destroy,destroy_max_border_shift_1,13.0,13.0,0.0,True,False,False
ALNS-A,Example5,5,2,13,51.937,0.535,repair,repair_gecode_fast,13.0,13.0,0.0,True,False,False
ALNS-A,Example5,5,2,14,67.368,15.431,destroy,destroy_worst_workers_30pct,13.0,17.0,4.0,True,False,False
ALNS-A,Example5,5,2,14,67.368,15.431,repair,repair_gecode_long,13.0,17.0,4.0,True,False,False
ALNS-A,Example5,5,2,15,70.783,3.415,destroy,destroy_random_workers_20pct,17.0,30.0,13.0,False,False,False
ALNS-A,Example5,5,2,15,70.783,3.415,repair,repair_gecode_fast,17.0,30.0,13.0,False,False,False
