algorithm,instance,seed,iteration,elapsed,best_so_far_objective
ALNS-A,Example4,1,7,14.55,7.0
ALNS-A,Example4,1,8,16.249,6.0
ALNS-A,Example4,1,9,19.689,6.0
ALNS-A,Example4,1,10,20.292,5.0
ALNS-A,Example4,1,11,20.975,5.0
ALNS-A,Example4,1,12,24.521,5.0
ALNS-A,Example4,1,13,25.644,4.0
ALNS-A,Example4,1,14,29.073,4.0
ALNS-A,Example4,1,15,31.859,4.0
ALNS-A,Example4,1,16,32.736,3.0
ALNS-A,Example4,1,17,34.666,3.0
ALNS-A,Example4,1,18,35.801,3.0
ALNS-A,Example4,1,19,51.404,3.0
ALNS-A,Example4,1,20,52.645,3.0
ALNS-A,Example4,1,21,53.314,3.0
ALNS-A,Example4,1,22,56.757,3.0
ALNS-A,Example4,1,23,58.775,3.0
ALNS-A,Example4,1,24,59.472,3.0
ALNS-A,Example4,1,25,60.497,3.0
ALNS-A,Example4,1,26,64.03,3.0
ALNS-A,Example4,1,27,74.346,3.0
ALNS-A,Example4,1,28,75.17,3.0
ALNS-A,Example4,1,29,76.281,3.0
ALNS-A,Example4,1,30,79.711,3.0
ALNS-A,Example4,1,31,83.123,3.0
ALNS-A,Example4,1,32,83.845,3.0
ALNS-A,Example4,1,33,99.406,3.0
ALNS-A,Example4,1,34,100.246,3.0
ALNS-A,Example4,1,35,101.057,3.0
ALNS-A,Example4,1,36,102.707,3.0
ALNS-A,Example4,1,37,153.186,3.0
ALNS-A,Example4,1,38,153.96,3.0
ALNS-A,Example4,1,39,169.565,3.0
ALNS-A,Example4,1,40,170.224,3.0
ALNS-A,Example4,1,41,173.694,3.0
ALNS-A,Example4,1,42,189.238,3.0
ALNS-A,Example4,2,1,1.01,18.0
ALNS-A,Example4,2,2,3.902,7.0
ALNS-A,Example4,2,3,4.671,7.0
ALNS-A,Example4,2,4,20.118,7.0
ALNS-A,Example4,2,5,23.851,7.0
ALNS-A,Example4,2,6,24.604,6.0
ALNS-A,Example4,2,7,26.991,6.0
ALNS-A,Example4,2,8,29.108,5.0
ALNS-A,Example4,2,9,31.825,5.0
ALNS-A,Example4,2,10,32.542,5.0
ALNS-A,Example4,2,11,34.073,5.0
ALNS-A,Example4,2,12,35.326,5.0
ALNS-A,Example4,2,13,35.916,5.0
ALNS-A,Example4,2,14,36.928,5.0
ALNS-A,Example4,2,15,40.413,5.0
ALNS-A,Example4,2,16,41.484,4.0
ALNS-A,Example4,2,17,42.197,3.0
ALNS-A,Example4,2,18,45.624,3.0
ALNS-A,Example4,2,19,49.061,3.0
ALNS-A,Example4,2,20,52.487,3.0
ALNS-A,Example4,2,21,55.917,3.0
ALNS-A,Example4,2,22,57.623,3.0
ALNS-A,Example4,2,23,58.428,3.0
ALNS-A,Example4,2,24,73.833,3.0
ALNS-A,Example4,2,25,74.386,3.0
ALNS-A,Example4,2,26,75.361,2.0
ALNS-A,Example4,2,27,90.812,2.0
ALNS-A,Example4,2,28,94.257,2.0
ALNS-A,Example4,2,29,109.664,2.0
ALNS-A,Example4,2,30,113.1,2.0
ALNS-A,Example4,2,31,114.015,2.0
ALNS-A,Example4,2,32,115.649,2.0
ALNS-A,Example4,2,33,117.518,2.0
ALNS-A,Example4,2,34,118.745,2.0
ALNS-A,Example4,2,35,119.464,2.0
ALNS-A,Example4,2,36,120.948,2.0
ALNS-A,Example4,2,37,162.723,2.0
ALNS-A,Example4,2,38,179.907,1.0
ALNS-A,Example4,2,39,180.707,1.0
ALNS-A,Example5,0,1,1.068,44.0
ALNS-A,Example5,0,2,2.008,25.0
ALNS-A,Example5,0,3,3.292,21.0
ALNS-A,Example5,0,4,6.822,21.0
ALNS-A,Example5,0,5,10.722,21.0
ALNS-A,Example5,0,6,12.544,20.0
ALNS-A,Example5,0,7,15.973,20.0
ALNS-A,Example5,0,8,19.39,20.0
ALNS-A,Example5,0,9,22.792,20.0
ALNS-A,Example5,0,10,23.434,19.0
ALNS-A,Example5,0,11,26.85,19.0
ALNS-A,Example5,0,12,30.266,19.0
ALNS-A,Example5,0,13,33.682,16.0
ALNS-A,Example5,0,14,49.154,16.0
ALNS-A,Example5,0,15,52.579,16.0
ALNS-A,Example5,0,16,53.49,14.0
ALNS-A,Example5,0,17,54.218,13.0
ALNS-A,Example5,0,18,57.644,13.0
ALNS-A,Example5,0,19,61.067,13.0
ALNS-A,Example5,0,20,61.797,13.0
ALNS-A,Example5,0,21,77.23,13.0
ALNS-A,Example5,0,22,77.874,11.0
ALNS-A,Example5,0,23,80.969,8.0
ALNS-A,Example5,0,24,82.08,8.0
ALNS-A,Example5,0,25,82.867,7.0
ALNS-A,Example5,0,26,83.739,7.0
ALNS-A,Example5,0,27,87.156,7.0
ALNS-A,Example5,0,28,88.182,7.0
ALNS-A,Example5,0,29,91.342,7.0
ALNS-A,Example5,0,30,92.064,7.0
ALNS-A,Example5,0,31,93.006,7.0
ALNS-A,Example5,0,32,105.552,5.0
ALNS-A,Example5,0,33,106.51,5.0
ALNS-A,Example5,0,34,107.199,5.0
ALNS-A,Example5,0,35,110.648,5.0
ALNS-A,Example5,0,36,111.638,5.0
ALNS-A,Example5,0,37,115.058,5.0
ALNS-A,Example5,0,38,118.469,5.0
ALNS-A,Example5,0,39,119.215,5.0
ALNS-A,Example5,0,40,122.653,5.0
ALNS-A,Example5,0,41,126.114,5.0
ALNS-A,Example5,0,42,127.061,5.0
ALNS-A,Example5,0,43,127.749,5.0
ALNS-A,Example5,0,44,128.407,5.0
ALNS-A,Example5,0,45,135.232,5.0
ALNS-A,Example5,0,46,150.761,5.0
ALNS-A,Example5,0,47,155.615,5.0
ALNS-A,Example5,0,48,156.336,5.0
ALNS-A,Example5,0,49,158.455,5.0
ALNS-A,Example5,0,50,159.125,5.0
ALNS-A,Example5,0,51,174.608,5.0
ALNS-A,Example5,0,52,178.096,5.0
ALNS-A,Example5,0,53,179.404,5.0
ALNS-A,Example5,0,54,180.322,5.0
ALNS-A,Example5,1,1,1.689,30.0
ALNS-A,Example5,1,2,5.397,20.0
ALNS-A,Example5,1,3,6.625,14.0
ALNS-A,Example5,1,4,7.5,10.0
ALNS-A,Example5,1,5,8.253,10.0
ALNS-A,Example5,1,6,11.841,10.0
ALNS-A,Example5,1,7,12.517,8.0
ALNS-A,Example5,1,8,15.94,8.0
ALNS-A,Example5,1,9,19.386,8.0
ALNS-A,Example5,1,10,20.274,8.0
ALNS-A,Example5,1,11,23.882,8.0
ALNS-A,Example5,1,12,27.325,8.0
ALNS-A,Example5,1,13,42.737,8.0
ALNS-A,Example5,1,14,46.186,8.0
ALNS-A,Example5,1,15,49.04,8.0
ALNS-A,Example5,1,16,52.452,8.0
ALNS-A,Example5,1,17,68.031,8.0
ALNS-A,Example5,1,18,68.782,8.0
ALNS-A,Example5,1,19,73.429,7.0
ALNS-A,Example5,1,20,76.877,7.0
ALNS-A,Example5,1,21,78.982,5.0
ALNS-A,Example5,1,22,80.202,3.0
ALNS-A,Example5,1,23,81.835,2.0
ALNS-A,Example5,1,24,83.021,2.0
ALNS-A,Example5,1,25,86.458,2.0
ALNS-A,Example5,1,26,89.892,2.0
ALNS-A,Example5,1,27,105.313,2.0
ALNS-A,Example5,1,28,108.782,2.0
ALNS-A,Example5,1,29,111.323,2.0
ALNS-A,Example5,1,30,112.607,2.0
ALNS-A,Example5,1,31,114.409,2.0
ALNS-A,Example5,1,32,116.177,2.0
ALNS-A,Example5,1,33,119.665,2.0
ALNS-A,Example5,1,34,129.118,2.0
ALNS-A,Example5,1,35,130.27,2.0
ALNS-A,Example5,1,36,132.67,2.0
ALNS-A,Example5,1,37,136.143,2.0
ALNS-A,Example5,1,38,136.695,2.0
ALNS-A,Example5,1,39,140.118,2.0
ALNS-A,Example5,1,40,141.202,2.0
ALNS-A,Example5,1,41,142.619,2.0
ALNS-A,Example5,1,42,143.801,2.0
ALNS-A,Example5,1,43,148.881,2.0
ALNS-A,Example5,1,44,149.472,2.0
ALNS-A,Example5,1,45,150.933,2.0
ALNS-A,Example5,1,46,154.369,2.0
ALNS-A,Example5,1,47,157.784,2.0
ALNS-A,Example5,1,48,159.844,2.0
ALNS-A,Example5,1,49,162.72,2.0
ALNS-A,Example5,1,50,163.416,2.0
ALNS-A,Example5,1,51,165.307,2.0
ALNS-A,Example5,1,52,168.793,2.0
ALNS-A,Example5,1,53,169.852,2.0
ALNS-A,Example5,1,54,171.604,2.0
ALNS-A,Example5,1,55,172.208,2.0
ALNS-A,Example5,1,56,173.133,2.0
ALNS-A,Example5,1,57,176.534,2.0
ALNS-A,Example5,1,58,177.191,2.0
ALNS-A,Example5,1,59,179.24,2.0
ALNS-A,Example5,1,60,179.795,2.0
ALNS-A,Example5,1,61,181.518,2.0
ALNS-A,Example5,2,1,1.064,43.0
ALNS-A,Example5,2,2,1.854,43.0
ALNS-A,Example5,2,3,5.291,32.0
ALNS-A,Example5,2,4,8.454,27.0
ALNS-A,Example5,2,5,9.195,24.0
ALNS-A,Example5,2,6,21.239,21.0
ALNS-A,Example5,2,7,24.726,21.0
ALNS-A,Example5,2,8,28.245,21.0
ALNS-A,Example5,2,9,31.66,21.0
ALNS-A,Example5,2,10,47.074,20.0
ALNS-A,Example5,2,11,50.489,20.0
ALNS-A,Example5,2,12,51.402,13.0
ALNS-A,Example5,2,13,51.937,13.0
ALNS-A,Example5,2,14,67.368,13.0
ALNS-A,Example5,2,15,70.783,13.0
ALNS-A,Example5,2,16,86.232,13.0
ALNS-A,Example5,2,17,101.661,13.0
ALNS-A,Example5,2,18,105.097,13.0
ALNS-A,Example5,2,19,105.678,12.0
ALNS-A,Example5,2,20,109.104,12.0
ALNS-A,Example5,2,21,112.509,12.0
ALNS-A,Example5,2,22,113.498,9.0
ALNS-A,Example5,2,23,114.257,6.0
ALNS-A,Example5,2,24,114.883,6.0
ALNS-A,Example5,2,25,115.502,6.0
ALNS-A,Example5,2,26,116.083,6.0
ALNS-A,Example5,2,27,119.5,6.0
ALNS-A,Example5,2,28,134.918,6.0
ALNS-A,Example5,2,29,137.898,6.0
ALNS-A,Example5,2,30,139.742,6.0
ALNS-A,Example5,2,31,143.166,6.0
ALNS-A,Example5,2,32,143.74,6.0
ALNS-A,Example5,2,33,144.445,6.0
ALNS-A,Example5,2,34,145.985,6.0
ALNS-A,Example5,2,35,148.35,6.0
ALNS-A,Example5,2,36,150.006,6.0
ALNS-A,Example5,2,37,165.506,6.0
ALNS-A,Example5,2,38,166.126,6.0
ALNS-A,Example5,2,39,181.62,6.0
ALNS-A,Example6,0,1,0.876,22.0
ALNS-A,Example6,0,2,2.802,20.0
ALNS-A,Example6,0,3,3.388,17.0
ALNS-A,Example6,0,4,4.782,14.0
ALNS-A,Example6,0,5,6.986,14.0
ALNS-A,Example6,0,6,8.14,11.0
ALNS-A,Example6,0,7,9.02,11.0
ALNS-A,Example6,0,8,9.626,10.0
ALNS-A,Example6,0,9,10.2,9.0
ALNS-A,Example6,0,10,10.888,7.0
ALNS-A,Example6,0,11,11.606,7.0
ALNS-A,Example6,0,12,12.195,7.0
ALNS-A,Example6,0,13,12.71,7.0
ALNS-A,Example6,0,14,13.257,7.0
ALNS-A,Example6,0,15,13.805,7.0
ALNS-A,Example6,0,16,14.524,7.0
ALNS-A,Example6,0,17,15.115,7.0
ALNS-A,Example6,0,18,15.705,6.0
ALNS-A,Example6,0,19,23.354,3.0
ALNS-A,Example6,0,20,24.387,2.0
ALNS-A,Example6,0,21,25.074,2.0
ALNS-A,Example6,0,22,25.957,2.0
ALNS-A,Example6,0,23,29.212,2.0
ALNS-A,Example6,0,24,29.791,2.0
ALNS-A,Example6,0,25,30.337,2.0
ALNS-A,Example6,0,26,31.803,2.0
ALNS-A,Example6,0,27,32.515,2.0
ALNS-A,Example6,0,28,35.902,2.0
ALNS-A,Example6,0,29,37.123,2.0
ALNS-A,Example6,0,30,40.5,2.0
ALNS-A,Example6,0,31,41.079,2.0
ALNS-A,Example6,0,32,42.236,2.0
ALNS-A,Example6,0,33,45.648,2.0
ALNS-A,Example6,0,34,46.319,2.0
ALNS-A,Example6,0,35,46.865,2.0
ALNS-A,Example6,0,36,48.55,2.0
ALNS-A,Example6,0,37,49.237,2.0
ALNS-A,Example6,0,38,51.872,2.0
ALNS-A,Example6,0,39,53.081,2.0
ALNS-A,Example6,0,40,53.7,2.0
ALNS-A,Example6,0,41,57.116,2.0
ALNS-A,Example6,0,42,57.788,2.0
ALNS-A,Example6,0,43,59.095,1.0
ALNS-A,Example6,0,44,60.693,1.0
ALNS-A,Example6,0,45,61.628,1.0
ALNS-A,Example6,0,46,62.726,1.0
ALNS-A,Example6,0,47,63.769,1.0
ALNS-A,Example6,0,48,64.396,1.0
ALNS-A,Example6,0,49,65.697,1.0
ALNS-A,Example6,0,50,66.853,1.0
ALNS-A,Example6,0,51,68.022,1.0
ALNS-A,Example6,0,52,68.591,1.0
ALNS-A,Example6,0,53,69.671,1.0
ALNS-A,Example6,0,54,70.239,1.0
ALNS-A,Example6,0,55,70.804,1.0
ALNS-A,Example6,0,56,72.387,1.0
ALNS-A,Example6,0,57,73.301,1.0
ALNS-A,Example6,0,58,75.354,1.0
ALNS-A,Example6,0,59,76.705,1.0
ALNS-A,Example6,0,60,77.403,1.0
ALNS-A,Example6,0,61,78.051,1.0
ALNS-A,Example6,0,62,79.985,1.0
ALNS-A,Example6,0,63,80.553,1.0
ALNS-A,Example6,0,64,81.281,1.0
ALNS-A,Example6,0,65,81.906,1.0
ALNS-A,Example6,0,66,82.686,1.0
ALNS-A,Example6,0,67,86.09,1.0
ALNS-A,Example6,0,68,86.666,1.0
ALNS-A,Example6,0,69,87.245,1.0
ALNS-A,Example6,0,70,97.594,1.0
ALNS-A,Example6,0,71,98.606,1.0
ALNS-A,Example6,0,72,99.159,1.0
ALNS-A,Example6,0,73,100.067,1.0
ALNS-A,Example6,0,74,100.642,1.0
ALNS-A,Example6,0,75,101.199,1.0
ALNS-A,Example6,0,76,102.214,1.0
ALNS-A,Example6,0,77,103.299,1.0
ALNS-A,Example6,0,78,103.91,1.0
ALNS-A,Example6,0,79,104.591,1.0
ALNS-A,Example6,0,80,107.302,1.0
ALNS-A,Example6,0,81,108.517,1.0
ALNS-A,Example6,0,82,109.712,1.0
ALNS-A,Example6,0,83,111.851,1.0
ALNS-A,Example6,0,84,112.486,1.0
ALNS-A,Example6,0,85,113.041,1.0
ALNS-A,Example6,0,86,116.459,1.0
ALNS-A,Example6,0,87,117.065,1.0
ALNS-A,Example6,0,88,117.735,1.0
ALNS-A,Example6,0,89,118.945,1.0
ALNS-A,Example6,0,90,119.632,1.0
ALNS-A,Example6,0,91,120.971,1.0
ALNS-A,Example6,0,92,121.597,1.0
ALNS-A,Example6,0,93,122.552,1.0
ALNS-A,Example6,0,94,123.127,1.0
ALNS-A,Example6,0,95,123.734,1.0
ALNS-A,Example6,0,96,132.125,1.0
ALNS-A,Example6,0,97,133.263,1.0
ALNS-A,Example6,0,98,133.932,1.0
ALNS-A,Example6,0,99,134.621,1.0
ALNS-A,Example6,0,100,135.313,1.0
ALNS-A,Example6,0,101,136.257,1.0
ALNS-A,Example6,0,102,137.481,1.0
ALNS-A,Example6,0,103,138.161,1.0
ALNS-A,Example6,0,104,139.786,1.0
ALNS-A,Example6,0,105,140.404,1.0
ALNS-A,Example6,0,106,141.416,1.0
ALNS-A,Example6,0,107,143.767,1.0
ALNS-A,Example6,0,108,145.062,1.0
ALNS-A,Example6,0,109,145.981,1.0
ALNS-A,Example6,0,110,146.57,1.0
ALNS-A,Example6,0,111,147.227,1.0
ALNS-A,Example6,0,112,148.232,1.0
ALNS-A,Example6,0,113,149.139,1.0
ALNS-A,Example6,0,114,149.694,1.0
ALNS-A,Example6,0,115,150.258,1.0
ALNS-A,Example6,0,116,152.062,1.0
ALNS-A,Example6,0,117,152.745,1.0
ALNS-A,Example6,0,118,153.416,1.0
ALNS-A,Example6,0,119,154.209,1.0
ALNS-A,Example6,0,120,155.315,1.0
ALNS-A,Example6,0,121,155.878,1.0
ALNS-A,Example6,0,122,156.791,1.0
ALNS-A,Example6,0,123,157.48,1.0
ALNS-A,Example6,0,124,157.999,1.0
ALNS-A,Example6,0,125,158.54,1.0
ALNS-A,Example6,0,126,159.207,1.0
ALNS-A,Example6,0,127,160.996,1.0
ALNS-A,Example6,0,128,161.673,1.0
ALNS-A,Example6,0,129,162.326,1.0
ALNS-A,Example6,0,130,162.956,1.0
ALNS-A,Example6,0,131,164.047,1.0
ALNS-A,Example6,0,132,164.603,1.0
ALNS-A,Example6,0,133,167.308,1.0
ALNS-A,Example6,0,134,167.846,1.0
ALNS-A,Example6,0,135,168.355,1.0
ALNS-A,Example6,0,136,169.502,1.0
ALNS-A,Example6,0,137,170.048,1.0
ALNS-A,Example6,0,138,171.457,1.0
ALNS-A,Example6,0,139,172.313,1.0
ALNS-A,Example6,0,140,175.725,1.0
ALNS-A,Example6,0,141,176.463,1.0
ALNS-A,Example6,0,142,177.481,1.0
ALNS-A,Example6,0,143,178.754,1.0
ALNS-A,Example6,0,144,179.328,1.0
ALNS-A,Example6,0,145,181.038,1.0
ALNS-A,Example6,1,1,0.929,20.0
ALNS-A,Example6,1,2,1.829,17.0
ALNS-A,Example6,1,3,2.501,15.0
ALNS-A,Example6,1,4,3.332,10.0
ALNS-A,Example6,1,5,3.915,10.0
ALNS-A,Example6,1,6,4.646,8.0
ALNS-A,Example6,1,7,8.045,8.0
ALNS-A,Example6,1,8,8.819,7.0
ALNS-A,Example6,1,9,9.597,6.0
ALNS-A,Example6,1,10,10.204,6.0
ALNS-A,Example6,1,11,10.845,5.0
ALNS-A,Example6,1,12,11.866,4.0
ALNS-A,Example6,1,13,13.199,2.0
ALNS-A,Example6,1,14,13.771,2.0
ALNS-A,Example6,1,15,14.576,2.0
ALNS-A,Example6,1,16,15.243,2.0
ALNS-A,Example6,1,17,15.917,2.0
ALNS-A,Example6,1,18,19.322,2.0
ALNS-A,Example6,1,19,19.85,2.0
ALNS-A,Example6,1,20,21.836,2.0
ALNS-A,Example6,1,21,22.479,2.0
ALNS-A,Example6,1,22,23.192,2.0
ALNS-A,Example6,1,23,23.783,2.0
ALNS-A,Example6,1,24,24.317,2.0
ALNS-A,Example6,1,25,24.837,2.0
ALNS-A,Example6,1,26,25.979,2.0
ALNS-A,Example6,1,27,28.25,2.0
ALNS-A,Example6,1,28,29.05,2.0
ALNS-A,Example6,1,29,29.658,2.0
ALNS-A,Example6,1,30,30.453,2.0
ALNS-A,Example6,1,31,31.202,2.0
ALNS-A,Example6,1,32,31.862,2.0
ALNS-A,Example6,1,33,32.493,2.0
ALNS-A,Example6,1,34,33.048,2.0
ALNS-A,Example6,1,35,33.593,2.0
ALNS-A,Example6,1,36,34.198,2.0
ALNS-A,Example6,1,37,35.324,2.0
ALNS-A,Example6,1,38,35.829,2.0
ALNS-A,Example6,1,39,36.4,2.0
ALNS-A,Example6,1,40,36.957,2.0
ALNS-A,Example6,1,41,37.537,2.0
ALNS-A,Example6,1,42,38.241,2.0
ALNS-A,Example6,1,43,38.828,2.0
ALNS-A,Example6,1,44,39.363,2.0
ALNS-A,Example6,1,45,39.941,2.0
ALNS-A,Example6,1,46,40.478,2.0
ALNS-A,Example6,1,47,41.031,2.0
ALNS-A,Example6,1,48,41.687,2.0
ALNS-A,Example6,1,49,42.356,2.0
ALNS-A,Example6,1,50,43.003,2.0
ALNS-A,Example6,1,51,43.705,2.0
ALNS-A,Example6,1,52,44.291,2.0
ALNS-A,Example6,1,53,45.115,2.0
ALNS-A,Example6,1,54,45.68,2.0
ALNS-A,Example6,1,55,46.251,2.0
ALNS-A,Example6,1,56,46.793,2.0
ALNS-A,Example6,1,57,47.711,2.0
ALNS-A,Example6,1,58,48.396,2.0
ALNS-A,Example6,1,59,49.155,2.0
ALNS-A,Example6,1,60,50.815,1.0
ALNS-A,Example6,1,61,51.344,1.0
ALNS-A,Example6,1,62,52.676,1.0
ALNS-A,Example6,1,63,53.258,1.0
ALNS-A,Example6,1,64,54.052,1.0
ALNS-A,Example6,1,65,54.792,1.0
ALNS-A,Example6,1,66,57.669,1.0
ALNS-A,Example6,1,67,58.227,1.0
ALNS-A,Example6,1,68,61.65,1.0
ALNS-A,Example6,1,69,65.493,1.0
ALNS-A,Example6,1,70,66.096,1.0
ALNS-A,Example6,1,71,66.725,1.0
ALNS-A,Example6,1,72,67.358,1.0
ALNS-A,Example6,1,73,67.881,1.0
ALNS-A,Example6,1,74,69.804,1.0
ALNS-A,Example6,1,75,71.146,1.0
ALNS-A,Example6,1,76,72.598,1.0
ALNS-A,Example6,1,77,73.716,1.0
ALNS-A,Example6,1,78,74.486,1.0
ALNS-A,Example6,1,79,75.732,1.0
ALNS-A,Example6,1,80,78.228,1.0
ALNS-A,Example6,1,81,78.954,1.0
ALNS-A,Example6,1,82,79.606,1.0
ALNS-A,Example6,1,83,81.968,1.0
ALNS-A,Example6,1,84,82.829,1.0
ALNS-A,Example6,1,85,85.82,1.0
ALNS-A,Example6,1,86,89.263,1.0
ALNS-A,Example6,1,87,89.766,1.0
ALNS-A,Example6,1,88,90.411,1.0
ALNS-A,Example6,1,89,91.69,1.0
ALNS-A,Example6,1,90,92.349,1.0
ALNS-A,Example6,1,91,92.891,1.0
ALNS-A,Example6,1,92,93.424,1.0
ALNS-A,Example6,1,93,97.219,1.0
ALNS-A,Example6,1,94,97.761,1.0
ALNS-A,Example6,1,95,98.402,1.0
ALNS-A,Example6,1,96,99.021,1.0
ALNS-A,Example6,1,97,101.64,1.0
ALNS-A,Example6,1,98,102.293,1.0
ALNS-A,Example6,1,99,105.673,1.0
ALNS-A,Example6,1,100,106.862,1.0
ALNS-A,Example6,1,101,107.401,1.0
ALNS-A,Example6,1,102,108.036,1.0
ALNS-A,Example6,1,103,111.488,1.0
ALNS-A,Example6,1,104,112.144,1.0
ALNS-A,Example6,1,105,114.083,1.0
ALNS-A,Example6,1,106,115.333,1.0
ALNS-A,Example6,1,107,116.035,1.0
ALNS-A,Example6,1,108,116.851,1.0
ALNS-A,Example6,1,109,119.464,1.0
ALNS-A,Example6,1,110,121.857,1.0
ALNS-A,Example6,1,111,122.408,1.0
ALNS-A,Example6,1,112,122.97,1.0
ALNS-A,Example6,1,113,123.657,1.0
ALNS-A,Example6,1,114,124.222,1.0
ALNS-A,Example6,1,115,125.467,1.0
ALNS-A,Example6,1,116,135.532,1.0
ALNS-A,Example6,1,117,138.912,1.0
ALNS-A,Example6,1,118,151.352,1.0
ALNS-A,Example6,1,119,151.914,1.0
ALNS-A,Example6,1,120,153.201,1.0
ALNS-A,Example6,1,121,153.835,1.0
ALNS-A,Example6,1,122,154.396,1.0
ALNS-A,Example6,1,123,155.169,1.0
ALNS-A,Example6,1,124,155.737,1.0
ALNS-A,Example6,1,125,159.17,1.0
ALNS-A,Example6,1,126,171.182,1.0
ALNS-A,Example6,1,127,171.804,1.0
ALNS-A,Example6,1,128,172.486,1.0
ALNS-A,Example6,1,129,173.233,1.0
ALNS-A,Example6,1,130,174.504,1.0
ALNS-A,Example6,1,131,175.052,1.0
ALNS-A,Example6,1,132,175.635,1.0
ALNS-A,Example6,1,133,189.277,1.0
ALNS-A,Example6,2,1,0.812,23.0
ALNS-A,Example6,2,2,4.449,23.0
ALNS-A,Example6,2,3,4.919,23.0
ALNS-A,Example6,2,4,8.381,23.0
ALNS-A,Example6,2,5,12.01,23.0
ALNS-A,Example6,2,6,12.491,23.0
ALNS-A,Example6,2,7,13.008,23.0
ALNS-A,Example6,2,8,13.471,23.0
ALNS-A,Example6,2,9,14.426,20.0
ALNS-A,Example6,2,10,15.382,12.0
ALNS-A,Example6,2,11,15.852,12.0
ALNS-A,Example6,2,12,16.332,12.0
ALNS-A,Example6,2,13,17.115,9.0
ALNS-A,Example6,2,14,17.663,8.0
ALNS-A,Example6,2,15,18.229,8.0
ALNS-A,Example6,2,16,21.543,3.0
ALNS-A,Example6,2,17,22.097,3.0
ALNS-A,Example6,2,18,26.432,3.0
ALNS-A,Example6,2,19,27.185,3.0
ALNS-A,Example6,2,20,29.43,1.0
ALNS-A,Example6,2,21,32.829,1.0
ALNS-A,Example6,2,22,33.318,1.0
ALNS-A,Example6,2,23,34.318,1.0
ALNS-A,Example6,2,24,35.486,1.0
ALNS-A,Example6,2,25,36.182,1.0
ALNS-A,Example6,2,26,36.721,1.0
ALNS-A,Example6,2,27,39.006,1.0
ALNS-A,Example6,2,28,39.497,1.0
ALNS-A,Example6,2,29,41.387,1.0
ALNS-A,Example6,2,30,43.073,1.0
ALNS-A,Example6,2,31,44.043,1.0
ALNS-A,Example6,2,32,44.983,1.0
ALNS-A,Example6,2,33,48.083,1.0
ALNS-A,Example6,2,34,50.085,1.0
ALNS-A,Example6,2,35,53.095,1.0
ALNS-A,Example6,2,36,54.149,1.0
ALNS-A,Example6,2,37,54.983,1.0
ALNS-A,Example6,2,38,56.329,1.0
ALNS-A,Example6,2,39,57.43,1.0
ALNS-A,Example6,2,40,61.286,1.0
ALNS-A,Example6,2,41,61.926,1.0
ALNS-A,Example6,2,42,62.563,1.0
ALNS-A,Example6,2,43,63.13,1.0
ALNS-A,Example6,2,44,64.984,1.0
ALNS-A,Example6,2,45,80.44,1.0
ALNS-A,Example6,2,46,81.52,1.0
ALNS-A,Example6,2,47,82.349,1.0
ALNS-A,Example6,2,48,85.735,1.0
ALNS-A,Example6,2,49,86.844,1.0
ALNS-A,Example6,2,50,93.556,1.0
ALNS-A,Example6,2,51,94.109,1.0
ALNS-A,Example6,2,52,94.671,1.0
ALNS-A,Example6,2,53,100.613,1.0
ALNS-A,Example6,2,54,101.162,1.0
ALNS-A,Example6,2,55,102.153,1.0
ALNS-A,Example6,2,56,102.734,1.0
ALNS-A,Example6,2,57,103.336,1.0
ALNS-A,Example6,2,58,104.139,1.0
ALNS-A,Example6,2,59,104.721,1.0
ALNS-A,Example6,2,60,120.138,1.0
ALNS-A,Example6,2,61,120.89,1.0
ALNS-A,Example6,2,62,122.752,1.0
ALNS-A,Example6,2,63,124.848,1.0
ALNS-A,Example6,2,64,125.526,1.0
ALNS-A,Example6,2,65,126.085,1.0
ALNS-A,Example6,2,66,129.905,1.0
ALNS-A,Example6,2,67,130.56,1.0
ALNS-A,Example6,2,68,133.073,1.0
ALNS-A,Example6,2,69,133.64,1.0
ALNS-A,Example6,2,70,134.206,1.0
ALNS-A,Example6,2,71,134.838,1.0
ALNS-A,Example6,2,72,139.56,1.0
ALNS-A,Example6,2,73,140.152,1.0
ALNS-A,Example6,2,74,140.771,1.0
ALNS-A,Example6,2,75,141.426,1.0
ALNS-A,Example6,2,76,142.074,1.0
ALNS-A,Example6,2,77,143.202,1.0
ALNS-A,Example6,2,78,143.939,1.0
ALNS-A,Example6,2,79,144.595,1.0
ALNS-A,Example6,2,80,145.121,1.0
ALNS-A,Example6,2,81,146.943,1.0
ALNS-A,Example6,2,82,149.791,0.0
ALNS-A,Example7,0,1,16.55,416.0
ALNS-A,Example7,0,2,20.337,164.0
ALNS-A,Example7,0,3,36.952,164.0
ALNS-A,Example7,0,4,40.482,164.0
ALNS-A,Example7,0,5,48.16,121.0
ALNS-A,Example7,0,6,63.992,121.0
ALNS-A,Example7,0,7,67.462,121.0
ALNS-A,Example7,0,8,71.365,120.0
ALNS-A,Example7,0,9,75.798,120.0
ALNS-A,Example7,0,10,79.899,120.0
ALNS-A,Example7,0,11,95.384,82.0
ALNS-A,Example7,0,12,96.531,82.0
ALNS-A,Example7,0,13,100.067,82.0
ALNS-A,Example7,0,14,104.235,82.0
ALNS-A,Example7,0,15,120.312,82.0
ALNS-A,Example7,0,16,136.809,82.0
ALNS-A,Example7,0,17,141.327,82.0
ALNS-A,Example7,0,18,145.323,82.0
