algorithm,instance,seed,iteration,elapsed,best_so_far_objective
ALNS-A,Example7,0,19,161.818,82.0
ALNS-A,Example7,0,20,165.817,82.0
ALNS-A,Example7,0,21,170.276,82.0
ALNS-A,Example7,0,22,221.08,82.0
ALNS-A,Example7,1,1,4.581,418.0
ALNS-A,Example7,1,2,9.061,288.0
ALNS-A,Example7,1,3,13.605,238.0
ALNS-A,Example7,1,4,18.135,238.0
ALNS-A,Example7,1,5,21.92,238.0
ALNS-A,Example7,1,6,25.891,238.0
ALNS-A,Example7,1,7,26.945,235.0
ALNS-A,Example7,1,8,30.81,235.0
ALNS-A,Example7,1,9,34.673,235.0
ALNS-A,Example7,1,10,39.286,176.0
ALNS-A,Example7,1,11,42.813,176.0
ALNS-A,Example7,1,12,47.209,176.0
ALNS-A,Example7,1,13,51.137,176.0
ALNS-A,Example7,1,14,54.97,176.0
ALNS-A,Example7,1,15,58.894,176.0
ALNS-A,Example7,1,16,62.409,176.0
ALNS-A,Example7,1,17,66.401,176.0
ALNS-A,Example7,1,18,70.867,176.0
ALNS-A,Example7,1,19,71.808,176.0
ALNS-A,Example7,1,20,75.736,176.0
ALNS-A,Example7,1,21,126.502,169.0
ALNS-A,Example7,1,22,177.659,169.0
ALNS-A,Example7,1,23,181.136,136.0
ALNS-A,Example7,2,1,2.633,506.0
ALNS-A,Example7,2,2,7.165,415.0
ALNS-A,Example7,2,3,10.679,171.0
ALNS-A,Example7,2,4,26.231,171.0
ALNS-A,Example7,2,5,29.757,171.0
ALNS-A,Example7,2,6,33.27,171.0
ALNS-A,Example7,2,7,37.184,140.0
ALNS-A,Example7,2,8,52.68,140.0
ALNS-A,Example7,2,9,57.136,140.0
ALNS-A,Example7,2,10,61.505,140.0
ALNS-A,Example7,2,11,77.209,138.0
ALNS-A,Example7,2,12,81.131,138.0
ALNS-A,Example7,2,13,85.319,118.0
ALNS-A,Example7,2,14,101.79,118.0
ALNS-A,Example7,2,15,105.674,118.0
ALNS-A,Example7,2,16,109.46,118.0
ALNS-A,Example7,2,17,124.944,118.0
ALNS-A,Example7,2,18,129.327,118.0
ALNS-A,Example7,2,19,145.339,118.0
ALNS-A,Example7,2,20,148.85,118.0
ALNS-A,Example7,2,21,149.537,114.0
ALNS-A,Example7,2,22,165.052,114.0
ALNS-A,Example7,2,23,165.94,114.0
ALNS-A,Example7,2,24,182.093,83.0
ALNS-A,Example8,0,1,1.063,65.0
ALNS-A,Example8,0,2,4.747,55.0
ALNS-A,Example8,0,3,8.241,55.0
ALNS-A,Example8,0,4,11.936,55.0
ALNS-A,Example8,0,5,12.563,52.0
ALNS-A,Example8,0,6,28.206,52.0
ALNS-A,Example8,0,7,29.081,18.0
ALNS-A,Example8,0,8,32.523,18.0
ALNS-A,Example8,0,9,48.153,18.0
ALNS-A,Example8,0,10,50.257,15.0
ALNS-A,Example8,0,11,53.495,15.0
ALNS-A,Example8,0,12,57.313,15.0
ALNS-A,Example8,0,13,60.801,15.0
ALNS-A,Example8,0,14,64.421,15.0
ALNS-A,Example8,0,15,68.305,15.0
ALNS-A,Example8,0,16,68.891,14.0
ALNS-A,Example8,0,17,72.32,14.0
ALNS-A,Example8,0,18,75.86,14.0
ALNS-A,Example8,0,19,79.467,14.0
ALNS-A,Example8,0,20,95.002,14.0
ALNS-A,Example8,0,21,95.753,14.0
ALNS-A,Example8,0,22,99.232,14.0
ALNS-A,Example8,0,23,102.548,14.0
ALNS-A,Example8,0,24,106.004,14.0
ALNS-A,Example8,0,25,106.916,14.0
ALNS-A,Example8,0,26,110.393,14.0
ALNS-A,Example8,0,27,122.884,13.0
ALNS-A,Example8,0,28,139.781,10.0
ALNS-A,Example8,0,29,140.35,10.0
ALNS-A,Example8,0,30,155.801,10.0
ALNS-A,Example8,0,31,159.463,10.0
ALNS-A,Example8,0,32,174.913,10.0
ALNS-A,Example8,0,33,178.453,10.0
ALNS-A,Example8,0,34,181.757,9.0
ALNS-A,Example8,1,1,1.067,65.0
ALNS-A,Example8,1,2,4.732,57.0
ALNS-A,Example8,1,3,8.179,51.0
ALNS-A,Example8,1,4,9.791,38.0
ALNS-A,Example8,1,5,10.827,20.0
ALNS-A,Example8,1,6,12.797,19.0
ALNS-A,Example8,1,7,16.49,19.0
ALNS-A,Example8,1,8,18.973,17.0
ALNS-A,Example8,1,9,22.426,17.0
ALNS-A,Example8,1,10,25.844,17.0
ALNS-A,Example8,1,11,29.261,17.0
ALNS-A,Example8,1,12,30.04,15.0
ALNS-A,Example8,1,13,30.77,11.0
ALNS-A,Example8,1,14,31.531,11.0
ALNS-A,Example8,1,15,34.983,11.0
ALNS-A,Example8,1,16,38.472,11.0
ALNS-A,Example8,1,17,53.984,11.0
ALNS-A,Example8,1,18,57.54,11.0
ALNS-A,Example8,1,19,61.029,11.0
ALNS-A,Example8,1,20,64.937,11.0
ALNS-A,Example8,1,21,68.588,11.0
ALNS-A,Example8,1,22,72.406,11.0
ALNS-A,Example8,1,23,87.871,11.0
ALNS-A,Example8,1,24,95.918,11.0
ALNS-A,Example8,1,25,104.079,10.0
ALNS-A,Example8,1,26,104.766,10.0
ALNS-A,Example8,1,27,105.901,10.0
ALNS-A,Example8,1,28,109.43,10.0
ALNS-A,Example8,1,29,111.532,9.0
ALNS-A,Example8,1,30,114.968,9.0
ALNS-A,Example8,1,31,130.458,9.0
ALNS-A,Example8,1,32,131.26,9.0
ALNS-A,Example8,1,33,134.677,9.0
ALNS-A,Example8,1,34,138.213,9.0
ALNS-A,Example8,1,35,141.638,9.0
ALNS-A,Example8,1,36,145.117,9.0
ALNS-A,Example8,1,37,149.592,8.0
ALNS-A,Example8,1,38,150.213,8.0
ALNS-A,Example8,1,39,153.7,8.0
ALNS-A,Example8,1,40,154.428,8.0
ALNS-A,Example8,1,41,155.422,8.0
ALNS-A,Example8,1,42,158.86,8.0
ALNS-A,Example8,1,43,162.301,8.0
ALNS-A,Example8,1,44,165.817,8.0
ALNS-A,Example8,1,45,181.393,8.0
ALNS-A,Example8,2,1,0.968,66.0
ALNS-A,Example8,2,2,1.804,65.0
ALNS-A,Example8,2,3,5.233,20.0
ALNS-A,Example8,2,4,20.716,20.0
ALNS-A,Example8,2,5,21.936,14.0
ALNS-A,Example8,2,6,25.369,14.0
ALNS-A,Example8,2,7,28.988,14.0
ALNS-A,Example8,2,8,31.063,13.0
ALNS-A,Example8,2,9,34.461,10.0
ALNS-A,Example8,2,10,38.03,10.0
ALNS-A,Example8,2,11,41.501,10.0
ALNS-A,Example8,2,12,56.98,10.0
ALNS-A,Example8,2,13,60.4,10.0
ALNS-A,Example8,2,14,63.911,10.0
ALNS-A,Example8,2,15,67.386,10.0
ALNS-A,Example8,2,16,70.947,10.0
ALNS-A,Example8,2,17,74.37,10.0
ALNS-A,Example8,2,18,89.893,10.0
ALNS-A,Example8,2,19,93.273,10.0
ALNS-A,Example8,2,20,96.015,10.0
ALNS-A,Example8,2,21,97.072,10.0
ALNS-A,Example8,2,22,97.986,10.0
ALNS-A,Example8,2,23,113.428,10.0
ALNS-A,Example8,2,24,116.902,10.0
ALNS-A,Example8,2,25,117.718,9.0
ALNS-A,Example8,2,26,121.138,9.0
ALNS-A,Example8,2,27,124.639,9.0
ALNS-A,Example8,2,28,139.769,6.0
ALNS-A,Example8,2,29,143.591,6.0
ALNS-A,Example8,2,30,147.108,6.0
ALNS-A,Example8,2,31,147.837,5.0
ALNS-A,Example8,2,32,151.282,5.0
ALNS-A,Example8,2,33,154.895,5.0
ALNS-A,Example8,2,34,170.417,5.0
ALNS-A,Example8,2,35,172.864,5.0
ALNS-A,Example8,2,36,188.345,5.0
ALNS-A,Example9,0,1,16.64,401.0
ALNS-A,Example9,0,2,20.608,196.0
ALNS-A,Example9,0,3,24.175,180.0
ALNS-A,Example9,0,4,40.833,180.0
ALNS-A,Example9,0,5,57.36,180.0
ALNS-A,Example9,0,6,60.991,180.0
ALNS-A,Example9,0,7,65.382,180.0
ALNS-A,Example9,0,8,81.82,180.0
ALNS-A,Example9,0,9,86.17,158.0
ALNS-A,Example9,0,10,90.291,158.0
ALNS-A,Example9,0,11,94.927,158.0
ALNS-A,Example9,0,12,99.493,158.0
ALNS-A,Example9,0,13,103.103,158.0
ALNS-A,Example9,0,14,106.84,158.0
ALNS-A,Example9,0,15,110.387,158.0
ALNS-A,Example9,0,16,113.924,158.0
ALNS-A,Example9,0,17,118.527,158.0
ALNS-A,Example9,0,18,122.929,158.0
ALNS-A,Example9,0,19,127.399,158.0
ALNS-A,Example9,0,20,179.05,158.0
ALNS-A,Example9,0,21,230.495,155.0
ALNS-A,Example9,1,1,4.639,404.0
ALNS-A,Example9,1,2,9.223,404.0
ALNS-A,Example9,1,3,25.716,170.0
ALNS-A,Example9,1,4,29.891,170.0
ALNS-A,Example9,1,5,34.451,170.0
ALNS-A,Example9,1,6,38.124,170.0
ALNS-A,Example9,1,7,42.651,140.0
ALNS-A,Example9,1,8,47.171,140.0
ALNS-A,Example9,1,9,50.89,140.0
ALNS-A,Example9,1,10,66.407,140.0
ALNS-A,Example9,1,11,70.016,140.0
ALNS-A,Example9,1,12,86.534,140.0
ALNS-A,Example9,1,13,103.006,140.0
ALNS-A,Example9,1,14,107.483,140.0
ALNS-A,Example9,1,15,112.04,140.0
ALNS-A,Example9,1,16,128.607,140.0
ALNS-A,Example9,1,17,144.187,140.0
ALNS-A,Example9,1,18,195.298,115.0
ALNS-A,Example9,2,1,15.716,255.0
ALNS-A,Example9,2,2,20.346,163.0
ALNS-A,Example9,2,3,23.845,90.0
ALNS-A,Example9,2,4,39.44,90.0
ALNS-A,Example9,2,5,43.918,90.0
ALNS-A,Example9,2,6,48.4,90.0
ALNS-A,Example9,2,7,52.957,90.0
ALNS-A,Example9,2,8,57.431,90.0
ALNS-A,Example9,2,9,61.057,90.0
ALNS-A,Example9,2,10,65.631,90.0
ALNS-A,Example9,2,11,70.094,90.0
ALNS-A,Example9,2,12,85.701,90.0
ALNS-A,Example9,2,13,90.343,90.0
ALNS-A,Example9,2,14,141.734,90.0
ALNS-A,Example9,2,15,193.278,90.0
ALNS-A,Example10,0,1,16.093,531.0
ALNS-A,Example10,0,2,19.867,182.0
ALNS-A,Example10,0,3,23.422,153.0
ALNS-A,Example10,0,4,24.542,146.0
ALNS-A,Example10,0,5,28.025,146.0
ALNS-A,Example10,0,6,43.828,146.0
ALNS-A,Example10,0,7,47.296,139.0
ALNS-A,Example10,0,8,51.374,139.0
ALNS-A,Example10,0,9,66.857,139.0
ALNS-A,Example10,0,10,82.828,139.0
ALNS-A,Example10,0,11,86.75,126.0
ALNS-A,Example10,0,12,90.23,126.0
ALNS-A,Example10,0,13,93.698,126.0
ALNS-A,Example10,0,14,97.171,126.0
ALNS-A,Example10,0,15,100.642,126.0
ALNS-A,Example10,0,16,104.137,126.0
ALNS-A,Example10,0,17,107.643,126.0
ALNS-A,Example10,0,18,112.053,126.0
ALNS-A,Example10,0,19,127.513,126.0
ALNS-A,Example10,0,20,131.007,121.0
ALNS-A,Example10,0,21,146.45,98.0
ALNS-A,Example10,0,22,147.486,98.0
ALNS-A,Example10,0,23,151.235,81.0
ALNS-A,Example10,0,24,152.946,68.0
ALNS-A,Example10,0,25,156.867,68.0
ALNS-A,Example10,0,26,157.522,68.0
ALNS-A,Example10,0,27,173.381,68.0
ALNS-A,Example10,0,28,189.481,68.0
ALNS-A,Example10,1,1,4.08,534.0
ALNS-A,Example10,1,2,8.533,241.0
ALNS-A,Example10,1,3,12.705,197.0
ALNS-A,Example10,1,4,17.172,197.0
ALNS-A,Example10,1,5,20.974,148.0
ALNS-A,Example10,1,6,24.891,148.0
ALNS-A,Example10,1,7,26.151,142.0
ALNS-A,Example10,1,8,29.859,142.0
ALNS-A,Example10,1,9,33.542,142.0
ALNS-A,Example10,1,10,37.123,142.0
ALNS-A,Example10,1,11,40.931,142.0
ALNS-A,Example10,1,12,44.396,142.0
ALNS-A,Example10,1,13,48.66,142.0
ALNS-A,Example10,1,14,52.686,142.0
ALNS-A,Example10,1,15,56.611,91.0
ALNS-A,Example10,1,16,60.941,91.0
ALNS-A,Example10,1,17,76.36,58.0
ALNS-A,Example10,1,18,80.766,58.0
ALNS-A,Example10,1,19,96.272,58.0
ALNS-A,Example10,1,20,97.403,55.0
ALNS-A,Example10,1,21,98.326,55.0
ALNS-A,Example10,1,22,113.876,55.0
ALNS-A,Example10,1,23,117.765,55.0
ALNS-A,Example10,1,24,121.233,55.0
ALNS-A,Example10,1,25,125.473,55.0
ALNS-A,Example10,1,26,141.352,55.0
ALNS-A,Example10,1,27,157.342,55.0
ALNS-A,Example10,1,28,158.271,51.0
ALNS-A,Example10,1,29,161.744,51.0
ALNS-A,Example10,1,30,166.049,51.0
ALNS-A,Example10,1,31,169.52,51.0
ALNS-A,Example10,1,32,172.991,51.0
ALNS-A,Example10,1,33,189.007,51.0
ALNS-A,Example10,2,1,2.54,543.0
ALNS-A,Example10,2,2,6.614,531.0
ALNS-A,Example10,2,3,10.161,92.0
ALNS-A,Example10,2,4,10.918,44.0
ALNS-A,Example10,2,5,15.372,44.0
ALNS-A,Example10,2,6,30.791,43.0
ALNS-A,Example10,2,7,31.486,29.0
ALNS-A,Example10,2,8,34.992,29.0
ALNS-A,Example10,2,9,35.691,27.0
ALNS-A,Example10,2,10,39.209,27.0
ALNS-A,Example10,2,11,54.689,27.0
ALNS-A,Example10,2,12,55.34,27.0
ALNS-A,Example10,2,13,70.846,27.0
ALNS-A,Example10,2,14,74.755,27.0
ALNS-A,Example10,2,15,78.205,27.0
ALNS-A,Example10,2,16,93.648,27.0
ALNS-A,Example10,2,17,97.527,27.0
ALNS-A,Example10,2,18,113.0,27.0
ALNS-A,Example10,2,19,116.896,27.0
ALNS-A,Example10,2,20,168.354,27.0
ALNS-A,Example10,2,21,219.135,27.0
ALNS-A,Example11,0,1,16.223,1105.0
ALNS-A,Example11,0,2,19.975,151.0
ALNS-A,Example11,0,3,36.659,151.0
ALNS-A,Example11,0,4,37.316,149.0
ALNS-A,Example11,0,5,40.781,149.0
ALNS-A,Example11,0,6,44.297,149.0
ALNS-A,Example11,0,7,59.754,100.0
ALNS-A,Example11,0,8,64.215,100.0
ALNS-A,Example11,0,9,65.297,86.0
ALNS-A,Example11,0,10,68.78,86.0
ALNS-A,Example11,0,11,72.287,86.0
ALNS-A,Example11,0,12,87.798,86.0
ALNS-A,Example11,0,13,104.003,86.0
ALNS-A,Example11,0,14,107.483,86.0
ALNS-A,Example11,0,15,111.473,86.0
ALNS-A,Example11,0,16,127.617,86.0
ALNS-A,Example11,0,17,128.521,83.0
ALNS-A,Example11,0,18,132.487,83.0
ALNS-A,Example11,0,19,136.322,72.0
ALNS-A,Example11,0,20,151.796,72.0
ALNS-A,Example11,0,21,154.819,51.0
ALNS-A,Example11,0,22,155.449,51.0
ALNS-A,Example11,0,23,159.906,51.0
ALNS-A,Example11,0,24,163.375,51.0
ALNS-A,Example11,0,25,167.269,51.0
ALNS-A,Example11,0,26,170.743,51.0
ALNS-A,Example11,0,27,186.217,49.0
ALNS-A,Example11,1,1,4.363,190.0
ALNS-A,Example11,1,2,8.082,74.0
ALNS-A,Example11,1,3,12.067,74.0
ALNS-A,Example11,1,4,13.93,62.0
ALNS-A,Example11,1,5,15.467,62.0
ALNS-A,Example11,1,6,19.204,58.0
ALNS-A,Example11,1,7,19.846,54.0
ALNS-A,Example11,1,8,23.843,54.0
ALNS-A,Example11,1,9,27.275,54.0
ALNS-A,Example11,1,10,43.758,54.0
ALNS-A,Example11,1,11,47.262,54.0
ALNS-A,Example11,1,12,62.77,54.0
ALNS-A,Example11,1,13,66.284,54.0
ALNS-A,Example11,1,14,69.796,54.0
ALNS-A,Example11,1,15,73.832,54.0
ALNS-A,Example11,1,16,89.815,54.0
ALNS-A,Example11,1,17,93.366,54.0
ALNS-A,Example11,1,18,144.216,54.0
ALNS-A,Example11,1,19,195.491,54.0
ALNS-A,Example11,2,1,1.693,954.0
ALNS-A,Example11,2,2,6.017,181.0
ALNS-A,Example11,2,3,9.592,71.0
ALNS-A,Example11,2,4,13.173,71.0
ALNS-A,Example11,2,5,16.675,71.0
ALNS-A,Example11,2,6,20.139,71.0
ALNS-A,Example11,2,7,23.61,71.0
ALNS-A,Example11,2,8,27.029,36.0
ALNS-A,Example11,2,9,30.51,36.0
ALNS-A,Example11,2,10,45.977,36.0
ALNS-A,Example11,2,11,61.939,36.0
ALNS-A,Example11,2,12,66.336,36.0
ALNS-A,Example11,2,13,70.72,36.0
ALNS-A,Example11,2,14,74.223,36.0
ALNS-A,Example11,2,15,75.184,35.0
ALNS-A,Example11,2,16,78.725,35.0
ALNS-A,Example11,2,17,79.351,34.0
ALNS-A,Example11,2,18,95.456,34.0
ALNS-A,Example11,2,19,96.357,34.0
ALNS-A,Example11,2,20,100.253,34.0
ALNS-A,Example11,2,21,104.31,34.0
ALNS-A,Example11,2,22,119.781,34.0
ALNS-A,Example11,2,23,123.334,34.0
ALNS-A,Example11,2,24,139.237,34.0
ALNS-A,Example11,2,25,154.794,34.0
ALNS-A,Example11,2,26,158.273,34.0
ALNS-A,Example11,2,27,161.802,34.0
ALNS-A,Example11,2,28,212.732,34.0
ALNS-A,Example12,0,1,15.963,374.0
ALNS-A,Example12,0,2,19.619,87.0
ALNS-A,Example12,0,3,20.51,85.0
ALNS-A,Example12,0,4,36.321,85.0
ALNS-A,Example12,0,5,39.741,85.0
ALNS-A,Example12,0,6,40.53,70.0
ALNS-A,Example12,0,7,44.36,70.0
ALNS-A,Example12,0,8,47.928,70.0
ALNS-A,Example12,0,9,48.522,62.0
ALNS-A,Example12,0,10,51.96,62.0
ALNS-A,Example12,0,11,67.376,62.0
ALNS-A,Example12,0,12,70.961,62.0
ALNS-A,Example12,0,13,74.522,62.0
ALNS-A,Example12,0,14,75.271,59.0
ALNS-A,Example12,0,15,78.802,59.0
ALNS-A,Example12,0,16,79.816,59.0
ALNS-A,Example12,0,17,83.271,59.0
ALNS-A,Example12,0,18,86.686,54.0
ALNS-A,Example12,0,19,90.382,54.0
ALNS-A,Example12,0,20,105.801,44.0
ALNS-A,Example12,0,21,106.521,32.0
ALNS-A,Example12,0,22,121.953,32.0
ALNS-A,Example12,0,23,125.536,32.0
ALNS-A,Example12,0,24,128.968,32.0
ALNS-A,Example12,0,25,132.6,32.0
ALNS-A,Example12,0,26,136.28,32.0
ALNS-A,Example12,0,27,139.711,32.0
ALNS-A,Example12,0,28,155.131,32.0
ALNS-A,Example12,0,29,158.713,32.0
ALNS-A,Example12,0,30,162.328,32.0
ALNS-A,Example12,0,31,177.924,32.0
ALNS-A,Example12,0,32,228.586,32.0
ALNS-A,Example12,1,1,1.048,199.0
ALNS-A,Example12,1,2,4.687,56.0
ALNS-A,Example12,1,3,5.972,49.0
ALNS-A,Example12,1,4,22.035,49.0
ALNS-A,Example12,1,5,37.625,46.0
ALNS-A,Example12,1,6,41.113,46.0
ALNS-A,Example12,1,7,44.965,46.0
ALNS-A,Example12,1,8,48.433,46.0
ALNS-A,Example12,1,9,63.983,46.0
ALNS-A,Example12,1,10,67.555,46.0
ALNS-A,Example12,1,11,71.127,46.0
ALNS-A,Example12,1,12,71.771,31.0
ALNS-A,Example12,1,13,87.371,31.0
ALNS-A,Example12,1,14,103.005,31.0
ALNS-A,Example12,1,15,106.689,31.0
ALNS-A,Example12,1,16,110.281,31.0
ALNS-A,Example12,1,17,114.255,24.0
ALNS-A,Example12,1,18,117.692,24.0
ALNS-A,Example12,1,19,133.231,24.0
ALNS-A,Example12,1,20,149.326,24.0
ALNS-A,Example12,1,21,152.778,24.0
ALNS-A,Example12,1,22,156.237,24.0
ALNS-A,Example12,1,23,157.174,24.0
ALNS-A,Example12,1,24,159.71,24.0
ALNS-A,Example12,1,25,160.325,19.0
ALNS-A,Example12,1,26,163.947,19.0
ALNS-A,Example12,1,27,166.96,13.0
ALNS-A,Example12,1,28,171.048,13.0
ALNS-A,Example12,1,29,174.67,13.0
ALNS-A,Example12,1,30,175.362,12.0
ALNS-A,Example12,1,31,179.078,12.0
ALNS-A,Example12,1,32,182.659,12.0
ALNS-A,Example12,2,1,0.919,254.0
ALNS-A,Example12,2,2,4.891,157.0
ALNS-A,Example12,2,3,20.585,117.0
ALNS-A,Example12,2,4,24.174,117.0
ALNS-A,Example12,2,5,27.764,97.0
ALNS-A,Example12,2,6,43.279,97.0
ALNS-A,Example12,2,7,46.735,97.0
ALNS-A,Example12,2,8,47.346,92.0
ALNS-A,Example12,2,9,49.348,76.0
ALNS-A,Example12,2,10,53.037,76.0
ALNS-A,Example12,2,11,56.732,76.0
ALNS-A,Example12,2,12,60.237,76.0
ALNS-A,Example12,2,13,63.672,76.0
ALNS-A,Example12,2,14,67.084,76.0
ALNS-A,Example12,2,15,67.708,76.0
ALNS-A,Example12,2,16,83.273,76.0
ALNS-A,Example12,2,17,86.691,76.0
ALNS-A,Example12,2,18,89.454,68.0
ALNS-A,Example12,2,19,90.486,36.0
ALNS-A,Example12,2,20,94.081,36.0
ALNS-A,Example12,2,21,95.3,36.0
ALNS-A,Example12,2,22,98.85,36.0
ALNS-A,Example12,2,23,102.255,35.0
ALNS-A,Example12,2,24,105.664,35.0
ALNS-A,Example12,2,25,109.105,35.0
ALNS-A,Example12,2,26,112.68,35.0
ALNS-A,Example12,2,27,116.093,35.0
ALNS-A,Example12,2,28,119.788,35.0
ALNS-A,Example12,2,29,123.341,35.0
ALNS-A,Example12,2,30,123.939,35.0
ALNS-A,Example12,2,31,139.368,35.0
ALNS-A,Example12,2,32,154.933,35.0
ALNS-A,Example12,2,33,158.442,35.0
ALNS-A,Example12,2,34,173.874,35.0
ALNS-A,Example12,2,35,177.695,35.0
ALNS-A,Example12,2,36,181.116,35.0
ALNS-A,Example13,0,1,15.932,398.0
ALNS-A,Example13,0,2,19.607,121.0
ALNS-A,Example13,0,3,23.29,52.0
ALNS-A,Example13,0,4,23.927,50.0
ALNS-A,Example13,0,5,27.425,50.0
ALNS-A,Example13,0,6,30.851,50.0
ALNS-A,Example13,0,7,31.534,35.0
ALNS-A,Example13,0,8,34.979,35.0
ALNS-A,Example13,0,9,39.015,35.0
ALNS-A,Example13,0,10,54.722,35.0
ALNS-A,Example13,0,11,58.218,35.0
ALNS-A,Example13,0,12,58.869,32.0
ALNS-A,Example13,0,13,62.399,32.0
ALNS-A,Example13,0,14,66.021,32.0
ALNS-A,Example13,0,15,69.476,32.0
ALNS-A,Example13,0,16,73.02,27.0
ALNS-A,Example13,0,17,88.574,27.0
ALNS-A,Example13,0,18,104.077,27.0
ALNS-A,Example13,0,19,107.527,27.0
ALNS-A,Example13,0,20,123.028,27.0
ALNS-A,Example13,0,21,126.556,27.0
ALNS-A,Example13,0,22,130.008,27.0
ALNS-A,Example13,0,23,145.441,27.0
ALNS-A,Example13,0,24,149.445,27.0
ALNS-A,Example13,0,25,153.417,27.0
ALNS-A,Example13,0,26,157.303,27.0
ALNS-A,Example13,0,27,207.938,27.0
ALNS-A,Example13,1,1,1.759,158.0
ALNS-A,Example13,1,2,5.538,83.0
ALNS-A,Example13,1,3,9.317,65.0
ALNS-A,Example13,1,4,13.497,65.0
ALNS-A,Example13,1,5,14.241,60.0
ALNS-A,Example13,1,6,17.758,60.0
ALNS-A,Example13,1,7,21.203,56.0
ALNS-A,Example13,1,8,24.652,56.0
ALNS-A,Example13,1,9,40.103,56.0
ALNS-A,Example13,1,10,43.791,56.0
ALNS-A,Example13,1,11,47.243,56.0
ALNS-A,Example13,1,12,50.944,56.0
ALNS-A,Example13,1,13,67.287,56.0
ALNS-A,Example13,1,14,82.831,40.0
ALNS-A,Example13,1,15,86.76,40.0
ALNS-A,Example13,1,16,90.508,40.0
ALNS-A,Example13,1,17,94.829,40.0
ALNS-A,Example13,1,18,98.276,40.0
ALNS-A,Example13,1,19,101.737,40.0
ALNS-A,Example13,1,20,106.062,40.0
ALNS-A,Example13,1,21,121.636,40.0
ALNS-A,Example13,1,22,125.146,40.0
ALNS-A,Example13,1,23,140.681,40.0
ALNS-A,Example13,1,24,156.617,40.0
ALNS-A,Example13,1,25,207.205,40.0
ALNS-A,Example13,2,1,1.701,317.0
ALNS-A,Example13,2,2,2.972,149.0
ALNS-A,Example13,2,3,6.407,44.0
ALNS-A,Example13,2,4,10.145,44.0
ALNS-A,Example13,2,5,13.813,44.0
ALNS-A,Example13,2,6,17.259,44.0
ALNS-A,Example13,2,7,21.025,44.0
ALNS-A,Example13,2,8,21.87,42.0
ALNS-A,Example13,2,9,22.861,23.0
ALNS-A,Example13,2,10,26.393,23.0
ALNS-A,Example13,2,11,41.878,23.0
ALNS-A,Example13,2,12,45.377,23.0
ALNS-A,Example13,2,13,49.108,23.0
ALNS-A,Example13,2,14,52.8,23.0
ALNS-A,Example13,2,15,68.247,23.0
ALNS-A,Example13,2,16,72.341,23.0
ALNS-A,Example13,2,17,75.785,23.0
ALNS-A,Example13,2,18,91.236,23.0
ALNS-A,Example13,2,19,94.733,23.0
ALNS-A,Example13,2,20,145.402,23.0
ALNS-A,Example13,2,21,196.272,23.0
ALNS-A,Example14,0,1,0.806,129.0
ALNS-A,Example14,0,2,1.794,43.0
ALNS-A,Example14,0,3,17.241,28.0
ALNS-A,Example14,0,4,18.286,18.0
ALNS-A,Example14,0,5,33.712,11.0
ALNS-A,Example14,0,6,35.159,10.0
ALNS-A,Example14,0,7,50.683,10.0
ALNS-A,Example14,0,8,54.283,10.0
ALNS-A,Example14,0,9,57.45,7.0
ALNS-A,Example14,0,10,60.882,7.0
ALNS-A,Example14,0,11,61.519,7.0
ALNS-A,Example14,0,12,63.008,6.0
ALNS-A,Example14,0,13,78.434,6.0
ALNS-A,Example14,0,14,79.11,6.0
ALNS-A,Example14,0,15,79.79,5.0
ALNS-A,Example14,0,16,83.225,5.0
ALNS-A,Example14,0,17,86.655,5.0
ALNS-A,Example14,0,18,102.161,5.0
ALNS-A,Example14,0,19,117.587,5.0
ALNS-A,Example14,0,20,133.014,5.0
ALNS-A,Example14,0,21,136.449,5.0
ALNS-A,Example14,0,22,139.996,5.0
ALNS-A,Example14,0,23,155.425,5.0
ALNS-A,Example14,0,24,156.912,5.0
ALNS-A,Example14,0,25,160.321,5.0
ALNS-A,Example14,0,26,210.919,5.0
ALNS-A,Example14,1,1,0.823,95.0
ALNS-A,Example14,1,2,4.456,29.0
ALNS-A,Example14,1,3,7.899,28.0
ALNS-A,Example14,1,4,8.715,15.0
ALNS-A,Example14,1,5,9.639,15.0
ALNS-A,Example14,1,6,10.23,15.0
ALNS-A,Example14,1,7,13.682,15.0
ALNS-A,Example14,1,8,14.316,14.0
ALNS-A,Example14,1,9,14.89,14.0
ALNS-A,Example14,1,10,18.333,14.0
ALNS-A,Example14,1,11,21.767,11.0
ALNS-A,Example14,1,12,22.408,11.0
ALNS-A,Example14,1,13,25.847,11.0
ALNS-A,Example14,1,14,27.159,11.0
ALNS-A,Example14,1,15,30.568,11.0
ALNS-A,Example14,1,16,31.891,9.0
ALNS-A,Example14,1,17,35.391,9.0
ALNS-A,Example14,1,18,38.845,9.0
ALNS-A,Example14,1,19,39.553,8.0
ALNS-A,Example14,1,20,55.028,8.0
ALNS-A,Example14,1,21,55.671,8.0
ALNS-A,Example14,1,22,59.103,8.0
ALNS-A,Example14,1,23,59.86,8.0
ALNS-A,Example14,1,24,63.305,8.0
ALNS-A,Example14,1,25,64.397,8.0
ALNS-A,Example14,1,26,79.928,8.0
ALNS-A,Example14,1,27,83.343,8.0
ALNS-A,Example14,1,28,86.826,8.0
ALNS-A,Example14,1,29,90.255,8.0
ALNS-A,Example14,1,30,94.142,8.0
ALNS-A,Example14,1,31,94.766,7.0
ALNS-A,Example14,1,32,98.271,7.0
