algorithm,instance,instance_index,seed,operator_type,operator_name,selection_count,selection_share,improvement_count,improvement_probability,acceptance_rate,mean_delta,mean_improving_delta
ALNS-A,Example11,11,0,repair,repair_gecode_long,5,0.18518518518518517,2,0.4,0.6,-1.8,-25.5
ALNS-A,Example11,11,0,destroy,destroy_worst_workers_30pct,2,0.07407407407407407,0,0.0,0.0,54.0,nan
ALNS-A,Example11,11,0,repair,repair_chuffed_fast,8,0.2962962962962963,3,0.375,0.375,40.75,-9.333333333333334
ALNS-A,Example11,11,0,destroy,destroy_max_border_shift_1,1,0.037037037037037035,1,1.0,1.0,-14.0,-14.0
ALNS-A,Example11,11,0,destroy,destroy_worst_days_30pct,1,0.037037037037037035,0,0.0,0.0,39.0,nan
ALNS-A,Example11,11,0,destroy,destroy_random_days_20pct,2,0.07407407407407407,0,0.0,0.0,66.0,nan
ALNS-A,Example11,11,0,destroy,destroy_streak_around_worst_worker,1,0.037037037037037035,0,0.0,0.0,183.0,nan
ALNS-A,Example11,11,0,destroy,destroy_worst_workers_10pct,1,0.037037037037037035,0,0.0,0.0,20.0,nan
ALNS-A,Example11,11,1,destroy,destroy_max_border_shift_1,1,0.05263157894736842,0,0.0,1.0,nan,nan
ALNS-A,Example11,11,1,repair,repair_chuffed_fast,6,0.3157894736842105,1,0.16666666666666666,0.5,25.0,-4.0
ALNS-A,Example11,11,1,destroy,destroy_random_window_20pct,3,0.15789473684210525,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,-116.0
ALNS-A,Example11,11,1,repair,repair_gecode_fast,8,0.42105263157894735,3,0.375,0.375,37.625,-44.0
ALNS-A,Example11,11,1,destroy,destroy_worst_workers_10pct,2,0.10526315789473684,0,0.0,0.0,4.5,nan
ALNS-A,Example11,11,1,destroy,destroy_max_border_off,2,0.10526315789473684,2,1.0,1.0,-8.0,-8.0
ALNS-A,Example11,11,1,destroy,destroy_all_forbidden_sequences,1,0.05263157894736842,1,1.0,1.0,-4.0,-4.0
ALNS-A,Example11,11,1,destroy,destroy_random_workers_20pct,3,0.15789473684210525,0,0.0,0.0,54.333333333333336,nan
ALNS-A,Example11,11,1,destroy,destroy_streak_around_worst_worker,1,0.05263157894736842,0,0.0,0.0,348.0,nan
ALNS-A,Example11,11,1,repair,repair_chuffed_long,2,0.10526315789473684,0,0.0,0.0,194.5,nan
ALNS-A,Example11,11,1,destroy,destroy_worst_workers_30pct,3,0.15789473684210525,0,0.0,0.0,125.66666666666667,nan
ALNS-A,Example11,11,1,repair,repair_gecode_long,1,0.05263157894736842,0,0.0,0.0,119.0,nan
ALNS-A,Example11,11,1,destroy,destroy_worst_days_30pct,1,0.05263157894736842,0,0.0,0.0,56.0,nan
ALNS-A,Example11,11,1,destroy,destroy_exploration,2,0.10526315789473684,0,0.0,0.0,102.0,nan
ALNS-A,Example11,11,1,repair,repair_exploration,2,0.10526315789473684,0,0.0,0.0,102.0,nan
ALNS-A,Example11,11,2,destroy,destroy_worst_workers_10pct,1,0.03571428571428571,0,0.0,1.0,nan,nan
ALNS-A,Example11,11,2,repair,repair_gecode_long,4,0.14285714285714285,0,0.0,0.25,63.666666666666664,nan
ALNS-A,Example11,11,2,destroy,destroy_max_border_shift_1,1,0.03571428571428571,1,1.0,1.0,-773.0,-773.0
ALNS-A,Example11,11,2,repair,repair_chuffed_fast,7,0.25,2,0.2857142857142857,0.42857142857142855,-78.85714285714286,-387.0
ALNS-A,Example11,11,2,destroy,destroy_all_forbidden_sequences,2,0.07142857142857142,2,1.0,1.0,-55.5,-55.5
ALNS-A,Example11,11,2,repair,repair_gecode_fast,13,0.4642857142857143,3,0.23076923076923078,0.23076923076923078,49.84615384615385,-48.666666666666664
ALNS-A,Example11,11,2,destroy,destroy_random_window_20pct,10,0.35714285714285715,0,0.0,0.0,61.8,nan
ALNS-A,Example11,11,2,destroy,destroy_random_workers_20pct,8,0.2857142857142857,0,0.0,0.0,41.0,nan
ALNS-A,Example11,11,2,destroy,destroy_max_border_off,2,0.07142857142857142,1,0.5,1.0,-17.5,-35.0
ALNS-A,Example11,11,2,repair,repair_chuffed_long,3,0.10714285714285714,0,0.0,0.0,61.666666666666664,nan
ALNS-A,Example11,11,2,destroy,destroy_streak_around_worst_worker,1,0.03571428571428571,0,0.0,0.0,351.0,nan
ALNS-A,Example11,11,2,destroy,destroy_max_border_shift_2,1,0.03571428571428571,1,1.0,1.0,-1.0,-1.0
ALNS-A,Example11,11,2,destroy,destroy_random_days_20pct,1,0.03571428571428571,0,0.0,0.0,95.0,nan
ALNS-A,Example11,11,2,destroy,destroy_exploration,1,0.03571428571428571,0,0.0,0.0,45.0,nan
ALNS-A,Example11,11,2,repair,repair_exploration,1,0.03571428571428571,0,0.0,0.0,45.0,nan
ALNS-A,Example12,12,0,destroy,destroy_streak_around_worst_worker,2,0.0625,0,0.0,0.5,28.0,nan
ALNS-A,Example12,12,0,repair,repair_chuffed_long,3,0.09375,0,0.0,0.6666666666666666,20.0,nan
ALNS-A,Example12,12,0,destroy,destroy_random_days_20pct,3,0.09375,1,0.3333333333333333,0.3333333333333333,-53.333333333333336,-287.0
ALNS-A,Example12,12,0,repair,repair_gecode_fast,9,0.28125,3,0.3333333333333333,0.3333333333333333,-16.333333333333332,-100.0
ALNS-A,Example12,12,0,destroy,destroy_max_border_shift_2,1,0.03125,1,1.0,1.0,-2.0,-2.0
ALNS-A,Example12,12,0,repair,repair_chuffed_fast,13,0.40625,3,0.23076923076923078,0.3076923076923077,20.923076923076923,-9.333333333333334
ALNS-A,Example12,12,0,destroy,destroy_worst_days_30pct,2,0.0625,0,0.0,0.0,48.0,nan
ALNS-A,Example12,12,0,destroy,destroy_random_window_20pct,10,0.3125,1,0.1,0.2,13.0,-5.0
ALNS-A,Example12,12,0,destroy,destroy_max_border_off,3,0.09375,3,1.0,1.0,-13.666666666666666,-13.666666666666666
ALNS-A,Example12,12,0,repair,repair_gecode_long,6,0.1875,2,0.3333333333333333,0.5,2.6666666666666665,-12.5
ALNS-A,Example12,12,0,destroy,destroy_worst_workers_30pct,4,0.125,0,0.0,0.0,30.75,nan
ALNS-A,Example12,12,0,destroy,destroy_all_forbidden_sequences,1,0.03125,1,1.0,1.0,-8.0,-8.0
ALNS-A,Example12,12,0,destroy,destroy_random_workers_20pct,5,0.15625,1,0.2,0.6,3.0,-10.0
ALNS-A,Example12,12,0,destroy,destroy_exploration,1,0.03125,0,0.0,0.0,37.0,nan
ALNS-A,Example12,12,0,repair,repair_exploration,1,0.03125,0,0.0,0.0,37.0,nan
ALNS-A,Example12,12,1,destroy,destroy_max_border_shift_1,1,0.03125,0,0.0,1.0,nan,nan
ALNS-A,Example12,12,1,repair,repair_chuffed_fast,12,0.375,1,0.08333333333333333,0.16666666666666666,37.90909090909091,-7.0
ALNS-A,Example12,12,1,destroy,destroy_random_window_20pct,8,0.25,5,0.625,0.625,-5.25,-33.6
ALNS-A,Example12,12,1,repair,repair_gecode_fast,12,0.375,6,0.5,0.6666666666666666,-3.1666666666666665,-30.333333333333332
ALNS-A,Example12,12,1,destroy,destroy_worst_workers_10pct,2,0.0625,2,1.0,1.0,-4.0,-4.0
ALNS-A,Example12,12,1,destroy,destroy_streak_around_worst_worker,2,0.0625,0,0.0,0.0,55.0,nan
ALNS-A,Example12,12,1,repair,repair_chuffed_long,8,0.25,2,0.25,0.25,20.75,-5.0
ALNS-A,Example12,12,1,destroy,destroy_worst_days_30pct,3,0.09375,0,0.0,0.0,70.66666666666667,nan
ALNS-A,Example12,12,1,destroy,destroy_worst_workers_30pct,4,0.125,0,0.0,0.0,34.25,nan
ALNS-A,Example12,12,1,destroy,destroy_random_workers_20pct,9,0.28125,0,0.0,0.1111111111111111,17.666666666666668,nan
ALNS-A,Example12,12,1,destroy,destroy_all_forbidden_sequences,2,0.0625,1,0.5,1.0,-7.5,-15.0
ALNS-A,Example12,12,1,destroy,destroy_max_border_off,1,0.03125,1,1.0,1.0,-8.0,-8.0
ALNS-A,Example12,12,2,destroy,destroy_max_border_shift_2,1,0.027777777777777776,0,0.0,1.0,nan,nan
ALNS-A,Example12,12,2,repair,repair_gecode_long,3,0.08333333333333333,0,0.0,0.3333333333333333,15.5,nan
ALNS-A,Example12,12,2,destroy,destroy_worst_workers_30pct,4,0.1111111111111111,1,0.25,0.25,6.25,-97.0
ALNS-A,Example12,12,2,repair,repair_chuffed_fast,17,0.4722222222222222,5,0.29411764705882354,0.4117647058823529,14.823529411764707,-29.0
ALNS-A,Example12,12,2,destroy,destroy_random_days_20pct,6,0.16666666666666666,1,0.16666666666666666,0.16666666666666666,18.666666666666668,-40.0
ALNS-A,Example12,12,2,repair,repair_chuffed_long,5,0.1388888888888889,2,0.4,0.4,-1.2,-22.5
ALNS-A,Example12,12,2,destroy,destroy_worst_days_30pct,2,0.05555555555555555,0,0.0,0.0,32.5,nan
ALNS-A,Example12,12,2,repair,repair_gecode_fast,11,0.3055555555555556,2,0.18181818181818182,0.45454545454545453,13.636363636363637,-16.5
ALNS-A,Example12,12,2,destroy,destroy_streak_around_worst_worker,3,0.08333333333333333,1,0.3333333333333333,0.3333333333333333,32.333333333333336,-20.0
ALNS-A,Example12,12,2,destroy,destroy_random_workers_20pct,5,0.1388888888888889,0,0.0,0.2,12.0,nan
ALNS-A,Example12,12,2,destroy,destroy_all_forbidden_sequences,2,0.05555555555555555,1,0.5,1.0,-2.5,-5.0
ALNS-A,Example12,12,2,destroy,destroy_random_window_20pct,11,0.3055555555555556,3,0.2727272727272727,0.5454545454545454,9.909090909090908,-8.333333333333334
ALNS-A,Example12,12,2,destroy,destroy_max_border_off,2,0.05555555555555555,2,1.0,1.0,-18.0,-18.0
ALNS-A,Example13,13,0,destroy,destroy_max_border_off,4,0.14814814814814814,3,0.75,1.0,-16.0,-16.0
ALNS-A,Example13,13,0,repair,repair_chuffed_long,2,0.07407407407407407,0,0.0,1.0,1.0,nan
ALNS-A,Example13,13,0,destroy,destroy_random_window_20pct,9,0.3333333333333333,2,0.2222222222222222,0.4444444444444444,-14.0,-173.0
ALNS-A,Example13,13,0,repair,repair_gecode_fast,12,0.4444444444444444,3,0.25,0.4166666666666667,-0.75,-120.33333333333333
ALNS-A,Example13,13,0,destroy,destroy_all_forbidden_sequences,1,0.037037037037037035,1,1.0,1.0,-2.0,-2.0
ALNS-A,Example13,13,0,repair,repair_gecode_long,6,0.2222222222222222,2,0.3333333333333333,0.3333333333333333,46.0,-3.0
ALNS-A,Example13,13,0,destroy,destroy_worst_workers_30pct,6,0.2222222222222222,0,0.0,0.0,86.16666666666667,nan
ALNS-A,Example13,13,0,repair,repair_chuffed_fast,6,0.2222222222222222,1,0.16666666666666666,0.16666666666666666,56.333333333333336,-29.0
ALNS-A,Example13,13,0,destroy,destroy_random_workers_20pct,4,0.14814814814814814,0,0.0,0.25,27.75,nan
ALNS-A,Example13,13,0,destroy,destroy_worst_days_30pct,2,0.07407407407407407,0,0.0,0.0,77.0,nan
ALNS-A,Example13,13,0,destroy,destroy_exploration,1,0.037037037037037035,0,0.0,0.0,23.0,nan
ALNS-A,Example13,13,0,repair,repair_exploration,1,0.037037037037037035,0,0.0,0.0,23.0,nan
ALNS-A,Example13,13,1,destroy,destroy_max_border_shift_1,1,0.04,0,0.0,1.0,nan,nan
ALNS-A,Example13,13,1,repair,repair_chuffed_fast,9,0.36,1,0.1111111111111111,0.2222222222222222,60.5,-18.0
ALNS-A,Example13,13,1,destroy,destroy_random_window_20pct,6,0.24,2,0.3333333333333333,0.3333333333333333,34.333333333333336,-39.5
ALNS-A,Example13,13,1,repair,repair_gecode_fast,8,0.32,2,0.25,0.25,30.625,-39.5
ALNS-A,Example13,13,1,destroy,destroy_max_border_off,2,0.08,2,1.0,1.0,-17.0,-17.0
ALNS-A,Example13,13,1,destroy,destroy_all_forbidden_sequences,1,0.04,1,1.0,1.0,-5.0,-5.0
ALNS-A,Example13,13,1,repair,repair_gecode_long,3,0.12,1,0.3333333333333333,0.3333333333333333,24.0,-5.0
ALNS-A,Example13,13,1,destroy,destroy_worst_workers_30pct,3,0.12,0,0.0,0.0,75.66666666666667,nan
ALNS-A,Example13,13,1,destroy,destroy_random_workers_20pct,6,0.24,0,0.0,0.0,32.0,nan
ALNS-A,Example13,13,1,destroy,destroy_streak_around_worst_worker,3,0.12,0,0.0,0.0,119.66666666666667,nan
ALNS-A,Example13,13,1,repair,repair_chuffed_long,4,0.16,1,0.25,0.25,58.75,-16.0
ALNS-A,Example13,13,1,destroy,destroy_random_days_20pct,1,0.04,0,0.0,0.0,30.0,nan
ALNS-A,Example13,13,1,destroy,destroy_worst_days_30pct,1,0.04,0,0.0,0.0,61.0,nan
ALNS-A,Example13,13,1,destroy,destroy_exploration,1,0.04,0,0.0,0.0,13.0,nan
ALNS-A,Example13,13,1,repair,repair_exploration,1,0.04,0,0.0,0.0,13.0,nan
ALNS-A,Example13,13,2,destroy,destroy_worst_workers_10pct,1,0.047619047619047616,0,0.0,1.0,nan,nan
ALNS-A,Example13,13,2,repair,repair_gecode_long,4,0.19047619047619047,0,0.0,0.25,34.0,nan
ALNS-A,Example13,13,2,destroy,destroy_max_border_shift_1,1,0.047619047619047616,1,1.0,1.0,-168.0,-168.0
ALNS-A,Example13,13,2,repair,repair_chuffed_fast,5,0.23809523809523808,1,0.2,0.2,-3.6,-168.0
ALNS-A,Example13,13,2,destroy,destroy_all_forbidden_sequences,1,0.047619047619047616,1,1.0,1.0,-105.0,-105.0
ALNS-A,Example13,13,2,repair,repair_gecode_fast,10,0.47619047619047616,3,0.3,0.3,24.7,-42.0
ALNS-A,Example13,13,2,destroy,destroy_random_window_20pct,4,0.19047619047619047,0,0.0,0.0,41.75,nan
ALNS-A,Example13,13,2,destroy,destroy_random_workers_20pct,6,0.2857142857142857,0,0.0,0.0,27.0,nan
ALNS-A,Example13,13,2,destroy,destroy_max_border_shift_2,1,0.047619047619047616,1,1.0,1.0,-2.0,-2.0
ALNS-A,Example13,13,2,destroy,destroy_max_border_off,1,0.047619047619047616,1,1.0,1.0,-19.0,-19.0
ALNS-A,Example13,13,2,destroy,destroy_worst_workers_30pct,4,0.19047619047619047,0,0.0,0.0,74.0,nan
ALNS-A,Example13,13,2,destroy,destroy_exploration,2,0.09523809523809523,0,0.0,0.0,40.5,nan
ALNS-A,Example13,13,2,repair,repair_exploration,2,0.09523809523809523,0,0.0,0.0,40.5,nan
ALNS-A,Example14,14,0,destroy,destroy_max_border_off,1,0.038461538461538464,0,0.0,1.0,nan,nan
ALNS-A,Example14,14,0,repair,repair_chuffed_long,4,0.15384615384615385,1,0.25,0.5,23.0,-10.0
ALNS-A,Example14,14,0,destroy,destroy_random_window_20pct,9,0.34615384615384615,5,0.5555555555555556,0.7777777777777778,-3.888888888888889,-18.4
ALNS-A,Example14,14,0,repair,repair_gecode_fast,8,0.3076923076923077,2,0.25,0.625,-1.5,-43.5
ALNS-A,Example14,14,0,destroy,destroy_streak_around_worst_worker,4,0.15384615384615385,1,0.25,0.25,26.25,-15.0
ALNS-A,Example14,14,0,repair,repair_gecode_long,8,0.3076923076923077,4,0.5,0.5,4.375,-6.5
ALNS-A,Example14,14,0,destroy,destroy_all_forbidden_sequences,2,0.07692307692307693,1,0.5,1.0,-5.0,-10.0
ALNS-A,Example14,14,0,destroy,destroy_random_workers_20pct,3,0.11538461538461539,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,-7.0
ALNS-A,Example14,14,0,repair,repair_chuffed_fast,5,0.19230769230769232,1,0.2,0.4,21.2,-1.0
ALNS-A,Example14,14,0,destroy,destroy_worst_workers_30pct,5,0.19230769230769232,0,0.0,0.0,15.8,nan
ALNS-A,Example14,14,0,destroy,destroy_worst_days_30pct,1,0.038461538461538464,0,0.0,0.0,58.0,nan
ALNS-A,Example14,14,0,destroy,destroy_exploration,1,0.038461538461538464,0,0.0,0.0,12.0,nan
ALNS-A,Example14,14,0,repair,repair_exploration,1,0.038461538461538464,0,0.0,0.0,12.0,nan
ALNS-A,Example14,14,1,destroy,destroy_max_border_shift_1,1,0.023255813953488372,0,0.0,1.0,nan,nan
ALNS-A,Example14,14,1,repair,repair_chuffed_fast,12,0.27906976744186046,2,0.16666666666666666,0.6666666666666666,5.0,-7.5
ALNS-A,Example14,14,1,destroy,destroy_random_window_20pct,12,0.27906976744186046,2,0.16666666666666666,0.75,-1.5833333333333333,-33.5
ALNS-A,Example14,14,1,repair,repair_gecode_fast,16,0.37209302325581395,3,0.1875,0.5,5.625,-23.333333333333332
ALNS-A,Example14,14,1,destroy,destroy_worst_workers_30pct,7,0.16279069767441862,1,0.14285714285714285,0.14285714285714285,13.571428571428571,-1.0
ALNS-A,Example14,14,1,destroy,destroy_max_border_off,1,0.023255813953488372,1,1.0,1.0,-13.0,-13.0
ALNS-A,Example14,14,1,destroy,destroy_max_border_shift_2,2,0.046511627906976744,0,0.0,1.0,0.0,nan
ALNS-A,Example14,14,1,destroy,destroy_worst_days_30pct,3,0.06976744186046512,0,0.0,0.0,45.333333333333336,nan
ALNS-A,Example14,14,1,destroy,destroy_all_forbidden_sequences,4,0.09302325581395349,1,0.25,1.0,-0.25,-1.0
ALNS-A,Example14,14,1,repair,repair_gecode_long,10,0.23255813953488372,3,0.3,0.6,8.0,-3.6666666666666665
ALNS-A,Example14,14,1,destroy,destroy_streak_around_worst_worker,2,0.046511627906976744,1,0.5,0.5,15.0,-3.0
ALNS-A,Example14,14,1,repair,repair_chuffed_long,3,0.06976744186046512,0,0.0,0.3333333333333333,22.0,nan
ALNS-A,Example14,14,1,destroy,destroy_random_workers_20pct,6,0.13953488372093023,1,0.16666666666666666,0.5,6.166666666666667,-2.0
ALNS-A,Example14,14,1,destroy,destroy_random_days_20pct,2,0.046511627906976744,0,0.0,0.0,17.5,nan
ALNS-A,Example14,14,1,destroy,destroy_worst_workers_10pct,1,0.023255813953488372,1,1.0,1.0,-9.0,-9.0
ALNS-A,Example14,14,1,destroy,destroy_exploration,2,0.046511627906976744,1,0.5,1.0,-0.5,-1.0
ALNS-A,Example14,14,1,repair,repair_exploration,2,0.046511627906976744,1,0.5,1.0,-0.5,-1.0
ALNS-A,Example14,14,2,destroy,destroy_worst_workers_10pct,1,0.023255813953488372,0,0.0,1.0,nan,nan
ALNS-A,Example14,14,2,repair,repair_gecode_long,9,0.20930232558139536,3,0.3333333333333333,0.5555555555555556,10.375,-2.3333333333333335
ALNS-A,Example14,14,2,destroy,destroy_max_border_shift_1,1,0.023255813953488372,1,1.0,1.0,-37.0,-37.0
ALNS-A,Example14,14,2,repair,repair_chuffed_fast,19,0.4418604651162791,5,0.2631578947368421,0.6842105263157895,4.315789473684211,-8.6
ALNS-A,Example14,14,2,destroy,destroy_all_forbidden_sequences,3,0.06976744186046512,1,0.3333333333333333,1.0,-22.666666666666668,-68.0
ALNS-A,Example14,14,2,repair,repair_gecode_fast,11,0.2558139534883721,5,0.45454545454545453,0.8181818181818182,2.4545454545454546,-16.8
ALNS-A,Example14,14,2,destroy,destroy_random_window_20pct,22,0.5116279069767442,11,0.5,0.7727272727272727,3.1818181818181817,-3.0
ALNS-A,Example14,14,2,destroy,destroy_streak_around_worst_worker,2,0.046511627906976744,0,0.0,0.0,35.0,nan
ALNS-A,Example14,14,2,destroy,destroy_random_workers_20pct,1,0.023255813953488372,0,0.0,0.0,14.0,nan
ALNS-A,Example14,14,2,destroy,destroy_max_border_off,2,0.046511627906976744,2,1.0,1.0,-4.5,-4.5
ALNS-A,Example14,14,2,destroy,destroy_worst_workers_30pct,6,0.13953488372093023,0,0.0,0.16666666666666666,16.666666666666668,nan
ALNS-A,Example14,14,2,destroy,destroy_max_border_shift_2,2,0.046511627906976744,0,0.0,1.0,0.0,nan
ALNS-A,Example14,14,2,repair,repair_chuffed_long,4,0.09302325581395349,2,0.5,0.5,5.25,-6.5
ALNS-A,Example14,14,2,destroy,destroy_random_days_20pct,2,0.046511627906976744,0,0.0,1.0,6.5,nan
ALNS-A,Example14,14,2,destroy,destroy_worst_days_30pct,1,0.023255813953488372,0,0.0,0.0,60.0,nan
ALNS-B,Example0,0,0,destroy,destroy_streak_around_worst_worker,9,0.28125,4,0.4444444444444444,0.5555555555555556,-0.75,-1.75
ALNS-B,Example0,0,0,repair,repair_chuffed_long,4,0.125,0,0.0,0.25,0.0,nan
ALNS-B,Example0,0,0,repair,repair_gecode_fast,10,0.3125,0,0.0,0.0,0.1,nan
ALNS-B,Example0,0,0,destroy,destroy_worst_days_10pct,9,0.28125,1,0.1111111111111111,0.1111111111111111,-0.1111111111111111,-1.0
ALNS-B,Example0,0,0,repair,repair_chuffed_fast,9,0.28125,4,0.4444444444444444,0.4444444444444444,-0.7777777777777778,-1.75
ALNS-B,Example0,0,0,destroy,destroy_all_forbidden_sequences,3,0.09375,0,0.0,0.0,0.0,nan
ALNS-B,Example0,0,0,repair,repair_gecode_long,5,0.15625,1,0.2,0.2,-0.2,-1.0
ALNS-B,Example0,0,0,destroy,destroy_max_border_work,2,0.0625,0,0.0,0.0,0.0,nan
ALNS-B,Example0,0,0,destroy,destroy_max_border_shift_3,1,0.03125,0,0.0,0.0,0.0,nan
ALNS-B,Example0,0,0,destroy,destroy_max_border_off,1,0.03125,0,0.0,0.0,0.0,nan
ALNS-B,Example0,0,0,destroy,destroy_worst_workers_10pct,2,0.0625,0,0.0,0.0,0.0,nan
ALNS-B,Example0,0,0,destroy,destroy_exploration,4,0.125,2,0.5,0.5,-0.5,-1.0
ALNS-B,Example0,0,0,repair,repair_exploration,4,0.125,2,0.5,0.5,-0.5,-1.0
ALNS-B,Example0,0,0,destroy,destroy_max_border_shift_1,1,0.03125,0,0.0,0.0,0.0,nan
ALNS-B,Example0,0,1,destroy,destroy_random_window_20pct,1,0.01098901098901099,0,0.0,1.0,nan,nan
ALNS-B,Example0,0,1,repair,repair_chuffed_fast,37,0.4065934065934066,3,0.08108108108108109,0.10810810810810811,-0.1111111111111111,-1.3333333333333333
ALNS-B,Example0,0,1,destroy,destroy_all_forbidden_sequences,20,0.21978021978021978,1,0.05,0.05,-0.1,-2.0
ALNS-B,Example0,0,1,destroy,destroy_streak_around_worst_worker,18,0.1978021978021978,5,0.2777777777777778,0.2777777777777778,-0.2777777777777778,-1.0
ALNS-B,Example0,0,1,repair,repair_gecode_fast,18,0.1978021978021978,1,0.05555555555555555,0.05555555555555555,-0.05555555555555555,-1.0
ALNS-B,Example0,0,1,destroy,destroy_worst_workers_10pct,6,0.06593406593406594,0,0.0,0.0,0.0,nan
ALNS-B,Example0,0,1,destroy,destroy_max_border_shift_3,6,0.06593406593406594,0,0.0,0.0,0.0,nan
ALNS-B,Example0,0,1,destroy,destroy_max_border_off,7,0.07692307692307693,0,0.0,0.0,0.0,nan
ALNS-B,Example0,0,1,repair,repair_chuffed_long,11,0.12087912087912088,2,0.18181818181818182,0.18181818181818182,-0.18181818181818182,-1.0
ALNS-B,Example0,0,1,destroy,destroy_worst_days_10pct,8,0.08791208791208792,0,0.0,0.0,0.0,nan
ALNS-B,Example0,0,1,repair,repair_gecode_long,11,0.12087912087912088,0,0.0,0.0,0.0,nan
ALNS-B,Example0,0,1,destroy,destroy_max_border_shift_1,4,0.04395604395604396,0,0.0,0.0,0.0,nan
ALNS-B,Example0,0,1,destroy,destroy_exploration,14,0.15384615384615385,0,0.0,0.0,0.0,nan
ALNS-B,Example0,0,1,repair,repair_exploration,14,0.15384615384615385,0,0.0,0.0,0.0,nan
ALNS-B,Example0,0,1,destroy,destroy_max_border_shift_2,5,0.054945054945054944,0,0.0,0.0,0.0,nan
ALNS-B,Example0,0,1,destroy,destroy_max_border_work,2,0.02197802197802198,0,0.0,0.0,0.0,nan
ALNS-B,Example0,0,2,destroy,destroy_worst_workers_10pct,6,0.09375,0,0.0,0.16666666666666666,0.0,nan
ALNS-B,Example0,0,2,repair,repair_gecode_long,20,0.3125,1,0.05,0.1,0.0,-5.0
ALNS-B,Example0,0,2,destroy,destroy_streak_around_worst_worker,17,0.265625,4,0.23529411764705882,0.23529411764705882,-0.17647058823529413,-2.0
ALNS-B,Example0,0,2,repair,repair_chuffed_fast,13,0.203125,2,0.15384615384615385,0.15384615384615385,-0.15384615384615385,-1.0
ALNS-B,Example0,0,2,destroy,destroy_all_forbidden_sequences,8,0.125,0,0.0,0.0,0.0,nan
ALNS-B,Example0,0,2,repair,repair_gecode_fast,17,0.265625,1,0.058823529411764705,0.058823529411764705,-0.058823529411764705,-1.0
ALNS-B,Example0,0,2,destroy,destroy_max_border_work,3,0.046875,0,0.0,0.0,0.0,nan
ALNS-B,Example0,0,2,destroy,destroy_max_border_shift_1,3,0.046875,0,0.0,0.0,0.0,nan
ALNS-B,Example0,0,2,destroy,destroy_max_border_shift_3,2,0.03125,0,0.0,0.0,0.0,nan
ALNS-B,Example0,0,2,destroy,destroy_max_border_shift_2,3,0.046875,0,0.0,0.0,0.0,nan
ALNS-B,Example0,0,2,repair,repair_chuffed_long,4,0.0625,0,0.0,0.0,0.0,nan
ALNS-B,Example0,0,2,destroy,destroy_worst_days_10pct,11,0.171875,0,0.0,0.0,0.0,nan
ALNS-B,Example0,0,2,destroy,destroy_exploration,10,0.15625,2,0.2,0.2,-0.2,-1.0
ALNS-B,Example0,0,2,repair,repair_exploration,10,0.15625,2,0.2,0.2,-0.2,-1.0
ALNS-B,Example0,0,2,destroy,destroy_max_border_off,1,0.015625,0,0.0,0.0,0.0,nan
ALNS-B,Example1,1,0,destroy,destroy_streak_around_worst_worker,16,0.32,5,0.3125,0.375,-0.13333333333333333,-2.0
ALNS-B,Example1,1,0,repair,repair_chuffed_long,22,0.44,7,0.3181818181818182,0.36363636363636365,0.19047619047619047,-2.142857142857143
ALNS-B,Example1,1,0,destroy,destroy_worst_days_30pct,1,0.02,0,0.0,0.0,15.0,nan
ALNS-B,Example1,1,0,destroy,destroy_random_days_20pct,1,0.02,1,1.0,1.0,-5.0,-5.0
ALNS-B,Example1,1,0,destroy,destroy_all_forbidden_sequences,4,0.08,0,0.0,0.0,0.25,nan
ALNS-B,Example1,1,0,repair,repair_chuffed_fast,12,0.24,0,0.0,0.0,0.4166666666666667,nan
ALNS-B,Example1,1,0,destroy,destroy_max_border_shift_3,7,0.14,0,0.0,0.0,0.0,nan
ALNS-B,Example1,1,0,destroy,destroy_worst_workers_10pct,6,0.12,1,0.16666666666666666,0.16666666666666666,-0.16666666666666666,-1.0
ALNS-B,Example1,1,0,repair,repair_gecode_long,4,0.08,0,0.0,0.0,0.0,nan
ALNS-B,Example1,1,0,destroy,destroy_max_border_work,3,0.06,0,0.0,0.0,0.0,nan
ALNS-B,Example1,1,0,repair,repair_gecode_fast,10,0.2,1,0.1,0.1,-0.2,-2.0
ALNS-B,Example1,1,0,destroy,destroy_max_border_shift_1,4,0.08,0,0.0,0.0,0.0,nan
ALNS-B,Example1,1,0,destroy,destroy_max_border_off,3,0.06,0,0.0,0.0,0.0,nan
ALNS-B,Example1,1,0,destroy,destroy_max_border_shift_2,1,0.02,0,0.0,0.0,0.0,nan
ALNS-B,Example1,1,0,destroy,destroy_worst_days_10pct,2,0.04,1,0.5,0.5,-0.5,-1.0
ALNS-B,Example1,1,0,destroy,destroy_exploration,2,0.04,2,1.0,1.0,-1.5,-1.5
ALNS-B,Example1,1,0,repair,repair_exploration,2,0.04,2,1.0,1.0,-1.5,-1.5
ALNS-B,Example1,1,1,destroy,destroy_random_window_20pct,1,0.012658227848101266,0,0.0,1.0,nan,nan
ALNS-B,Example1,1,1,repair,repair_chuffed_fast,24,0.3037974683544304,2,0.08333333333333333,0.125,-0.2608695652173913,-3.0
ALNS-B,Example1,1,1,destroy,destroy_random_workers_20pct,1,0.012658227848101266,1,1.0,1.0,-4.0,-4.0
