algorithm,instance,instance_index,seed,operator_type,operator_name,selection_count,selection_share,improvement_count,improvement_probability,acceptance_rate,mean_delta,mean_improving_delta
ALNS-A,Example5,5,1,destroy,destroy_worst_days_30pct,5,0.08196721311475409,0,0.0,0.0,38.0,nan
ALNS-A,Example5,5,1,destroy,destroy_all_forbidden_sequences,3,0.04918032786885246,1,0.3333333333333333,1.0,-0.6666666666666666,-2.0
ALNS-A,Example5,5,1,destroy,destroy_streak_around_worst_worker,3,0.04918032786885246,0,0.0,0.3333333333333333,24.333333333333332,nan
ALNS-A,Example5,5,1,destroy,destroy_random_workers_20pct,14,0.22950819672131148,1,0.07142857142857142,0.7142857142857143,1.5714285714285714,-2.0
ALNS-A,Example5,5,1,repair,repair_gecode_long,10,0.16393442622950818,1,0.1,0.8,3.9,-1.0
ALNS-A,Example5,5,1,repair,repair_chuffed_long,1,0.01639344262295082,0,0.0,0.0,50.0,nan
ALNS-A,Example5,5,1,destroy,destroy_exploration,8,0.13114754098360656,1,0.125,1.0,-0.125,-1.0
ALNS-A,Example5,5,1,repair,repair_exploration,8,0.13114754098360656,1,0.125,1.0,-0.125,-1.0
ALNS-A,Example5,5,1,destroy,destroy_random_days_20pct,6,0.09836065573770492,0,0.0,0.8333333333333334,4.333333333333333,nan
ALNS-A,Example5,5,2,destroy,destroy_worst_workers_10pct,1,0.02564102564102564,0,0.0,1.0,nan,nan
ALNS-A,Example5,5,2,repair,repair_gecode_long,10,0.2564102564102564,3,0.3,1.0,1.1111111111111112,-3.0
ALNS-A,Example5,5,2,destroy,destroy_max_border_off,4,0.10256410256410256,2,0.5,1.0,-3.75,-7.5
ALNS-A,Example5,5,2,repair,repair_chuffed_fast,8,0.20512820512820512,3,0.375,0.5,10.125,-3.6666666666666665
ALNS-A,Example5,5,2,destroy,destroy_all_forbidden_sequences,3,0.07692307692307693,1,0.3333333333333333,1.0,-3.6666666666666665,-11.0
ALNS-A,Example5,5,2,repair,repair_gecode_fast,18,0.46153846153846156,5,0.2777777777777778,0.6666666666666666,2.388888888888889,-7.2
ALNS-A,Example5,5,2,destroy,destroy_streak_around_worst_worker,2,0.05128205128205128,1,0.5,0.5,13.5,-5.0
ALNS-A,Example5,5,2,destroy,destroy_random_workers_20pct,7,0.1794871794871795,3,0.42857142857142855,0.5714285714285714,1.8571428571428572,-3.6666666666666665
ALNS-A,Example5,5,2,destroy,destroy_random_window_20pct,12,0.3076923076923077,4,0.3333333333333333,0.5833333333333334,6.5,-3.5
ALNS-A,Example5,5,2,destroy,destroy_max_border_shift_1,1,0.02564102564102564,0,0.0,1.0,0.0,nan
ALNS-A,Example5,5,2,destroy,destroy_worst_workers_30pct,5,0.1282051282051282,0,0.0,0.6,12.8,nan
ALNS-A,Example5,5,2,destroy,destroy_worst_days_30pct,2,0.05128205128205128,0,0.0,0.0,33.0,nan
ALNS-A,Example5,5,2,repair,repair_chuffed_long,3,0.07692307692307693,0,0.0,0.0,29.333333333333332,nan
ALNS-A,Example5,5,2,destroy,destroy_random_days_20pct,2,0.05128205128205128,0,0.0,1.0,0.0,nan
ALNS-A,Example6,6,0,destroy,destroy_streak_around_worst_worker,4,0.027586206896551724,1,0.25,1.0,-1.0,-3.0
ALNS-A,Example6,6,0,repair,repair_chuffed_long,26,0.1793103448275862,2,0.07692307692307693,1.0,-0.16,-2.0
ALNS-A,Example6,6,0,destroy,destroy_random_days_20pct,12,0.08275862068965517,3,0.25,1.0,-0.5833333333333334,-2.3333333333333335
ALNS-A,Example6,6,0,repair,repair_gecode_fast,39,0.2689655172413793,9,0.23076923076923078,0.9230769230769231,0.41025641025641024,-3.0
ALNS-A,Example6,6,0,destroy,destroy_random_window_20pct,39,0.2689655172413793,5,0.1282051282051282,1.0,-0.3333333333333333,-2.6
ALNS-A,Example6,6,0,destroy,destroy_all_forbidden_sequences,1,0.006896551724137931,0,0.0,1.0,0.0,nan
ALNS-A,Example6,6,0,destroy,destroy_worst_workers_10pct,1,0.006896551724137931,1,1.0,1.0,-1.0,-1.0
ALNS-A,Example6,6,0,repair,repair_chuffed_fast,35,0.2413793103448276,2,0.05714285714285714,0.9428571428571428,1.0285714285714285,-1.0
ALNS-A,Example6,6,0,destroy,destroy_random_workers_20pct,8,0.05517241379310345,0,0.0,1.0,0.0,nan
ALNS-A,Example6,6,0,destroy,destroy_worst_workers_30pct,28,0.19310344827586207,2,0.07142857142857142,0.8571428571428571,1.9642857142857142,-2.0
ALNS-A,Example6,6,0,destroy,destroy_worst_days_30pct,30,0.20689655172413793,2,0.06666666666666667,0.9666666666666667,0.5333333333333333,-3.0
ALNS-A,Example6,6,0,repair,repair_gecode_long,23,0.15862068965517243,1,0.043478260869565216,1.0,-0.043478260869565216,-1.0
ALNS-A,Example6,6,0,destroy,destroy_exploration,22,0.15172413793103448,1,0.045454545454545456,1.0,-0.36363636363636365,-8.0
ALNS-A,Example6,6,0,repair,repair_exploration,22,0.15172413793103448,1,0.045454545454545456,1.0,-0.36363636363636365,-8.0
ALNS-A,Example6,6,1,destroy,destroy_random_window_20pct,35,0.2631578947368421,3,0.08571428571428572,1.0,-0.08823529411764706,-1.0
ALNS-A,Example6,6,1,repair,repair_chuffed_fast,39,0.2932330827067669,4,0.10256410256410256,0.8205128205128205,2.3947368421052633,-1.75
ALNS-A,Example6,6,1,destroy,destroy_random_workers_20pct,13,0.09774436090225563,1,0.07692307692307693,1.0,-0.23076923076923078,-3.0
ALNS-A,Example6,6,1,destroy,destroy_streak_around_worst_worker,11,0.08270676691729323,3,0.2727272727272727,0.7272727272727273,1.9090909090909092,-3.0
ALNS-A,Example6,6,1,repair,repair_chuffed_long,13,0.09774436090225563,1,0.07692307692307693,1.0,-0.15384615384615385,-2.0
ALNS-A,Example6,6,1,repair,repair_gecode_long,21,0.15789473684210525,3,0.14285714285714285,1.0,-0.38095238095238093,-2.6666666666666665
ALNS-A,Example6,6,1,destroy,destroy_all_forbidden_sequences,6,0.045112781954887216,1,0.16666666666666666,1.0,-0.16666666666666666,-1.0
ALNS-A,Example6,6,1,repair,repair_gecode_fast,38,0.2857142857142857,2,0.05263157894736842,0.9736842105263158,0.47368421052631576,-1.0
ALNS-A,Example6,6,1,destroy,destroy_random_days_20pct,17,0.12781954887218044,1,0.058823529411764705,1.0,-0.11764705882352941,-2.0
ALNS-A,Example6,6,1,destroy,destroy_worst_days_30pct,8,0.06015037593984962,0,0.0,0.5,10.375,nan
ALNS-A,Example6,6,1,destroy,destroy_worst_workers_30pct,21,0.15789473684210525,1,0.047619047619047616,0.9523809523809523,0.19047619047619047,-1.0
ALNS-A,Example6,6,1,destroy,destroy_exploration,22,0.16541353383458646,0,0.0,1.0,0.0,nan
ALNS-A,Example6,6,1,repair,repair_exploration,22,0.16541353383458646,0,0.0,1.0,0.0,nan
ALNS-A,Example6,6,2,destroy,destroy_worst_workers_10pct,1,0.012195121951219513,0,0.0,1.0,nan,nan
ALNS-A,Example6,6,2,repair,repair_gecode_long,11,0.13414634146341464,1,0.09090909090909091,0.9090909090909091,1.7,-3.0
ALNS-A,Example6,6,2,destroy,destroy_all_forbidden_sequences,5,0.06097560975609756,0,0.0,0.6,4.2,nan
ALNS-A,Example6,6,2,repair,repair_chuffed_fast,32,0.3902439024390244,9,0.28125,0.9375,-0.0625,-4.333333333333333
ALNS-A,Example6,6,2,destroy,destroy_max_border_work,1,0.012195121951219513,0,0.0,1.0,0.0,nan
ALNS-A,Example6,6,2,repair,repair_chuffed_long,17,0.2073170731707317,3,0.17647058823529413,1.0,0.6470588235294118,-1.3333333333333333
ALNS-A,Example6,6,2,destroy,destroy_worst_days_30pct,11,0.13414634146341464,0,0.0,0.9090909090909091,1.8181818181818181,nan
ALNS-A,Example6,6,2,repair,repair_gecode_fast,16,0.1951219512195122,1,0.0625,0.9375,-0.25,-8.0
ALNS-A,Example6,6,2,destroy,destroy_max_border_shift_2,2,0.024390243902439025,0,0.0,1.0,0.0,nan
ALNS-A,Example6,6,2,destroy,destroy_max_border_off,4,0.04878048780487805,0,0.0,1.0,0.0,nan
ALNS-A,Example6,6,2,destroy,destroy_streak_around_worst_worker,11,0.13414634146341464,5,0.45454545454545453,0.9090909090909091,0.6363636363636364,-5.6
ALNS-A,Example6,6,2,destroy,destroy_random_workers_20pct,10,0.12195121951219512,2,0.2,1.0,-0.9,-4.5
ALNS-A,Example6,6,2,destroy,destroy_max_border_shift_1,1,0.012195121951219513,0,0.0,1.0,0.0,nan
ALNS-A,Example6,6,2,destroy,destroy_random_window_20pct,13,0.15853658536585366,4,0.3076923076923077,1.0,-0.6923076923076923,-2.25
ALNS-A,Example6,6,2,destroy,destroy_worst_workers_30pct,15,0.18292682926829268,3,0.2,1.0,-0.5333333333333333,-2.6666666666666665
ALNS-A,Example6,6,2,destroy,destroy_random_days_20pct,1,0.012195121951219513,0,0.0,1.0,0.0,nan
ALNS-A,Example6,6,2,destroy,destroy_exploration,6,0.07317073170731707,0,0.0,1.0,0.0,nan
ALNS-A,Example6,6,2,repair,repair_exploration,6,0.07317073170731707,0,0.0,1.0,0.0,nan
ALNS-A,Example6,6,2,destroy,destroy_worst_days_10pct,1,0.012195121951219513,0,0.0,1.0,0.0,nan
ALNS-A,Example7,7,0,destroy,destroy_max_border_off,2,0.09090909090909091,1,0.5,1.0,-38.0,-38.0
ALNS-A,Example7,7,0,repair,repair_chuffed_long,7,0.3181818181818182,1,0.14285714285714285,0.2857142857142857,153.66666666666666,-43.0
ALNS-A,Example7,7,0,destroy,destroy_random_window_20pct,7,0.3181818181818182,1,0.14285714285714285,0.14285714285714285,137.14285714285714,-252.0
ALNS-A,Example7,7,0,repair,repair_gecode_fast,4,0.18181818181818182,1,0.25,0.25,-35.75,-252.0
ALNS-A,Example7,7,0,destroy,destroy_worst_workers_30pct,2,0.09090909090909091,0,0.0,0.0,37.5,nan
ALNS-A,Example7,7,0,destroy,destroy_all_forbidden_sequences,2,0.09090909090909091,1,0.5,1.0,-21.5,-43.0
ALNS-A,Example7,7,0,destroy,destroy_random_workers_20pct,6,0.2727272727272727,1,0.16666666666666666,0.16666666666666666,25.166666666666668,-1.0
ALNS-A,Example7,7,0,repair,repair_chuffed_fast,9,0.4090909090909091,1,0.1111111111111111,0.2222222222222222,73.0,-1.0
ALNS-A,Example7,7,0,repair,repair_gecode_long,1,0.045454545454545456,1,1.0,1.0,-38.0,-38.0
ALNS-A,Example7,7,0,destroy,destroy_streak_around_worst_worker,2,0.09090909090909091,0,0.0,0.0,146.5,nan
ALNS-A,Example7,7,0,destroy,destroy_exploration,1,0.045454545454545456,0,0.0,0.0,11.0,nan
ALNS-A,Example7,7,0,repair,repair_exploration,1,0.045454545454545456,0,0.0,0.0,11.0,nan
ALNS-A,Example7,7,1,destroy,destroy_max_border_off,4,0.17391304347826086,3,0.75,1.0,-47.333333333333336,-47.333333333333336
ALNS-A,Example7,7,1,repair,repair_chuffed_fast,17,0.7391304347826086,4,0.23529411764705882,0.4117647058823529,25.375,-60.5
ALNS-A,Example7,7,1,destroy,destroy_worst_workers_30pct,1,0.043478260869565216,1,1.0,1.0,-130.0,-130.0
ALNS-A,Example7,7,1,destroy,destroy_random_window_20pct,12,0.5217391304347826,0,0.0,0.08333333333333333,54.333333333333336,nan
ALNS-A,Example7,7,1,destroy,destroy_all_forbidden_sequences,2,0.08695652173913043,1,0.5,1.0,-1.5,-3.0
ALNS-A,Example7,7,1,repair,repair_gecode_fast,4,0.17391304347826086,1,0.25,0.25,29.5,-33.0
ALNS-A,Example7,7,1,destroy,destroy_random_workers_20pct,2,0.08695652173913043,0,0.0,0.0,73.5,nan
ALNS-A,Example7,7,1,destroy,destroy_exploration,2,0.08695652173913043,1,0.5,0.5,23.5,-7.0
ALNS-A,Example7,7,1,repair,repair_exploration,2,0.08695652173913043,1,0.5,0.5,23.5,-7.0
ALNS-A,Example7,7,2,destroy,destroy_worst_workers_10pct,1,0.041666666666666664,0,0.0,1.0,nan,nan
ALNS-A,Example7,7,2,repair,repair_gecode_long,6,0.25,1,0.16666666666666666,0.3333333333333333,37.8,-2.0
ALNS-A,Example7,7,2,destroy,destroy_max_border_off,3,0.125,3,1.0,1.0,-47.333333333333336,-47.333333333333336
ALNS-A,Example7,7,2,repair,repair_chuffed_fast,9,0.375,3,0.3333333333333333,0.4444444444444444,20.333333333333332,-47.333333333333336
ALNS-A,Example7,7,2,destroy,destroy_all_forbidden_sequences,2,0.08333333333333333,2,1.0,1.0,-124.0,-124.0
ALNS-A,Example7,7,2,repair,repair_gecode_fast,6,0.25,2,0.3333333333333333,0.3333333333333333,-1.0,-124.0
ALNS-A,Example7,7,2,destroy,destroy_streak_around_worst_worker,3,0.125,0,0.0,0.0,154.0,nan
ALNS-A,Example7,7,2,destroy,destroy_random_window_20pct,7,0.2916666666666667,0,0.0,0.0,54.42857142857143,nan
ALNS-A,Example7,7,2,destroy,destroy_random_workers_20pct,7,0.2916666666666667,2,0.2857142857142857,0.2857142857142857,24.714285714285715,-16.5
ALNS-A,Example7,7,2,repair,repair_chuffed_long,3,0.125,1,0.3333333333333333,0.3333333333333333,86.66666666666667,-31.0
ALNS-A,Example7,7,2,destroy,destroy_max_border_shift_1,1,0.041666666666666664,0,0.0,1.0,0.0,nan
ALNS-A,Example8,8,0,destroy,destroy_max_border_off,4,0.11764705882352941,2,0.5,1.0,-6.666666666666667,-10.0
ALNS-A,Example8,8,0,repair,repair_chuffed_long,4,0.11764705882352941,0,0.0,0.25,17.333333333333332,nan
ALNS-A,Example8,8,0,destroy,destroy_random_window_20pct,14,0.4117647058823529,2,0.14285714285714285,0.35714285714285715,10.428571428571429,-22.0
ALNS-A,Example8,8,0,repair,repair_gecode_fast,6,0.17647058823529413,2,0.3333333333333333,0.5,8.5,-22.0
ALNS-A,Example8,8,0,destroy,destroy_worst_days_30pct,5,0.14705882352941177,0,0.0,0.0,42.4,nan
ALNS-A,Example8,8,0,repair,repair_chuffed_fast,16,0.47058823529411764,2,0.125,0.3125,18.75,-3.0
ALNS-A,Example8,8,0,destroy,destroy_worst_workers_30pct,4,0.11764705882352941,0,0.0,0.0,28.5,nan
ALNS-A,Example8,8,0,destroy,destroy_all_forbidden_sequences,2,0.058823529411764705,1,0.5,1.0,-1.5,-3.0
ALNS-A,Example8,8,0,destroy,destroy_random_workers_20pct,3,0.08823529411764706,1,0.3333333333333333,0.6666666666666666,10.666666666666666,-1.0
ALNS-A,Example8,8,0,repair,repair_gecode_long,6,0.17647058823529413,2,0.3333333333333333,0.6666666666666666,13.0,-9.0
ALNS-A,Example8,8,0,destroy,destroy_exploration,2,0.058823529411764705,2,1.0,1.0,-2.0,-2.0
ALNS-A,Example8,8,0,repair,repair_exploration,2,0.058823529411764705,2,1.0,1.0,-2.0,-2.0
ALNS-A,Example8,8,1,destroy,destroy_max_border_off,2,0.044444444444444446,1,0.5,1.0,-18.0,-18.0
ALNS-A,Example8,8,1,repair,repair_chuffed_fast,20,0.4444444444444444,4,0.2,0.4,18.42105263157895,-4.0
ALNS-A,Example8,8,1,destroy,destroy_worst_workers_30pct,1,0.022222222222222223,1,1.0,1.0,-8.0,-8.0
ALNS-A,Example8,8,1,destroy,destroy_worst_days_10pct,1,0.022222222222222223,1,1.0,1.0,-6.0,-6.0
ALNS-A,Example8,8,1,destroy,destroy_worst_workers_10pct,2,0.044444444444444446,2,1.0,1.0,-7.0,-7.0
ALNS-A,Example8,8,1,repair,repair_gecode_fast,16,0.35555555555555557,5,0.3125,0.5,11.75,-7.8
ALNS-A,Example8,8,1,destroy,destroy_streak_around_worst_worker,4,0.08888888888888889,0,0.0,0.0,52.75,nan
ALNS-A,Example8,8,1,destroy,destroy_random_window_20pct,19,0.4222222222222222,4,0.21052631578947367,0.47368421052631576,12.31578947368421,-1.5
ALNS-A,Example8,8,1,destroy,destroy_random_workers_20pct,8,0.17777777777777778,0,0.0,0.125,14.25,nan
ALNS-A,Example8,8,1,destroy,destroy_all_forbidden_sequences,3,0.06666666666666667,1,0.3333333333333333,1.0,-1.3333333333333333,-4.0
ALNS-A,Example8,8,1,repair,repair_chuffed_long,4,0.08888888888888889,1,0.25,0.5,14.0,-1.0
ALNS-A,Example8,8,1,destroy,destroy_worst_days_30pct,1,0.022222222222222223,0,0.0,0.0,68.0,nan
ALNS-A,Example8,8,1,destroy,destroy_random_days_20pct,2,0.044444444444444446,0,0.0,0.0,38.5,nan
ALNS-A,Example8,8,1,repair,repair_gecode_long,3,0.06666666666666667,0,0.0,0.3333333333333333,20.0,nan
ALNS-A,Example8,8,1,destroy,destroy_exploration,2,0.044444444444444446,1,0.5,1.0,-0.5,-1.0
ALNS-A,Example8,8,1,repair,repair_exploration,2,0.044444444444444446,1,0.5,1.0,-0.5,-1.0
ALNS-A,Example8,8,2,destroy,destroy_worst_workers_10pct,2,0.05555555555555555,1,0.5,1.0,-6.0,-6.0
ALNS-A,Example8,8,2,repair,repair_gecode_long,6,0.16666666666666666,2,0.3333333333333333,0.6666666666666666,18.0,-1.0
ALNS-A,Example8,8,2,destroy,destroy_max_border_off,1,0.027777777777777776,1,1.0,1.0,-1.0,-1.0
ALNS-A,Example8,8,2,repair,repair_chuffed_fast,9,0.25,2,0.2222222222222222,0.3333333333333333,27.333333333333332,-1.0
ALNS-A,Example8,8,2,destroy,destroy_all_forbidden_sequences,1,0.027777777777777776,1,1.0,1.0,-45.0,-45.0
ALNS-A,Example8,8,2,repair,repair_gecode_fast,11,0.3055555555555556,2,0.18181818181818182,0.18181818181818182,21.818181818181817,-24.0
ALNS-A,Example8,8,2,destroy,destroy_streak_around_worst_worker,2,0.05555555555555555,0,0.0,0.0,63.0,nan
ALNS-A,Example8,8,2,repair,repair_chuffed_long,8,0.2222222222222222,3,0.375,0.625,7.625,-3.3333333333333335
ALNS-A,Example8,8,2,destroy,destroy_random_window_20pct,12,0.3333333333333333,6,0.5,0.6666666666666666,11.75,-1.6666666666666667
ALNS-A,Example8,8,2,destroy,destroy_worst_workers_30pct,6,0.16666666666666666,0,0.0,0.0,30.166666666666668,nan
ALNS-A,Example8,8,2,destroy,destroy_random_days_20pct,6,0.16666666666666666,0,0.0,0.16666666666666666,22.0,nan
ALNS-A,Example8,8,2,destroy,destroy_worst_days_30pct,2,0.05555555555555555,0,0.0,0.0,44.0,nan
ALNS-A,Example8,8,2,destroy,destroy_random_workers_20pct,2,0.05555555555555555,0,0.0,0.5,10.5,nan
ALNS-A,Example8,8,2,destroy,destroy_exploration,2,0.05555555555555555,0,0.0,1.0,0.0,nan
ALNS-A,Example8,8,2,repair,repair_exploration,2,0.05555555555555555,0,0.0,1.0,0.0,nan
ALNS-A,Example9,9,0,destroy,destroy_max_border_off,2,0.09523809523809523,1,0.5,1.0,-22.0,-22.0
ALNS-A,Example9,9,0,repair,repair_chuffed_long,4,0.19047619047619047,0,0.0,0.25,105.66666666666667,nan
ALNS-A,Example9,9,0,destroy,destroy_random_window_20pct,10,0.47619047619047616,1,0.1,0.1,77.8,-205.0
ALNS-A,Example9,9,0,repair,repair_gecode_fast,7,0.3333333333333333,2,0.2857142857142857,0.2857142857142857,72.0,-110.5
ALNS-A,Example9,9,0,destroy,destroy_all_forbidden_sequences,1,0.047619047619047616,1,1.0,1.0,-16.0,-16.0
ALNS-A,Example9,9,0,destroy,destroy_random_workers_20pct,5,0.23809523809523808,0,0.0,0.0,75.0,nan
ALNS-A,Example9,9,0,repair,repair_chuffed_fast,8,0.38095238095238093,1,0.125,0.125,90.125,-22.0
ALNS-A,Example9,9,0,destroy,destroy_worst_workers_30pct,1,0.047619047619047616,0,0.0,0.0,427.0,nan
ALNS-A,Example9,9,0,destroy,destroy_exploration,2,0.09523809523809523,1,0.5,0.5,138.5,-3.0
ALNS-A,Example9,9,0,repair,repair_exploration,2,0.09523809523809523,1,0.5,0.5,138.5,-3.0
ALNS-A,Example9,9,1,destroy,destroy_max_border_off,2,0.1111111111111111,1,0.5,1.0,-30.0,-30.0
ALNS-A,Example9,9,1,repair,repair_chuffed_fast,8,0.4444444444444444,1,0.125,0.25,92.14285714285714,-30.0
ALNS-A,Example9,9,1,destroy,destroy_worst_workers_30pct,2,0.1111111111111111,0,0.0,0.0,182.0,nan
ALNS-A,Example9,9,1,destroy,destroy_random_window_20pct,9,0.5,1,0.1111111111111111,0.1111111111111111,57.111111111111114,-234.0
ALNS-A,Example9,9,1,repair,repair_chuffed_long,4,0.2222222222222222,1,0.25,0.25,11.0,-234.0
ALNS-A,Example9,9,1,destroy,destroy_all_forbidden_sequences,1,0.05555555555555555,0,0.0,1.0,0.0,nan
ALNS-A,Example9,9,1,repair,repair_gecode_fast,3,0.16666666666666666,0,0.0,0.3333333333333333,116.33333333333333,nan
ALNS-A,Example9,9,1,repair,repair_gecode_long,2,0.1111111111111111,0,0.0,0.0,45.0,nan
ALNS-A,Example9,9,1,destroy,destroy_random_workers_20pct,3,0.16666666666666666,0,0.0,0.0,93.33333333333333,nan
ALNS-A,Example9,9,1,destroy,destroy_exploration,1,0.05555555555555555,1,1.0,1.0,-25.0,-25.0
ALNS-A,Example9,9,1,repair,repair_exploration,1,0.05555555555555555,1,1.0,1.0,-25.0,-25.0
ALNS-A,Example9,9,2,destroy,destroy_worst_workers_10pct,1,0.06666666666666667,0,0.0,1.0,nan,nan
ALNS-A,Example9,9,2,repair,repair_gecode_long,3,0.2,0,0.0,0.3333333333333333,121.5,nan
ALNS-A,Example9,9,2,destroy,destroy_max_border_off,1,0.06666666666666667,1,1.0,1.0,-92.0,-92.0
ALNS-A,Example9,9,2,repair,repair_chuffed_fast,8,0.5333333333333333,1,0.125,0.125,127.375,-92.0
ALNS-A,Example9,9,2,destroy,destroy_all_forbidden_sequences,1,0.06666666666666667,1,1.0,1.0,-73.0,-73.0
ALNS-A,Example9,9,2,repair,repair_gecode_fast,2,0.13333333333333333,1,0.5,0.5,-17.5,-73.0
ALNS-A,Example9,9,2,destroy,destroy_streak_around_worst_worker,2,0.13333333333333333,0,0.0,0.0,295.0,nan
ALNS-A,Example9,9,2,destroy,destroy_random_window_20pct,3,0.2,0,0.0,0.0,76.0,nan
ALNS-A,Example9,9,2,destroy,destroy_random_workers_20pct,3,0.2,0,0.0,0.0,119.66666666666667,nan
ALNS-A,Example9,9,2,destroy,destroy_worst_workers_30pct,1,0.06666666666666667,0,0.0,0.0,215.0,nan
ALNS-A,Example9,9,2,destroy,destroy_worst_days_30pct,1,0.06666666666666667,0,0.0,0.0,0.0,nan
ALNS-A,Example9,9,2,destroy,destroy_exploration,2,0.13333333333333333,0,0.0,0.0,122.5,nan
ALNS-A,Example9,9,2,repair,repair_exploration,2,0.13333333333333333,0,0.0,0.0,122.5,nan
ALNS-A,Example10,10,0,destroy,destroy_max_border_off,5,0.17857142857142858,4,0.8,1.0,-16.5,-16.5
ALNS-A,Example10,10,0,repair,repair_chuffed_long,6,0.21428571428571427,1,0.16666666666666666,0.3333333333333333,27.6,-13.0
ALNS-A,Example10,10,0,destroy,destroy_random_window_20pct,14,0.5,3,0.21428571428571427,0.21428571428571427,35.0,-127.66666666666667
ALNS-A,Example10,10,0,repair,repair_gecode_fast,12,0.42857142857142855,4,0.3333333333333333,0.4166666666666667,15.083333333333334,-97.5
ALNS-A,Example10,10,0,destroy,destroy_all_forbidden_sequences,2,0.07142857142857142,1,0.5,1.0,-3.5,-7.0
ALNS-A,Example10,10,0,repair,repair_chuffed_fast,7,0.25,3,0.42857142857142855,0.5714285714285714,21.0,-12.333333333333334
ALNS-A,Example10,10,0,destroy,destroy_random_workers_20pct,6,0.21428571428571427,1,0.16666666666666666,0.16666666666666666,21.166666666666668,-7.0
ALNS-A,Example10,10,0,repair,repair_gecode_long,3,0.10714285714285714,1,0.3333333333333333,0.3333333333333333,26.0,-23.0
ALNS-A,Example10,10,0,destroy,destroy_max_border_shift_3,1,0.03571428571428571,0,0.0,1.0,0.0,nan
ALNS-A,Example10,10,1,destroy,destroy_max_border_off,5,0.15151515151515152,4,0.8,1.0,-33.25,-33.25
ALNS-A,Example10,10,1,repair,repair_chuffed_fast,18,0.5454545454545454,5,0.2777777777777778,0.3888888888888889,14.235294117647058,-88.8
ALNS-A,Example10,10,1,destroy,destroy_worst_workers_30pct,5,0.15151515151515152,1,0.2,0.2,10.4,-293.0
ALNS-A,Example10,10,1,destroy,destroy_random_window_20pct,12,0.36363636363636365,1,0.08333333333333333,0.16666666666666666,27.75,-49.0
ALNS-A,Example10,10,1,destroy,destroy_all_forbidden_sequences,3,0.09090909090909091,2,0.6666666666666666,1.0,-3.0,-4.5
ALNS-A,Example10,10,1,repair,repair_gecode_fast,7,0.21212121212121213,0,0.0,0.14285714285714285,47.42857142857143,nan
ALNS-A,Example10,10,1,destroy,destroy_random_workers_20pct,4,0.12121212121212122,0,0.0,0.0,53.25,nan
ALNS-A,Example10,10,1,destroy,destroy_worst_days_30pct,3,0.09090909090909091,0,0.0,0.0,47.666666666666664,nan
ALNS-A,Example10,10,1,repair,repair_gecode_long,3,0.09090909090909091,1,0.3333333333333333,0.3333333333333333,3.0,-33.0
ALNS-A,Example10,10,1,repair,repair_chuffed_long,5,0.15151515151515152,2,0.4,0.4,20.8,-3.5
ALNS-A,Example10,10,1,destroy,destroy_random_days_20pct,1,0.030303030303030304,0,0.0,0.0,88.0,nan
ALNS-A,Example10,10,2,destroy,destroy_worst_workers_10pct,2,0.09523809523809523,1,0.5,1.0,-1.0,-1.0
ALNS-A,Example10,10,2,repair,repair_gecode_long,8,0.38095238095238093,2,0.25,0.5,15.857142857142858,-24.5
ALNS-A,Example10,10,2,destroy,destroy_max_border_off,2,0.09523809523809523,2,1.0,1.0,-13.0,-13.0
ALNS-A,Example10,10,2,repair,repair_chuffed_fast,5,0.23809523809523808,1,0.2,0.2,44.6,-12.0
ALNS-A,Example10,10,2,destroy,destroy_all_forbidden_sequences,3,0.14285714285714285,2,0.6666666666666666,1.0,-147.0,-220.5
ALNS-A,Example10,10,2,repair,repair_gecode_fast,6,0.2857142857142857,3,0.5,0.5,-30.833333333333332,-151.66666666666666
ALNS-A,Example10,10,2,destroy,destroy_max_border_shift_2,1,0.047619047619047616,1,1.0,1.0,-48.0,-48.0
ALNS-A,Example10,10,2,destroy,destroy_streak_around_worst_worker,2,0.09523809523809523,0,0.0,0.0,127.0,nan
ALNS-A,Example10,10,2,destroy,destroy_random_window_20pct,4,0.19047619047619047,0,0.0,0.0,39.75,nan
ALNS-A,Example10,10,2,destroy,destroy_worst_workers_30pct,1,0.047619047619047616,0,0.0,0.0,59.0,nan
ALNS-A,Example10,10,2,destroy,destroy_random_workers_20pct,4,0.19047619047619047,0,0.0,0.0,48.25,nan
ALNS-A,Example10,10,2,destroy,destroy_exploration,2,0.09523809523809523,0,0.0,0.0,52.0,nan
ALNS-A,Example10,10,2,repair,repair_exploration,2,0.09523809523809523,0,0.0,0.0,52.0,nan
ALNS-A,Example11,11,0,destroy,destroy_max_border_off,3,0.1111111111111111,2,0.6666666666666666,1.0,-16.0,-16.0
ALNS-A,Example11,11,0,repair,repair_chuffed_long,4,0.14814814814814814,0,0.0,0.25,45.333333333333336,nan
ALNS-A,Example11,11,0,destroy,destroy_random_window_20pct,7,0.25925925925925924,2,0.2857142857142857,0.2857142857142857,-103.28571428571429,-478.0
ALNS-A,Example11,11,0,repair,repair_gecode_fast,10,0.37037037037037035,3,0.3,0.3,-63.8,-325.6666666666667
ALNS-A,Example11,11,0,destroy,destroy_all_forbidden_sequences,3,0.1111111111111111,2,0.6666666666666666,1.0,-1.6666666666666667,-2.5
ALNS-A,Example11,11,0,destroy,destroy_random_workers_20pct,6,0.2222222222222222,1,0.16666666666666666,0.16666666666666666,17.833333333333332,-49.0
